date,portfolio_return,benchmark_return,excess_return
2024-04,0.07904057462604759,-0.0074931557477617705,0.08653373037380936
2024-05,0.02609747053338806,-0.03641882376286942,0.06251629429625749
2024-06,-0.049747300703954875,0.0133187242676851,-0.06306602497163998
2024-07,0.0493163008653389,0.027207894039390945,0.022108406825947953
2024-08,0.00798497254966282,0.05719188298685829,-0.04920691043719547
2024-09,0.05134317319139596,-0.01861669707576763,0.06995987026716359
2024-10,-0.025061079216269898,0.006122512915608169,-0.031183592131878067
2024-11,-0.047232499672005504,-0.06070131684106417,0.013468817169058664
2024-12,-0.041954918374279046,-0.004829918866944394,-0.03712499950733465
2025-01,-0.026147916212639705,0.004137204738460909,-0.030285120951100614
2025-02,-0.06419189975253874,-0.11795970406671652,0.05376780431417778
2025-03,-0.028994882622510723,0.038277526492185965,-0.06727240911469669
2025-04,0.07052506951816206,0.03934722039936256,0.031177849118799505
2025-05,0.09508489081009298,0.060445739896594075,0.03463915091349891
2025-06,0.021011494794239104,-0.03457997668357349,0.05559147147781259
2025-07,0.06599203460348507,0.08035269804446576,-0.014360663440980692
2025-08,-0.09075883087664036,0.046250757278123,-0.13700958815476336
2025-09,0.019132555129315422,0.02944499699130443,-0.010312441861989007
2025-10,0.02012211909808678,0.012754273336662791,0.007367845761423988
2025-11,-0.04148308855087442,0.04223864950008416,-0.08372173805095857
2025-12,0.022481021955005683,0.016245998038543874,0.0062350239164618085
2026-01,-0.04995413497096736,-0.03669877287899381,-0.013255362091973547
2026-02,-0.043908225742766066,-0.011299584724433931,-0.032608641018332135
2026-03,-0.21329672075948206,-0.14416432461609485,-0.0691323961433872
2026-04,0.11237575508167355,-0.012970358562965911,0.12534611364463946
2026-05,-0.22738596864690921,-0.11922476414341143,-0.10816120450349778
