Date,ticker,exit_state,exit_flag,triggers,rank,horizon,fwd_return
2024-08-29,AKRA.JK,EXIT,1,D2,15,30D,0.04729733590102403
2024-10-15,AKRA.JK,EXIT,1,D2,20,30D,-0.061643909195302604
2024-10-18,AKRA.JK,EXIT,1,D1+D2,20,30D,-0.07266432622340957
2025-05-22,AKRA.JK,EXIT,1,D2,16,30D,-0.11194025105085537
2025-08-11,AKRA.JK,EXIT,1,D2,20,30D,-0.05058362551003137
2026-01-29,AKRA.JK,EXIT,1,D2,16,30D,0.09958513736830144
2023-12-01,AMMN.JK,EXIT,1,D2,99,30D,0.08898305084745761
2023-12-14,AMMN.JK,EXIT,1,D2,99,30D,0.07462686567164178
2024-05-30,AMMN.JK,EXIT,1,D2,99,30D,-0.07630522088353409
2024-06-05,AMMN.JK,EXIT,1,D2,99,30D,-0.07112970711297073
2026-01-12,AMMN.JK,EXIT,1,D2,99,30D,-0.01577287066246058
2026-01-19,AMMN.JK,EXIT,1,D2,99,30D,0.0032679738562091387
2026-01-27,AMMN.JK,EXIT,1,D2,99,30D,-0.019230769230769273
2026-02-23,AMMN.JK,EXIT,1,D2,99,30D,-0.36923076923076925
2022-01-03,ANTM.JK,EXIT,1,D1+D2,99,30D,-0.23931620283180388
2022-03-07,ANTM.JK,HEALTHY,0,,10,30D,-0.053191438380354006
2022-03-09,ANTM.JK,EXIT,1,D2,10,30D,0.041509459063201026
2022-04-07,ANTM.JK,HEALTHY,0,,9,30D,-0.13043487285472688
2022-04-11,ANTM.JK,EXIT,1,D2,9,30D,-0.05323204322378594
2022-04-13,ANTM.JK,HEALTHY,0,,9,30D,-0.07885308660123214
2022-04-25,ANTM.JK,EXIT,1,D2,9,30D,-0.05016814176161433
2023-06-19,ANTM.JK,EXIT,1,D2,12,30D,0.012972547613809837
2023-08-01,ANTM.JK,HEALTHY,0,,8,30D,-0.02450981894067439
2023-08-07,ANTM.JK,HEALTHY,0,,8,30D,-0.04656865598728144
2023-08-18,ANTM.JK,EXIT,1,D2,8,30D,-0.05384618836485899
2023-08-24,ANTM.JK,HEALTHY,0,,8,30D,-0.07268168018072307
2023-09-01,ANTM.JK,EXIT,1,D1,11,30D,-0.09718675600577187
2024-04-18,ANTM.JK,EXIT,1,D2,20,30D,-0.04179164014209491
2024-04-23,ANTM.JK,EXIT,1,D2,20,30D,-0.05005206231256931
2024-11-13,ANTM.JK,EXIT,1,D2,20,30D,0.056666643599981636
2024-12-19,ANTM.JK,EXIT,1,D2,20,30D,0.013605421420756159
2025-01-06,ANTM.JK,EXIT,1,D2,20,30D,-0.023890769757223373
2025-01-23,ANTM.JK,EXIT,1,D2,20,30D,0.09395976213619872
2025-03-10,ANTM.JK,EXIT,1,D2,20,30D,0.3053691194357211
2025-04-08,ANTM.JK,EXIT,1,D1+D2,20,30D,0.9142856645955775
2025-06-25,ANTM.JK,EXIT,1,D2,20,30D,0.013651877133105783
2025-07-01,ANTM.JK,HEALTHY,0,,1,30D,-0.026058631921824116
2025-07-07,ANTM.JK,EXIT,1,D2,1,30D,0.010309278350515427
2025-07-11,ANTM.JK,HEALTHY,0,,1,30D,-0.01672240802675584
2025-07-22,ANTM.JK,EXIT,1,D2,1,30D,-0.04391891891891897
2025-07-31,ANTM.JK,EXIT,1,D2,1,30D,0.12280701754385959
2025-08-11,ANTM.JK,EXIT,1,D2,1,30D,0.15306122448979598
2025-08-29,ANTM.JK,HEALTHY,0,,1,30D,0.03947368421052633
2025-09-25,ANTM.JK,EXIT,1,D2,1,30D,-0.012618296529968487
2025-10-17,ANTM.JK,HEALTHY,0,,1,30D,-0.11304347826086958
2025-10-20,ANTM.JK,EXIT,1,D2,1,30D,-0.07951070336391441
2026-01-05,ANTM.JK,HEALTHY,0,,3,30D,0.17699115044247793
2026-01-30,ANTM.JK,EXIT,1,D2,3,30D,-0.038004750593824244
2026-02-19,ANTM.JK,HEALTHY,0,,3,30D,-0.17257683215130026
2026-02-20,ANTM.JK,EXIT,1,D2,3,30D,-0.17061611374407581
2026-02-23,ANTM.JK,HEALTHY,0,,3,30D,-0.2027334851936219
2026-03-02,ANTM.JK,HEALTHY,0,,3,30D,-0.18872017353579174
2026-03-04,ANTM.JK,EXIT,1,D2,3,30D,-0.08395061728395059
2022-01-03,ASII.JK,EXIT,1,D2,99,30D,-0.03930124543773661
2022-01-05,ASII.JK,EXIT,1,D1+D2,99,30D,-0.013452828846108211
2022-01-14,ASII.JK,EXIT,1,D2,99,30D,-0.03930124543773661
2022-02-04,ASII.JK,EXIT,1,D1,99,30D,0.1454542749060681
2022-02-09,ASII.JK,EXIT,1,D1,99,30D,0.14864845459798204
2022-07-05,ASII.JK,EXIT,1,D1+D2,14,30D,0.04347828959459066
2022-09-07,ASII.JK,EXIT,1,D1,17,30D,-0.007518650526336934
2022-09-30,ASII.JK,EXIT,1,D1,17,30D,0.017496076946617034
2022-10-10,ASII.JK,EXIT,1,D1,17,30D,0.017569706763677084
2022-10-26,ASII.JK,EXIT,1,D1,17,30D,-0.05703427854219245
2022-11-02,ASII.JK,EXIT,1,D1,18,30D,-0.03891047587760943
2022-11-11,ASII.JK,EXIT,1,D1,18,30D,-0.12015506889974514
2022-11-18,ASII.JK,EXIT,1,D1+D2,18,30D,-0.0843371904876482
2023-08-29,ASII.JK,EXIT,1,D1,14,30D,-0.03906239163285896
2023-09-07,ASII.JK,EXIT,1,D1,17,30D,-0.04296869965923589
2023-10-03,ASII.JK,EXIT,1,D1,17,30D,-0.049113383602922944
2023-10-16,ASII.JK,EXIT,1,D2,17,30D,-0.029914592809947682
2023-11-07,ASII.JK,EXIT,1,D2,17,30D,-0.0171674043367408
2024-09-20,ASII.JK,HEALTHY,0,,9,30D,-0.004703995613227874
2024-09-24,ASII.JK,HEALTHY,0,,9,30D,0.02452321827168591
2024-09-26,ASII.JK,HEALTHY,0,,9,30D,0.014834935069501842
2024-09-30,ASII.JK,HEALTHY,0,,9,30D,0.0348344638875957
2024-10-21,ASII.JK,HEALTHY,0,,9,30D,-0.02549017273395837
2024-11-01,ASII.JK,HEALTHY,0,,4,30D,0.009852130775601431
2024-11-25,ASII.JK,HEALTHY,0,,4,30D,-0.04734277301796386
2024-12-03,ASII.JK,HEALTHY,0,,4,30D,-0.04000001304323442
2024-12-24,ASII.JK,EXIT,1,D1,4,30D,-0.016393279818016526
2025-01-10,ASII.JK,EXIT,1,D1,4,30D,-0.048979555179234135
2025-01-16,ASII.JK,EXIT,1,D1,4,30D,-0.03688513642935598
2025-01-31,ASII.JK,EXIT,1,D1,4,30D,-0.0250000377172499
2025-02-05,ASII.JK,EXIT,1,D1,4,30D,0.033755167152855536
2025-02-17,ASII.JK,EXIT,1,D1,4,30D,-0.01898751656767783
2025-03-05,ASII.JK,HEALTHY,0,,4,30D,0.006122600713803106
2025-03-11,ASII.JK,HEALTHY,0,,4,30D,-0.0020833848318860815
2025-03-21,ASII.JK,HEALTHY,0,,4,30D,-0.010330490051737029
2025-03-26,ASII.JK,HEALTHY,0,,4,30D,0.006249922389504947
2025-04-08,ASII.JK,EXIT,1,D2,4,30D,0.06696432623664617
2025-04-14,ASII.JK,HEALTHY,0,,4,30D,0.002028221544616793
2025-04-29,ASII.JK,EXIT,1,D1,4,30D,0.025400885043973087
2025-05-28,ASII.JK,HEALTHY,0,,4,30D,-0.057732096950291245
2025-07-04,ASII.JK,HEALTHY,0,,4,30D,0.08766231052901796
2025-07-23,ASII.JK,HEALTHY,0,,4,30D,0.15151511957442776
2025-08-19,ASII.JK,HEALTHY,0,,3,30D,0.009049772473737061
2025-09-23,ASII.JK,HEALTHY,0,,4,30D,0.06459817156965908
2025-10-09,ASII.JK,HEALTHY,0,,2,30D,0.10302549979195974
2025-10-14,ASII.JK,HEALTHY,0,,2,30D,0.10729607120131979
2025-11-27,ASII.JK,HEALTHY,0,,2,30D,0.01901139497900073
2025-12-02,ASII.JK,HEALTHY,0,,1,30D,0.04150940825155591
2025-12-19,ASII.JK,HEALTHY,0,,1,30D,0.05363981300989473
2026-01-12,ASII.JK,HEALTHY,0,,1,30D,-0.03571426477812445
2026-01-22,ASII.JK,HEALTHY,0,,1,30D,-0.03321031198845992
2026-01-27,ASII.JK,EXIT,1,D2,1,30D,0.05952385701787999
2026-01-30,ASII.JK,EXIT,1,D2,1,30D,-0.03149604518295379
2026-02-03,ASII.JK,HEALTHY,0,,1,30D,-0.09926472141242038
2026-02-05,ASII.JK,HEALTHY,0,,1,30D,-0.13669064057950697
2026-02-10,ASII.JK,HEALTHY,0,,1,30D,-0.14963502173874954
2026-02-12,ASII.JK,HEALTHY,0,,1,30D,-0.14391142766009524
2026-02-26,ASII.JK,HEALTHY,0,,1,30D,-0.09293682253842805
2026-03-02,ASII.JK,EXIT,1,D1+D2,1,30D,-0.01587300682652626
2026-03-25,ASII.JK,HEALTHY,0,,1,30D,-0.04166671847837711
2026-03-26,ASII.JK,EXIT,1,D2,1,30D,-0.019999988510234545
2026-04-17,ASII.JK,HEALTHY,0,,1,30D,-0.01954000385566923
2026-04-20,ASII.JK,EXIT,1,D2,1,30D,-0.011544128688605326
2026-04-22,ASII.JK,HEALTHY,0,,1,30D,-0.14050589783062295
2026-04-23,ASII.JK,EXIT,1,D1+D2,1,30D,-0.06991937538754034
2022-03-02,BBCA.JK,HEALTHY,0,,9,30D,0.008959899976946906
2022-03-10,BBCA.JK,HEALTHY,0,,9,30D,0.005716977506833976
2022-03-14,BBCA.JK,HEALTHY,0,,9,30D,-0.019252010461376368
2022-03-22,BBCA.JK,HEALTHY,0,,9,30D,0.015325659240133405
2022-05-09,BBCA.JK,EXIT,1,D1,11,30D,-0.032894783812522865
2022-05-12,BBCA.JK,EXIT,1,D1,11,30D,0.006872846949055322
2022-06-02,BBCA.JK,EXIT,1,D1,11,30D,-0.04290440326969602
2022-06-22,BBCA.JK,EXIT,1,D1,11,30D,-0.013333176208612296
2022-06-24,BBCA.JK,EXIT,1,D1,11,30D,-0.023411501633737397
2022-07-13,BBCA.JK,EXIT,1,D2,17,30D,0.13571433708626568
2022-07-15,BBCA.JK,EXIT,1,D2,17,30D,0.13571433708626568
2022-07-29,BBCA.JK,EXIT,1,D1,17,30D,0.11224504085328335
2022-11-01,BBCA.JK,HEALTHY,0,,6,30D,0.05681819843211078
2022-11-22,BBCA.JK,HEALTHY,0,,6,30D,-0.02147549996188014
2022-12-12,BBCA.JK,HEALTHY,0,,9,30D,-0.06034471219127846
2023-01-04,BBCA.JK,EXIT,1,D1,9,30D,0.04191608415034431
2023-01-27,BBCA.JK,HEALTHY,0,,9,30D,0.008620526777163517
2023-01-31,BBCA.JK,EXIT,1,D1,9,30D,0.014749289107315988
2023-03-03,BBCA.JK,EXIT,1,D1,11,30D,0.05007623399464167
2023-03-17,BBCA.JK,EXIT,1,D1,11,30D,0.11437529153642689
2023-08-02,BBCA.JK,HEALTHY,0,,9,30D,0.0027173132077265016
2023-09-12,BBCA.JK,EXIT,1,D1,14,30D,-0.005494467562344618
2023-09-22,BBCA.JK,EXIT,1,D1,14,30D,-0.033057919396757285
2023-10-31,BBCA.JK,EXIT,1,D1,14,30D,0.01714292564081732
2023-11-10,BBCA.JK,EXIT,1,D1,13,30D,-0.00376806320833023
2023-11-17,BBCA.JK,EXIT,1,D1,13,30D,0.018610907745119976
2023-11-30,BBCA.JK,EXIT,1,D1,13,30D,0.04675333845029206
2023-12-18,BBCA.JK,HEALTHY,0,,9,30D,0.04619563611486899
2024-02-07,BBCA.JK,HEALTHY,0,,2,30D,0.06443301078208785
2024-02-20,BBCA.JK,HEALTHY,0,,2,30D,0.007481351938748659
2024-04-04,BBCA.JK,HEALTHY,0,,2,30D,-0.025380570981646144
2024-04-23,BBCA.JK,HEALTHY,0,,2,30D,-0.05912580807482448
2024-04-29,BBCA.JK,HEALTHY,0,,2,30D,-0.045918438730567335
2024-05-03,BBCA.JK,HEALTHY,0,,2,30D,-0.05329946883219916
2024-05-08,BBCA.JK,EXIT,1,D1,2,30D,-0.013333430080555653
2024-05-17,BBCA.JK,HEALTHY,0,,2,30D,-0.015384422511826812
2024-05-20,BBCA.JK,EXIT,1,D1,2,30D,0.013192707149026095
2024-05-22,BBCA.JK,EXIT,1,D1,2,30D,0.00795757254453644
2024-05-28,BBCA.JK,EXIT,1,D1,2,30D,0.06720445438360945
2024-06-06,BBCA.JK,EXIT,1,D1,2,30D,0.06332441098417063
2024-06-13,BBCA.JK,EXIT,1,D1,2,30D,0.08152175859510913
2024-06-21,BBCA.JK,HEALTHY,0,,2,30D,0.052083149955995056
2024-06-27,BBCA.JK,HEALTHY,0,,2,30D,0.05897441907240175
2024-07-24,BBCA.JK,HEALTHY,0,,1,30D,0.02481397196041324
2024-09-19,BBCA.JK,HEALTHY,0,,2,30D,-0.01376149025538187
2024-10-01,BBCA.JK,HEALTHY,0,,1,30D,-0.01895734358415846
2024-10-08,BBCA.JK,HEALTHY,0,,1,30D,0.0048077684675511545
2024-10-14,BBCA.JK,HEALTHY,0,,1,30D,-0.03333325235072271
2024-10-24,BBCA.JK,HEALTHY,0,,1,30D,-0.07484799087696925
2024-11-05,BBCA.JK,HEALTHY,0,,1,30D,-0.018940719109385662
2024-11-11,BBCA.JK,EXIT,1,D1,1,30D,0.04248710219767915
2024-11-21,BBCA.JK,EXIT,1,D1,1,30D,-0.007614232819389999
2024-12-04,BBCA.JK,EXIT,1,D1,1,30D,-0.05147061263256558
2024-12-09,BBCA.JK,HEALTHY,0,,1,30D,-0.06521735354007474
2024-12-12,BBCA.JK,EXIT,1,D1,1,30D,-0.0417690463660374
2024-12-19,BBCA.JK,EXIT,1,D1,1,30D,-0.007751957474751214
2024-12-24,BBCA.JK,EXIT,1,D1,1,30D,-0.030769202399098528
2024-12-30,BBCA.JK,EXIT,1,D1,1,30D,-0.05167960718343245
2025-01-10,BBCA.JK,EXIT,1,D1,1,30D,-0.07455020625526976
2025-01-20,BBCA.JK,EXIT,1,D1,1,30D,-0.0649351191629306
2025-02-10,BBCA.JK,EXIT,1,D2,1,30D,-0.024590339209895395
2025-05-07,BBCA.JK,HEALTHY,0,,1,30D,-0.005509583316986255
2025-05-08,BBCA.JK,EXIT,1,D2,1,30D,-0.005571085732368419
2025-05-14,BBCA.JK,HEALTHY,0,,1,30D,-0.04043116934090796
2025-05-20,BBCA.JK,HEALTHY,0,,1,30D,-0.07387870225722548
2025-06-04,BBCA.JK,EXIT,1,D2,1,30D,-0.05292474284130744
2025-06-16,BBCA.JK,EXIT,1,D2,1,30D,-0.044817855519815875
2025-06-18,BBCA.JK,EXIT,1,D2,1,30D,-0.05337079072675888
2022-03-01,BBNI.JK,HEALTHY,0,,5,30D,0.06021764292102727
2022-03-23,BBNI.JK,HEALTHY,0,,5,30D,0.17925961587726014
2022-04-14,BBNI.JK,HEALTHY,0,,7,30D,0.06249995299336031
2022-04-19,BBNI.JK,HEALTHY,0,,7,30D,0.0952380844937204
2022-05-12,BBNI.JK,EXIT,1,D2,7,30D,0.009146323376624688
2022-05-17,BBNI.JK,HEALTHY,0,,7,30D,-0.0325442672134324
2022-06-10,BBNI.JK,EXIT,1,D2,7,30D,-0.09638553391504823
2022-06-22,BBNI.JK,EXIT,1,D2,7,30D,-0.052147240214941104
2022-08-09,BBNI.JK,HEALTHY,0,,7,30D,0.03846166498792991
2022-08-22,BBNI.JK,EXIT,1,D2,7,30D,0.08132537273624907
2022-08-30,BBNI.JK,HEALTHY,0,,7,30D,0.06824922166783165
2022-10-13,BBNI.JK,HEALTHY,0,,6,30D,0.06285721588451354
2022-10-19,BBNI.JK,HEALTHY,0,,6,30D,0.05698003810918206
2022-11-23,BBNI.JK,HEALTHY,0,,8,30D,0.018918789519297485
2022-11-29,BBNI.JK,HEALTHY,0,,8,30D,-0.01600010243084571
2023-01-05,BBNI.JK,EXIT,1,D1,8,30D,0.03888883585147185
2023-01-26,BBNI.JK,HEALTHY,0,,8,30D,-0.060685922060409236
2023-02-03,BBNI.JK,HEALTHY,0,,10,30D,-0.05376342552069158
2023-02-22,BBNI.JK,EXIT,1,D1,10,30D,0.07344627605958753
2023-03-21,BBNI.JK,HEALTHY,0,,7,30D,0.07987816612278587
2023-05-15,BBNI.JK,EXIT,1,D1,7,30D,0.014044920881889578
2023-05-24,BBNI.JK,EXIT,1,D1,7,30D,0.03399441787635671
2023-06-06,BBNI.JK,HEALTHY,0,,7,30D,-0.016304387897351558
2023-07-03,BBNI.JK,HEALTHY,0,,7,30D,-0.03794045092815557
2023-07-05,BBNI.JK,HEALTHY,0,,7,30D,-0.01639348277164887
2023-07-11,BBNI.JK,EXIT,1,D1,7,30D,0.013927554984960011
2023-07-26,BBNI.JK,EXIT,1,D1,7,30D,0.016759681646779212
2023-08-09,BBNI.JK,HEALTHY,0,,6,30D,0.033057798290409446
2023-11-22,BBNI.JK,HEALTHY,0,,6,30D,0.014778302195836979
2024-01-04,BBNI.JK,HEALTHY,0,,5,30D,0.031249841152453994
2024-04-05,BBNI.JK,EXIT,1,D1,3,30D,-0.02358485987515735
2024-04-23,BBNI.JK,EXIT,1,D1,3,30D,-0.13714282977511838
2024-05-20,BBNI.JK,EXIT,1,D1+D2,3,30D,-0.08835345956961238
2024-07-19,BBNI.JK,HEALTHY,0,,8,30D,0.049019623399379375
2024-07-23,BBNI.JK,EXIT,1,D2,8,30D,0.07920780519831472
2024-07-24,BBNI.JK,HEALTHY,0,,8,30D,0.03431363437506385
2024-07-25,BBNI.JK,EXIT,1,D2,8,30D,0.08457703716893805
2024-08-02,BBNI.JK,HEALTHY,0,,8,30D,0.049019623399379375
2024-08-05,BBNI.JK,EXIT,1,D2,8,30D,0.08366942720467785
2024-08-09,BBNI.JK,HEALTHY,0,,8,30D,0.11707323950333781
2024-09-03,BBNI.JK,HEALTHY,0,,8,30D,0.0
2024-10-01,BBNI.JK,HEALTHY,0,,10,30D,-0.027906962739025598
2024-10-03,BBNI.JK,HEALTHY,0,,10,30D,-0.03255815904207149
2024-10-23,BBNI.JK,HEALTHY,0,,10,30D,-0.16828196358775482
2024-11-07,BBNI.JK,EXIT,1,D1+D2,6,30D,-0.004975160432273307
2024-12-11,BBNI.JK,EXIT,1,D2,6,30D,-0.13103445840830108
2025-11-10,BBNI.JK,EXIT,1,D2,12,30D,-0.022624451768171627
2025-12-11,BBNI.JK,EXIT,1,D1,8,30D,0.07328611664418072
2025-12-22,BBNI.JK,HEALTHY,0,,8,30D,0.0392609821438854
2025-12-30,BBNI.JK,HEALTHY,0,,8,30D,0.029748325977977386
2026-01-14,BBNI.JK,HEALTHY,0,,8,30D,0.027522907872559843
2026-03-02,BBNI.JK,EXIT,1,D1,8,30D,-0.04491188175099492
2026-03-04,BBNI.JK,EXIT,1,D1,8,30D,-0.023480698472897465
2026-04-02,BBNI.JK,EXIT,1,D2,8,30D,0.05945945945945952
2026-04-10,BBNI.JK,EXIT,1,D1,8,30D,0.04825737265415553
2022-01-31,BBRI.JK,EXIT,1,D1,99,30D,0.1474199752490859
2022-03-01,BBRI.JK,HEALTHY,0,,3,30D,0.046377295450412914
2022-04-20,BBRI.JK,HEALTHY,0,,5,30D,-0.0453607954112315
2022-04-26,BBRI.JK,HEALTHY,0,,5,30D,-0.10931180149293274
2022-05-13,BBRI.JK,EXIT,1,D1,5,30D,0.042352997467283604
2022-06-13,BBRI.JK,EXIT,1,D1,5,30D,-0.05299539345767845
2022-06-17,BBRI.JK,EXIT,1,D1,5,30D,-0.05263165846429074
2022-06-29,BBRI.JK,EXIT,1,D1+D2,5,30D,0.043062173750321175
2022-07-26,BBRI.JK,HEALTHY,0,,6,30D,-0.013856803953384178
2022-08-05,BBRI.JK,EXIT,1,D1,8,30D,0.04587145613361088
2022-08-08,BBRI.JK,HEALTHY,0,,8,30D,0.020594914680509113
2022-08-12,BBRI.JK,EXIT,1,D1,8,30D,0.06018522020890593
2022-08-16,BBRI.JK,HEALTHY,0,,8,30D,0.07710271759829657
2022-08-18,BBRI.JK,EXIT,1,D1,8,30D,0.03926083017621629
2022-09-02,BBRI.JK,HEALTHY,0,,8,30D,0.017977441237396752
2022-09-08,BBRI.JK,HEALTHY,0,,8,30D,-0.034782657994415156
2022-10-10,BBRI.JK,EXIT,1,D1,8,30D,0.05720816348237112
2022-10-14,BBRI.JK,EXIT,1,D1,8,30D,0.07259959987339681
2022-10-19,BBRI.JK,EXIT,1,D1,8,30D,0.08604634362479402
2022-10-24,BBRI.JK,HEALTHY,0,,8,30D,0.020000099767951474
2022-11-17,BBRI.JK,HEALTHY,0,,5,30D,0.06638130253734387
2023-01-09,BBRI.JK,EXIT,1,D1,4,30D,0.0566954774887074
2023-01-25,BBRI.JK,EXIT,1,D1,4,30D,0.05263170312208776
2023-01-31,BBRI.JK,EXIT,1,D1,4,30D,0.030567610677120438
2023-02-03,BBRI.JK,HEALTHY,0,,7,30D,0.008421140050570042
2023-03-01,BBRI.JK,HEALTHY,0,,3,30D,0.06731361315233153
2023-03-16,BBRI.JK,HEALTHY,0,,3,30D,0.11498170662866425
2023-06-26,BBRI.JK,HEALTHY,0,,3,30D,0.036697206919924286
2023-07-18,BBRI.JK,HEALTHY,0,,3,30D,-0.008888852073358655
2023-07-27,BBRI.JK,HEALTHY,0,,3,30D,-0.017699151048157002
2023-08-18,BBRI.JK,HEALTHY,0,,1,30D,-0.044842973370201156
2023-08-22,BBRI.JK,HEALTHY,0,,1,30D,-0.03587440098358874
2023-09-08,BBRI.JK,EXIT,1,D1,2,30D,-0.03271031781560085
2023-09-12,BBRI.JK,EXIT,1,D1,2,30D,-0.013953487296896494
2023-09-15,BBRI.JK,EXIT,1,D1,2,30D,-0.041860577474321925
2023-11-01,BBRI.JK,EXIT,1,D2,8,30D,0.09213259019410458
2023-11-13,BBRI.JK,EXIT,1,D1,8,30D,0.05970148515616547
2023-11-15,BBRI.JK,HEALTHY,0,,8,30D,0.057142732045202704
2023-12-07,BBRI.JK,HEALTHY,0,,2,30D,0.056598960637062046
2023-12-13,BBRI.JK,EXIT,1,D1,2,30D,0.11542251326980524
2023-12-14,BBRI.JK,HEALTHY,0,,2,30D,0.056035264402422014
2024-01-29,BBRI.JK,HEALTHY,0,,2,30D,0.09865474889583026
2024-04-16,BBRI.JK,EXIT,1,D1+D2,4,30D,-0.09906548988513242
2024-09-19,BBRI.JK,HEALTHY,0,,7,30D,-0.07962949980529987
2024-09-20,BBRI.JK,EXIT,1,D2,7,30D,-0.07162797759673623
2024-09-23,BBRI.JK,HEALTHY,0,,7,30D,-0.10909091006556904
2024-09-25,BBRI.JK,EXIT,1,D2,7,30D,-0.09483581503808325
2025-05-23,BBRI.JK,HEALTHY,0,,8,30D,-0.14022991042835742
2025-05-26,BBRI.JK,EXIT,1,D2,8,30D,-0.14351853441567064
2025-05-27,BBRI.JK,HEALTHY,0,,8,30D,-0.1578947206004927
2025-06-02,BBRI.JK,EXIT,1,D2,8,30D,-0.12619043261517104
2025-11-11,BBRI.JK,EXIT,1,D2,15,30D,-0.05912599983567912
2025-11-25,BBRI.JK,EXIT,1,D1,15,30D,-0.01566575111411317
2026-01-02,BBRI.JK,EXIT,1,D2,12,30D,0.04395603846295293
2026-01-28,BBRI.JK,EXIT,1,D2,12,30D,0.06406683885482334
2026-03-09,BBRI.JK,EXIT,1,D2,12,30D,-0.047619009480275865
2022-03-09,BMRI.JK,HEALTHY,0,,4,30D,0.05798059597205696
2022-03-21,BMRI.JK,HEALTHY,0,,4,30D,0.02614369620270618
2022-04-21,BMRI.JK,HEALTHY,0,,3,30D,-0.012048230101150748
2022-06-07,BMRI.JK,HEALTHY,0,,3,30D,-0.09337348536127288
2022-06-15,BMRI.JK,HEALTHY,0,,3,30D,-0.12349394144509163
2022-07-01,BMRI.JK,EXIT,1,D1+D2,5,30D,0.04934201650188408
2022-07-25,BMRI.JK,EXIT,1,D1,5,30D,0.10932487828625015
2022-07-26,BMRI.JK,HEALTHY,0,,5,30D,0.07187499253021068
2022-11-24,BMRI.JK,HEALTHY,0,,3,30D,-0.02933981372423078
2022-11-30,BMRI.JK,HEALTHY,0,,3,30D,-0.05225659605686961
2022-12-16,BMRI.JK,HEALTHY,0,,5,30D,-0.07920783740528281
2023-01-10,BMRI.JK,EXIT,1,D1+D2,5,30D,0.10512141778485984
2023-01-27,BMRI.JK,HEALTHY,0,,5,30D,0.012468916013940845
2023-02-02,BMRI.JK,EXIT,1,D1,4,30D,0.03341897537653393
2023-02-07,BMRI.JK,HEALTHY,0,,4,30D,0.009828105046807867
2023-03-14,BMRI.JK,EXIT,1,D1,2,30D,0.08545870631627439
2023-03-15,BMRI.JK,HEALTHY,0,,2,30D,0.08241621754051787
2023-03-17,BMRI.JK,HEALTHY,0,,2,30D,0.08226086913375319
2023-05-03,BMRI.JK,HEALTHY,0,,2,30D,-0.033492939879332995
2023-05-22,BMRI.JK,HEALTHY,0,,2,30D,-0.02870816556935285
2023-05-25,BMRI.JK,HEALTHY,0,,2,30D,0.004831004552896534
2023-06-09,BMRI.JK,HEALTHY,0,,2,30D,0.04390236676937742
2023-06-16,BMRI.JK,HEALTHY,0,,2,30D,0.0776699537700456
2023-06-27,BMRI.JK,HEALTHY,0,,2,30D,0.08653831768664899
2023-09-13,BMRI.JK,HEALTHY,0,,3,30D,0.038461583834155544
2023-09-15,BMRI.JK,HEALTHY,0,,3,30D,0.012658243932180291
2023-09-20,BMRI.JK,HEALTHY,0,,3,30D,-0.05349796873615509
2023-09-26,BMRI.JK,HEALTHY,0,,3,30D,-0.03797462590968714
2023-10-03,BMRI.JK,HEALTHY,0,,3,30D,-0.06995896163370252
2023-10-10,BMRI.JK,HEALTHY,0,,3,30D,-0.0249999268057135
2023-10-31,BMRI.JK,EXIT,1,D1,3,30D,0.030837003918275485
2023-11-15,BMRI.JK,HEALTHY,0,,3,30D,0.004219485235295917
2023-12-06,BMRI.JK,EXIT,1,D1,4,30D,0.09913798045647715
2023-12-28,BMRI.JK,HEALTHY,0,,4,30D,0.05714285714285716
2024-03-19,BMRI.JK,HEALTHY,0,,1,30D,-0.02471332203216481
2024-04-18,BMRI.JK,HEALTHY,0,,1,30D,-0.1102941608880712
2024-04-24,BMRI.JK,HEALTHY,0,,1,30D,-0.16666673721690972
2024-04-29,BMRI.JK,HEALTHY,0,,1,30D,-0.11191338198154499
2024-05-02,BMRI.JK,EXIT,1,D1,1,30D,-0.023715386300152685
2024-05-20,BMRI.JK,EXIT,1,D1,1,30D,-0.05138332125625855
2024-06-11,BMRI.JK,EXIT,1,D2,1,30D,0.04897953376703823
2024-07-04,BMRI.JK,HEALTHY,0,,2,30D,0.0880000236832088
2024-07-08,BMRI.JK,EXIT,1,D1,2,30D,0.06425698306024707
2024-07-12,BMRI.JK,HEALTHY,0,,2,30D,0.07393004784037394
2024-09-02,BMRI.JK,HEALTHY,0,,1,30D,-0.0312500051810336
2024-09-20,BMRI.JK,HEALTHY,0,,1,30D,-0.013698641337118844
2024-10-03,BMRI.JK,HEALTHY,0,,2,30D,-0.056737549624688244
2024-10-17,BMRI.JK,HEALTHY,0,,2,30D,-0.12110722441651944
2024-10-30,BMRI.JK,EXIT,1,D1,2,30D,-0.08888895569735256
2024-11-06,BMRI.JK,EXIT,1,D1,3,30D,-0.049618336261567975
2024-11-26,BMRI.JK,EXIT,1,D2,3,30D,-0.10937498834267534
2024-11-29,BMRI.JK,EXIT,1,D2,3,30D,-0.056910470478043984
2025-12-18,BMRI.JK,HEALTHY,0,,5,30D,-0.011493543608494639
2025-12-24,BMRI.JK,HEALTHY,0,,5,30D,-0.064646457053543
2026-01-07,BMRI.JK,EXIT,1,D2,5,30D,0.0498960145140952
2026-01-09,BMRI.JK,EXIT,1,D2,5,30D,0.07142853952228512
