Date,month_end_price,monthly_return,net_foreign_buy,return_3m,return_6m,return_12m,ihsg_price,stock_return_6m,ihsg_return_6m,rs_6m,rs_3m,rs_change,high_12m,drawdown,low_3m,recovery,ticker,state,month,quality_score,value_score,momentum_score,growth_score,final_score,fwd_return_3m,fwd_return_6m,volatility_3m,is_winner_3m,is_winner_6m,fwd_return_1m,recovery_norm,rs_3m_norm,rs_6m_norm,rs_change_norm,drawdown_norm,volatility_3m_norm,recovery_score,recovery_score_pctl
2023-11-30,677.8702392578125,-0.0562500408941496,-4572686598.96,0.0342465919260379,0.258070329752486,0.5851684574737901,7080.7412109375,0.258070329752486,0.067460026813557,0.190610302938929,0.0159125371647397,-0.6993085291063295,718.2731323242188,-0.0562500408941496,673.3810424804688,0.0066666515600251,ACES.JK,BUY,2023-11,,,,,,0.0958083354582137,0.0792683573871583,0.0627793582048035,False,False,-0.04861109537502606,-0.36265621900177064,0.5407217972998511,1.1129220823592523,-2.9538603873280493,0.9061117235167562,-0.33635711160307075,-0.0530176599318374,41.93548387096774
2023-12-31,646.44580078125,-0.046357601583112,-6887321096.269999,-0.04,0.1197657317072784,0.5238748037401331,7272.796875,0.1197657317072784,0.0917035535090338,0.0280621781982446,-0.0879697350976742,-0.1625481247406843,718.2731323242188,-0.1000000254924569,646.44580078125,0.0,ACES.JK,WEAK,2023-12,,,,,,0.1818181607500344,0.1906976637565346,0.068289673235437,False,False,0.1529411538890335,-0.5302200001972722,0.009645833856702408,0.4023818546319595,-0.6184308150404678,0.5299255787338653,-0.26755274310705457,-0.1642942347905313,50.0
2024-01-31,763.1651611328125,0.1805555240833856,28034229297.74,0.0624999415797862,0.1805555240833856,0.8210476039079193,7207.94091796875,0.1805555240833856,0.0399030025382125,0.140652521545173,-0.0049935038541746,0.1125903433469284,763.1651611328125,0.0,646.44580078125,0.1805555240833856,ACES.JK,BUY,2024-01,,,,,,0.0909091041283204,-0.0211119004466981,0.1339554046188457,False,False,-0.017964113781567592,1.0065571349843416,0.19387700734701466,0.5251901418533782,0.9007290485826779,1.1450864265156537,0.37973106897807923,0.5932142828261583,9.677419354838712
2024-02-29,749.697509765625,-0.0176470992821483,4153576886.620001,0.1059602064643741,0.1438355743415962,0.7357754502765284,7316.11083984375,0.1438355743415962,0.0521843115962077,0.0916512627453884,0.0727193886044192,-0.0490012587997845,763.1651611328125,-0.0176470992821483,646.44580078125,0.1597221435417974,ACES.JK,BUY,2024-02,,,,,,-0.0182925575623806,-0.1223409373189954,0.1235570984410939,False,False,0.0511364035780596,1.4528802224415875,0.6937636466437312,0.7324494114875654,-0.024483263334754906,1.0743865536232524,0.5805549843363161,0.8460902151232648,12.698412698412698
2024-03-31,790.1004028320312,0.0538922599316586,83376512498.23999,0.2222221907500523,0.1733333031200501,0.932650190152102,7288.81298828125,0.1733333031200501,0.0502775682849783,0.1230557348350718,0.2200199962495699,0.0314044720896833,790.1004028320312,0.0,749.697509765625,0.0538922599316586,ACES.JK,BUY,2024-03,,,,,,0.0108527256173762,0.0807381446157053,0.1003707645941386,False,False,0.05882354224219333,-0.18141278406796793,1.3563430375289685,0.8308882863532743,0.20668311948620818,1.1329914446488611,0.34224394876502706,0.5735494401340787,15.873015873015872
2024-04-30,839.481689453125,0.0625000144843512,8198632344.019999,0.1000000159952678,0.168749952732736,1.1812103627754835,7234.19677734375,0.168749952732736,0.0713819287201067,0.0973680240126293,0.0963573863353124,-0.0256877108224424,839.481689453125,0.0,749.697509765625,0.119760541442333,ACES.JK,BUY,2024-04,,,,,,-0.1232231068243265,0.0015794334219958,0.0439991159007044,False,False,-0.1402438256027494,0.3475818590026451,0.4492397682841843,0.523415433343914,-0.4510797568554597,1.1124011645843432,-0.593781893341313,0.23924340983515435,19.047619047619047
2024-05-31,736.22998046875,-0.1229945933086851,-38093111097.6,-0.0179639509554797,0.0860927915567357,0.3663811164155806,6970.73583984375,0.0860927915567357,-0.0155358553316179,0.1016286468883537,0.0292435077012532,0.0042606228757243,839.481689453125,-0.1229945933086851,736.22998046875,0.0,ACES.JK,WEAK,2024-05,,,,,,-0.1021792597656698,-0.0234521764621284,0.1046990144875639,False,False,0.07829451055949643,-0.5605078682262515,-0.06127765099307654,0.21561803808573765,-0.39780754688962755,0.4975148762865416,0.6100668249248132,-0.1221861203451323,38.095238095238095
2024-06-30,798.7692260742188,0.0849452579554701,10142561106.54,0.010971799547393,0.2356321676293373,0.3836185583065155,7063.5771484375,0.2356321676293373,-0.0287674370889809,0.2643996047183183,0.041873379846665,0.1627709578299646,839.481689453125,-0.0484971428089493,736.22998046875,0.0849452579554701,ACES.JK,ACCUMULATE,2024-06,,,,,,0.0706521878068643,-0.0822784998553602,0.11412786704579,False,False,-0.06874999540635551,0.6604137897437568,0.2582794311889189,0.9737725639021763,0.9475802864480828,0.9122071852177568,0.6574962228841382,0.63087012999346,12.698412698412698
2024-07-31,747.3864135742188,-0.064327481358459,-7135585214.97,-0.1097049251174271,-0.0206754033886614,0.156147062400249,7255.76220703125,-0.0206754033886614,0.0066345284467144,-0.0273099318353758,-0.1126859650796021,-0.2917095365536942,839.481689453125,-0.109704925117427,736.22998046875,0.0151534620993912,ACES.JK,AVOID,2024-07,,,,,,0.1111110869141349,-0.0457516713847923,0.1072094231482036,False,False,-0.11888109140526404,-0.8048228870435671,-1.0353823295943219,-0.18068715263338037,-2.489687235914856,0.37984427132360443,0.24827840401241807,-0.8123398787082865,90.47619047619048
2024-08-31,667.9766235351562,-0.106249978052587,-25845369557.92,-0.0927065709686768,-0.1090051456300246,0.0191516109836875,7670.73291015625,-0.1090051456300246,0.0484713911633511,-0.1574765367933758,-0.1931259651897884,-0.1301666049579999,839.481689453125,-0.2042987572840268,667.9766235351562,0.0,ACES.JK,AVOID,2024-08,,,,,,0.0714285653681046,-0.1085272228651301,0.1004949954836309,False,False,0.22282607615021666,-0.702995215345155,-1.105375057635677,-0.6103848599245538,-0.847213573703994,-0.3852443205185715,0.41707652564198094,-0.7076017586853617,85.71428571428572
2024-09-30,859.494384765625,0.2867132688220324,88820788484.53,0.0760234078994974,0.0878293210392735,0.2763863704858522,7527.92919921875,0.0878293210392735,0.0328059193344574,0.0550234017048161,0.0102844712356617,0.2124999384981919,859.494384765625,0.0,667.9766235351562,0.2867132688220323,ACES.JK,ACCUMULATE,2024-09,,,,,,-0.1645569997107205,-0.8399999895469066,0.2157958979416254,False,False,-0.02222226093738411,1.580912452073536,-0.22094107817355552,0.14830792757293224,1.0579115413677003,0.8771402125522539,2.5705017116039293,0.8004943229817436,9.523809523809524
2024-10-31,840.8096923828125,-0.0217391674849715,14882086792.999998,0.1249999693757029,0.0015819319782335,0.1705988356575232,7574.01904296875,0.0015819319782335,0.0469744293781535,-0.04539249739992,0.0811373362220018,-0.1004158991047361,859.494384765625,-0.0217391674849715,667.9766235351562,0.2587411935659749,ACES.JK,WEAK,2024-10,,,,,,-0.1764705982824814,-0.6822429358733861,0.20684337712416,False,False,-0.1688311159398217,1.5511317196362546,0.30254869519225724,-0.38029343854208564,-0.6285725698484461,0.8380692752769233,2.6758130216937634,0.6847694819246681,11.111111111111116
2024-11-30,719.3594360351562,-0.1444444057292826,-17910186431.3,0.0769230698943699,-0.0229147751125978,0.0612052194867995,7114.26611328125,-0.0229147751125978,0.0205904049063372,-0.0435051800189351,0.1494672196376393,0.0018873173809849,859.494384765625,-0.163043472085838,719.3594360351562,0.0,ACES.JK,AVOID,2024-11,,,,,,-0.1937985399093964,-0.3391305207390518,0.2221472564467156,False,False,0.02531641696398168,-0.35699280214057544,0.7672959633062998,-0.2138134153891643,0.24896554074067676,0.17199367364922666,2.6290365349379754,0.3681284728397497,19.047619047619047
2024-12-31,738.0440673828125,0.0259739852036124,11318554282.2,-0.1413043756137286,-0.0760234078994974,0.1416951993359121,7079.90478515625,-0.0760234078994974,0.0023115252195358,-0.0783349331190332,-0.0817894144330368,-0.0348297531000981,859.494384765625,-0.1413043756137286,719.3594360351562,0.0259739852036125,ACES.JK,AVOID,2024-12,,,,,,-0.5799999398947135,-0.4879920713363155,0.0879161991143027,False,False,-0.03267975307469562,0.15746888220001085,-0.38070904809228895,-0.41303933437633916,-0.45426697416365847,0.36494834295086087,0.4819905926892827,-0.14680755479038882,44.44444444444444
2025-01-31,714.688232421875,-0.0316455832288713,1411372171.9000003,-0.1500000072590928,-0.0437500341971317,-0.0635208879804998,7109.19580078125,-0.0437500341971317,-0.0202000013324539,-0.0235500328646778,-0.0886292555418769,0.0547849002543554,859.494384765625,-0.168478299463512,714.688232421875,0.0,ACES.JK,AVOID,2025-01,,,,,,-0.4299064832808206,-0.5206132604720746,0.0866852707519007,False,False,-0.18604653753921818,-0.4998621120355867,-0.26668461376017094,0.08667925489343725,0.9329641278924872,0.2728101795327609,0.6390045980256375,-0.05543129416822738,41.269841269841265
2025-02-28,602.5802612304688,-0.1568627635178828,-5050176470.87,-0.1623377256970885,-0.0979021720230088,-0.1962354771341696,6270.59716796875,-0.0979021720230088,-0.1825295911859588,0.0846274191629499,-0.0437493946059167,0.1081774520276277,859.494384765625,-0.2989130913347549,602.5802612304688,0.0,ACES.JK,AVOID,2025-02,,,,,,-0.1217391175907163,-0.3214479412948876,0.0934778347960303,False,False,-0.28999990461552394,-0.3581425476871323,-0.12163070669376023,0.3996308453482054,0.5130674375676185,-0.09751274089095437,0.2580733057506999,0.013108267087205201,33.333333333333336
2025-03-31,467.1165161132813,-0.2248061442314265,-42936748406.77,-0.3670885835181506,-0.456521736042919,-0.4087884091199655,6510.6201171875,-0.456521736042919,-0.1351379715602036,-0.3213837644827153,-0.286680063171618,-0.4060111836456652,859.494384765625,-0.4565217360429189,467.1165161132813,0.0,ACES.JK,AVOID,2025-03,,,,,,0.0582328304167715,-0.0863174793332124,0.0979852434035674,False,False,0.06542055047625983,-0.6928926491816824,-1.648577435560711,-1.253189715242703,-2.637945236529941,-1.1847558695005904,0.01726242503048618,-1.2151472496212041,98.41269841269842
2025-04-30,499.8146667480469,0.0699999882402699,27337566474.1,-0.3006535660251223,-0.4055555361979746,-0.4046151654914023,6766.794921875,-0.4055555361979746,-0.1065780421879354,-0.2989774940100391,-0.2524904701558789,0.0224062704726761,859.494384765625,-0.418478263957081,467.1165161132813,0.0699999882402699,ACES.JK,AVOID,2025-04,,,,,,-0.0634354611660572,-0.1257087088919974,0.1543770637438229,False,False,0.06956516947305724,-0.538990739283597,-1.8544784124952125,-1.5646717364595488,-0.10537548599452198,-1.4024768475806064,0.3590914904500921,-1.0056034923799955,96.82539682539682
2025-05-31,537.1839599609375,0.0747662997887339,2421744392.49,-0.1085271215754595,-0.2532468011795366,-0.2703584827951205,7175.81884765625,-0.2532468011795366,0.008652014613298,-0.2618988157928346,-0.2528868460864715,0.0370786782172045,859.494384765625,-0.3750000355064311,467.1165161132813,0.1499999281349837,ACES.JK,AVOID,2025-05,,,,,,-0.1780349999143367,-0.2851290908156398,0.1715988649364697,False,False,-0.08303217734059976,-0.24147527464795493,-1.334825714914975,-1.13924832155267,0.012544063611440372,-1.5681632434504258,0.8751273662346755,-0.6119728181948013,80.95238095238095
2025-06-30,496.0,-0.0766663992795545,-8515141115.320001,0.0618335744731279,-0.3279534083122273,-0.3790446804795738,6927.67919921875,-0.3279534083122273,-0.0215010781298439,-0.3064523301823834,-0.0022246987058351,-0.0445535143895488,859.494384765625,-0.4229165323340024,496.0,0.0,ACES.JK,AVOID,2025-06,,,,,,-0.1534883720930233,-0.2097560975609755,0.0860867869274946,False,False,-0.05531914893617018,-0.5217410603201096,-0.38155624080646067,-1.338827310476484,-0.6812424477895858,-1.768968209790081,-0.18838609475270762,-0.6257175066874973,87.3015873015873
2025-07-31,470.0,-0.0524193548387096,-118656968.97999948,-0.059651444288401,-0.3423705908696667,-0.3711419000081583,7484.3369140625,-0.3423705908696667,0.0527684317317613,-0.3951390226014281,-0.1656901229349052,-0.0886866924190447,859.494384765625,-0.4531668753971394,470.0,0.0,ACES.JK,AVOID,2025-07,,,,,,-0.0585585585585586,-0.175,0.0813387692045174,False,False,-0.030701754385964897,-0.4865762091166061,-0.48099159174381095,-1.2686820288467957,-0.5310048262150201,-2.1266101247770135,-0.20105065501265348,-0.6172122941502516,95.3125
2025-08-31,456.0,-0.0297872340425532,-5785149662.859999,-0.1511287864344291,-0.2432543358309677,-0.3173413800221104,7830.4931640625,-0.2432543358309677,0.2487635474436083,-0.4920178832745761,-0.2423621815779085,-0.0968788606731479,859.494384765625,-0.4694555216619055,456.0,0.0,ACES.JK,AVOID,2025-08,,,,,,-0.0909090909090908,-0.1399999999999999,0.0234442181541852,False,False,-0.0604651162790697,-0.48439057032078897,-0.8566261779619921,-1.2811607024682539,-0.2615882459837629,-2.509176692528026,-0.690419392262099,-0.7537379288030712,98.4375
2025-09-30,430.0,-0.057017543859649,-6032801053.24,-0.1330645161290322,-0.0794587963236994,-0.4997058647250424,8061.06201171875,-0.0794587963236994,0.2381404331114653,-0.3175992294351648,-0.2966666085336307,0.1744186538394112,840.8096923828125,-0.4885881979055194,430.0,0.0,ACES.JK,AVOID,2025-09,,,,,,-0.048780487804878,-0.1375661375661376,0.0145764993896517,False,False,0.03153153153153154,-0.6786775019791188,-0.8505872113084205,-0.6757533313789889,0.23271941321699557,-3.0518112419088466,-0.8374332132045733,-0.6544014602608174,85.9375
2025-10-31,444.0,0.0325581395348837,11904927558.45,-0.0553191489361701,-0.1116707260937236,-0.471937581093141,8163.875,-0.1116707260937236,0.2064611229178325,-0.3181318490115562,-0.1461138437421589,-0.0005326195763913,738.0440673828125,-0.3984099058278809,430.0,0.0325581395348837,ACES.JK,AVOID,2025-10,,,,,,-0.1100000000000001,-0.2402234636871507,0.0459206533686872,False,False,-0.062200956937799035,-0.417342553132352,-0.615713087562309,-0.6825995917006321,0.16806138403276855,-3.161163473336117,-0.6260351008308858,-0.49223398222833653,81.25
2025-11-30,418.0,-0.0585585585585585,-7622608198.279999,-0.0833333333333333,-0.22186805423156,-0.4189274803930261,8508.7060546875,-0.22186805423156,0.1857470534483454,-0.4076151076799055,-0.1699451055953423,-0.0894832586683492,738.0440673828125,-0.4336381545857077,418.0,0.0,ACES.JK,AVOID,2025-11,,,,,,-0.0449999999999999,-0.2011494252873562,0.052167088049445,False,False,-0.019512195121951237,-0.4503898444066616,-0.5033815539966316,-0.8821122517165323,0.03095839282460823,-3.1389823002642134,-0.48814199350796433,-0.5082722299326301,89.0625
2025-12-31,410.0,-0.0191387559808612,511836033.20000017,-0.0465116279069767,-0.1733870967741935,-0.4444776157419621,8646.9384765625,-0.1733870967741935,0.2481724727579237,-0.4215595695321172,-0.1191914390772709,-0.0139444618522117,714.688232421875,-0.4263232813969432,410.0,0.0,ACES.JK,AVOID,2025-12,,,,,,-0.0846560846560846,,0.0456959927358369,False,False,,-0.384142802700988,-0.41152102083460873,-0.8358242137485986,-0.050008679303561794,-3.1345975668339148,-0.47781275673904605,-0.45864613341465954,81.25
2023-01-31,1521.248046875,-0.0324483720845009,21847872755.740005,-0.0520231389754934,-0.1111111111111111,0.2913385533041237,6839.341796875,-0.1111111111111111,-0.0160810345675369,-0.0950300765435742,-0.0154613194734215,-0.1766352613380925,2532.321533203125,-0.3992674204563674,1511.97216796875,0.0061349534751764,ADMR.JK,AVOID,2023-01,,,,,,-0.4909090843835013,-0.7729729852773717,0.0506876209392214,False,False,-0.2615385082601396,-0.5361969742996368,0.015790709791118015,-0.37010212008674465,-0.7916319448190879,-1.2290052855977234,-0.4504957399779599,-0.35435507184960935,71.66666666666667
