Date,month_end_price,monthly_return,net_foreign_buy,return_3m,return_6m,return_12m,ihsg_price,stock_return_6m,ihsg_return_6m,rs_6m,rs_3m,rs_change,high_12m,drawdown,low_3m,recovery,ticker,state,month,quality_score,value_score,momentum_score,growth_score,final_score,fwd_return_3m,fwd_return_6m,volatility_3m,is_winner_3m,is_winner_6m,fwd_return_1m,recovery_norm,rs_3m_norm,rs_6m_norm,rs_change_norm,drawdown_norm,volatility_3m_norm,recovery_score,recovery_score_pctl,drawdown_12m,rs_3m_prev1,rs_3m_prev2,momentum_inflection,drawdown_prev2,drawdown_compression,winner_group_a,winner_group_b,mi_norm,dc_norm,early_reversal_score,early_reversal_pctl,er_quintile,early_reversal_state,isi_rank_synth,becomes_accumulate_3m,becomes_buy_3m,becomes_top5_3m,becomes_accumulate_6m,becomes_buy_6m,becomes_top5_6m
2023-08-31,1261.522705078125,0.4702702041341273,132842129929.68,0.7435897176332558,0.0461538305799533,-0.2069970975235909,6953.259765625,0.0461538305799533,0.0160773282650323,0.0300765023149209,0.6953482080592936,0.479506201565004,1669.6624755859375,-0.2444444769381208,858.02099609375,0.4702702041341272,ADMR.JK,ACCUMULATE,2023-08,,,,,,-0.0264151280710458,0.1225806725493009,0.2368472735241685,False,False,-0.0421454833680567,2.7505863693448145,3.6256778172398234,0.19109744926858063,3.771257306961527,-0.4951376248076256,2.353979741320741,2.563622465785538,0.0,-0.2444444769381208,-0.1613528777180189,-0.2618742200825485,True,-0.4986449899292587,True,False,False,2.2838285810352628,0.752245314735197,2.4409931027768863,1.0,Q5,EARLY_REVERSAL,2,True,True,False,True,True,True
2025-05-31,955.41796875,0.1444444403827349,70688399189.2,0.3290322690197205,-0.1591836024353087,-0.289655162399095,7175.81884765625,-0.1591836024353087,0.008652014613298,-0.1678356170486067,0.1846725445087085,0.0827291844778055,1345.005859375,-0.289655162399095,834.8312377929688,0.1444444403827348,ADMR.JK,WATCH,2025-05,,,,,,0.0231729197639275,0.2269990310308158,0.0886590408451319,False,False,0.0182888416423087,-0.2701017218233635,0.5824499283412979,-0.7410059531836694,0.27117181087060604,-0.9439005061428504,-0.1575556208413499,-0.04313510980414,34.92063492063492,-0.289655162399095,-0.05631451118506,-0.1695914522369268,True,-0.3793103338740102,True,False,False,1.3246718188010609,0.45200027014201233,0.15821546254213298,0.7142857142857143,Q4,EARLY_REVERSAL,3,False,False,False,True,False,True
2025-02-28,1109.86669921875,0.117117187959794,5698874643.089998,0.0081302147182122,-0.1705684434923667,-0.2224419063182215,6270.59716796875,-0.1705684434923667,-0.1825295911859588,0.011961147693592,0.126718545809384,0.2342514625263152,1444.1673583984375,-0.2314833230619632,993.5096435546876,0.1171171879597941,AKRA.JK,WATCH,2025-02,,,,,,0.0651465988951448,0.0404876654710439,0.1041075146185847,False,False,-0.1324202755912866,2.9299722870843032,1.0816270478075949,0.04705057939285885,1.5091266278825677,0.3217220797501991,0.4657552803619068,1.41037813537703,6.349206349206349,-0.2314833230619632,-0.1164070889203139,-0.2179044024569357,True,-0.3058559742309341,True,False,False,1.8749999954999998,2.624999992125,1.7573686965368753,0.9682539682539683,Q5,EARLY_REVERSAL,5,False,False,False,True,True,False
2025-05-31,2398.363525390625,0.1250000143148757,34631532935.49,0.1045454617005263,-0.1473684256207026,-0.0830189359069832,7175.81884765625,-0.1473684256207026,0.008652014613298,-0.1560204402340006,-0.0398142628104856,0.0867991375625114,3276.776611328125,-0.2680723131692112,2023.3109130859373,0.1853657833203007,AMRT.JK,WATCH,2025-05,,,,,,-0.0901652388139204,-0.3324241807725694,0.0976847417225146,False,False,-0.0034993830086296,-0.059241260040796676,-0.40119502556316405,-0.6909831599640459,0.29422966683453156,-0.7860308175653203,-0.0451767022142038,-0.2514222222493242,52.38095238095239,-0.2680723131692112,-0.1992237114616758,-0.2002931952108282,True,-0.3825301040995101,True,False,False,1.3246718188010609,0.45200027014201233,-0.014628432819876441,0.6507936507936508,Q4,EARLY_REVERSAL,7,False,False,False,True,True,False
2025-06-30,2390.0,-0.0034871800300844,-2566834.489997864,0.1812321994323609,-0.1503417054198975,-0.1194450693433949,6927.67919921875,-0.1503417054198975,-0.0215010781298439,-0.1288406272900536,0.1171739262533977,0.027179812943947,3276.776611328125,-0.2706246767821935,2131.878662109375,0.1210769367311122,AMRT.JK,WATCH,2025-06,,,,,,-0.238341968911917,-0.210126582278481,0.0643741674878753,False,False,-0.0301724137931034,0.09980547186023934,0.05200963479701567,-0.6340018945670549,0.0005930640419172441,-0.6429938150553585,-0.5330541496293012,-0.1345019557672346,42.85714285714286,-0.2706246767821935,-0.0398142628104856,-0.1992237114616758,True,-0.3493976199844475,True,False,False,1.71846588167094,0.9921567396804715,0.21896533461160034,0.7142857142857143,Q4,EARLY_REVERSAL,7,True,False,True,False,True,False
2023-06-30,3180.0,0.3361344537815125,122917086130.86,0.3140495867768595,-0.1451612903225806,-0.6524590163934426,6661.87890625,-0.1451612903225806,-0.0275508286916357,-0.1176104616309449,0.3351211687659913,0.3005986071561713,10575.0,-0.699290780141844,2070.0,0.5362318840579711,ARTO.JK,WATCH,2023-06,,,,,,-0.5742574257425743,-0.096551724137931,0.2423950248151404,False,False,-0.092783505154639,4.030239962616198,2.0613914361841195,-0.5623951615123254,2.7745537296546536,-2.7251058322115784,1.7955200163012757,2.172017779275746,1.6666666666666718,-0.699290780141844,-0.0211088870409309,-0.3663070543873157,True,-0.8042553191489362,True,False,False,1.6138042987903745,1.1293309020895606,2.1918294666574996,0.9833333333333333,Q5,EARLY_REVERSAL,7,False,False,False,True,False,False
2023-07-31,2910.0,-0.0849056603773584,-6624871643.649996,0.4057971014492754,-0.0934579439252336,-0.724822695035461,6931.35888671875,-0.0934579439252336,0.0134540855796669,-0.1069120295049006,0.4035351423386502,0.0106984321260442,8425.0,-0.6545994065281899,2380.0,0.2226890756302521,ARTO.JK,WATCH,2023-07,,,,,,-0.8476190476190477,0.0934579439252336,0.2109810566584306,False,False,-0.2489270386266093,1.4850198321796142,2.2403639390672545,-0.40573090491336783,0.2621345743542672,-2.6710993797081373,1.4523608989831511,1.2079185067295783,5.000000000000004,-0.6545994065281899,0.3351211687659913,-0.0211088870409309,True,-0.7749408983451537,True,False,False,2.283828581035263,0.7014723729360113,1.2694808515162468,0.9666666666666667,Q5,EARLY_REVERSAL,8,False,True,False,True,True,True
2025-04-30,1055.0,0.2666567689565209,71418830536.95999,0.0727189149037883,-0.2021414678981067,-0.1507641791918869,6766.794921875,-0.2021414678981067,-0.1065780421879354,-0.0955634257101712,0.1208820107730317,0.1589537951930848,1364.6405029296875,-0.2269026181363763,785.8446655273438,0.3425045002908286,BBTN.JK,WATCH,2025-04,,,,,,0.0538116591928251,0.1387755102040816,0.2343270997456032,False,False,0.1593625498007967,1.5347194829803592,0.6224672150363446,-0.39151890270435236,1.0531056585318799,-0.1019888986143366,1.4825158677255206,0.8224143866742544,9.523809523809524,-0.2269026181363763,-0.1432757126357944,-0.2316062177068227,True,-0.4630225084408947,True,False,False,2.065338949982288,0.5249999987399999,0.9216492739729579,0.9047619047619048,Q5,EARLY_REVERSAL,14,True,False,False,False,True,False
2023-06-30,1768.8856201171875,0.0894737340695779,25889281647.98,-0.0133087160603193,-0.2255003134725868,-0.2337396587691258,6661.87890625,-0.2255003134725868,-0.0275508286916357,-0.1979494847809511,0.0077628659288123,0.1189679079949068,2619.535400390625,-0.3247330729512526,1623.61474609375,0.0894737340695779,BTPS.JK,WATCH,2023-06,,,,,,-0.086614118316648,-0.2248521205215636,0.1024282670675808,False,False,0.0281689744117842,0.035024345902230296,-0.07094735762707899,-0.941974740876966,0.7888134775790999,-0.6908758190190901,0.0646688303128384,-0.1138236209760473,51.66666666666666,-0.3247330729512526,-0.121712272926057,-0.1385392583526021,True,-0.3018979615022605,False,False,False,1.6138042987903745,-0.8711981244690896,0.0046162184223929315,0.55,Q3,EARLY_REVERSAL,16,True,True,False,True,True,True
2024-08-31,1140.005126953125,0.1096492046259414,6143775431.81,0.0858368210469233,-0.0297698678849066,-0.382376697015047,7670.73291015625,-0.0297698678849066,0.0484713911633511,-0.0782412590482578,-0.0145825731741882,0.1722665029193668,1627.8875732421875,-0.2997027892518215,1027.3563232421875,0.1096492046259414,BTPS.JK,WATCH,2024-08,,,,,,-0.3901098492167003,-0.4457143206560461,0.0698164184370571,False,False,-0.0411522225424327,-0.007314033508394926,0.10418676763220378,-0.3143238009577749,1.389275993882943,-1.0550171817746703,-0.0785662068782772,0.0972680397363554,38.095238095238095,-0.2997027892518215,-0.0647095410037261,-0.0779437952305517,True,-0.4409654923657511,True,False,False,2.4299715782869344,0.752245314735197,0.43385320040237374,0.7619047619047619,Q4,EARLY_REVERSAL,17,False,False,False,False,False,False
