scenario,cagr,sharpe,max_dd,alpha
HOLD,19.453298123566153,0.5772535115000922,-29.165809955810236,10.949912011727303
REPLACE,24.21479829422537,0.6829480421040006,-20.669478235274514,15.398811813027491
