Date,ticker,Open,High,Low,Close,Volume,daily_return,20d_return,60d_return,120d_return,252d_return,20d_high,60d_high,120d_high,252d_high,20d_low,60d_low,120d_low,252d_low,distance_from_high_252d,drawdown_252d,recovery_from_60d_low,volatility_20d,volatility_60d,avg_volume_20d,volume_ratio,rs_20d,rs_60d,rs_120d,rs_252d,rs_change_20d,rs_change_60d,momentum_slope,ma20,ma50,ma100,ma200,above_ma20,above_ma50,above_ma100,above_ma200,golden_cross,death_cross,fwd_return_20d,fwd_return_40d,fwd_return_60d,fwd_ihsg_return_20d,fwd_ihsg_return_40d,fwd_ihsg_return_60d,fwd_alpha_20d,fwd_alpha_40d,fwd_alpha_60d,Winner20,Winner30,Winner40,event_date,event_ticker,offset_label,offset_days,fwd_return_event,fwd_alpha_event
2020-03-17,TPIA.JK,1598.015378841684,1598.015378841684,1487.383544921875,1487.383544921875,2698400,-0.1326165032744412,-0.32590522189952753,-0.3934836196993483,-0.27068425870038804,0.1001513530810143,2335.560791015625,2605.9943029988126,2605.9943029988126,2605.9943029988126,1487.383544921875,1487.383544921875,1487.383544921875,1149.9398942825976,-0.4292452814611726,-0.4292452814611726,0.0,0.7064286880037708,0.5057102312218386,11093100.0,0.24325030875048453,-0.08295938472525022,-0.10233868724676565,0.0042171044013685766,0.4050063587998731,-0.07415239633014381,-0.28189015304402576,-0.004390823661722852,1941.2813415527344,2130.4002905273437,2249.3780603027344,1994.4292352294922,False,False,False,False,False,False,0.27272733241490976,0.049586750407028646,0.12396691705282215,0.005353209263250891,0.012185806682325051,0.10894171431977173,0.2659504348204127,0.036950670003261354,0.013549136567801323,True,False,False,2020-03-17,TPIA.JK,T0,0,0.0,0.0
2021-07-01,AKRA.JK,450.7155498070053,452.1463928222656,443.5613347307036,452.1463928222656,34968000,0.003174748265713845,-0.05389230313386817,0.0042599903681161955,-0.011095787713557126,0.2761673633536068,477.9015825837395,479.332454475814,527.1308125087194,527.1308125087194,426.3911568777902,426.3911568777902,387.3083115698586,329.5815965605945,-0.1422501168724858,-0.1422501168724858,0.06040283793187862,0.2286876865983847,0.25264630800686044,21649025.0,1.615222856456584,-0.039847323963228654,0.0008457459213313534,0.005110861804460076,0.0717136211577023,-0.08169609868966976,-0.003417745356877666,0.0011757425169619418,452.0747955322266,453.01094482421877,461.1975305175781,434.89341384887695,True,False,False,True,False,False,0.1392403029900311,0.2521761538743459,0.3101175606018196,0.010669580873549966,0.024032938646048274,0.01784125171277684,0.1272134083677019,0.22278894224822787,0.28715313748309335,False,False,False,2021-07-01,AKRA.JK,T0,0,0.0,0.0
2021-10-07,BBCA.JK,6147.828188422006,6147.828188422006,6066.428372686802,6134.9755859375,107263500,-0.002785580760293671,0.08980202607420851,0.1604537473781238,0.18054405207595847,0.32286260872128714,6152.11279296875,6152.11279296875,6152.11279296875,6236.064468128055,5543.756748663809,5059.641367253041,5059.641367253041,4540.770103377526,-0.016210365160143958,-0.016210365160143958,0.2125317074139339,0.31805279616446264,0.25243792776408264,77303175.0,1.3875691393011995,0.03242493666121682,0.10487682002217191,0.10189872402838529,0.0181748077623487,-0.013748232028388374,0.10941819566687538,0.0010872293621688965,5724.335498046875,5578.972578125,5468.354482421875,5562.82046875,True,True,True,True,True,False,0.04050291179146215,0.033484447762453184,0.026477922197823522,0.025776021345462086,0.019030911333338674,0.03879313395347417,0.014356828527424037,0.014183609415933107,-0.011855307234060142,False,False,False,2021-10-07,BBCA.JK,T0,0,0.0,0.0
2022-01-14,ASII.JK,3945.090957841498,3962.16927367631,3893.8560103370633,3910.934326171875,17719100,-0.008658096796763437,-0.012930891858503268,-0.06910567546609836,0.20976036164759293,-0.08742340689765182,4013.404578006629,4354.97057514806,4406.205831137048,4619.105063350438,3791.3860399733744,3791.3860399733744,3151.48828125,3144.710815683472,-0.1533134075683691,-0.1533134075683691,0.03153155203349867,0.20024540536813773,0.29731012230306886,25791490.0,0.6870134296234921,-0.0278825294315016,-0.07821602741802058,0.1136304964920003,-0.1570266995200409,0.03035459264166518,-0.2915500129679238,-0.0028928181151463396,3894.7100830078125,4015.1120947265626,3919.7471435546877,3688.4051879882813,True,False,False,True,False,False,-0.07423572744359619,0.11790379873835044,0.21834060617433337,0.006138129432375017,0.044669988550552375,0.08506527352288806,-0.07988352148160327,0.07010233948560907,0.12282701870896617,False,False,False,2022-01-14,ASII.JK,T0,0,0.0,0.0
2022-06-29,ICBP.JK,8823.79365079365,8846.772280092593,8639.964616402116,8685.921875,7580700,-0.00526313199523476,0.10204094275817277,0.26000016432843354,0.07692325388471422,0.18587106428866274,8846.772280092593,8846.772280092593,8846.772280092593,8846.772280092593,7536.988973928052,6479.972436179578,6479.972436179578,6479.972436179578,-0.018181818181818188,-0.018181818181818188,0.3404257441750773,0.2200796893105493,0.33258278937933194,9662220.0,0.7845712476014829,0.13094288729222425,0.26768502347599055,0.017919776392774756,0.04376798648432212,-0.041424012917379405,0.48018893582999667,0.004252919116602739,8165.454760742187,7548.478740234375,7477.015229492187,7752.451518554688,True,True,True,True,False,False,-0.01851865176947609,-0.0484415784162231,-0.04301961777229313,-0.006357392968810216,0.03339746594705906,0.0398358833403023,-0.012239067361454414,-0.07919416009819669,-0.07968132513992088,False,False,False,2022-06-29,ICBP.JK,T0,0,0.0,0.0
2024-06-20,ITMG.JK,19309.73046875,19390.52432008368,19269.33354308316,19309.73046875,390100,0.0010471596478012213,-0.007269021889202643,-0.05888961413604332,0.06587141771959204,0.09824065228499701,20683.22637795276,21766.130806340705,21766.130806340705,22390.18047274276,19047.14970549738,19047.14970549738,17851.632409114856,15270.3076171875,-0.13758040082538958,-0.13758040082538958,0.013785829759968449,0.16364286522454524,0.22886283270952634,830315.0,0.4698216941763066,0.0607781027602049,0.01075484083667344,0.10551934468921376,0.08597397661136452,0.14356623313598293,-0.08957105890924477,-0.001084424738160404,19772.27578125,20090.9826171875,20191.98806640625,20063.592119140623,False,False,False,False,False,False,0.09518830673735379,0.09623437098888177,0.15568434065483916,0.07357770878626457,0.0865453016543285,0.14353819631133358,0.020129514402381865,0.008917317409408598,0.010621546689638217,False,False,False,2024-06-20,ITMG.JK,T0,0,0.0,0.0
2025-10-15,ICBP.JK,8500.0,8750.0,8425.0,8675.0,9029700,0.02359882005899716,-0.08684210526315794,-0.17380952380952386,-0.15188198144474507,-0.2596636800245623,10050.0,10575.0,11327.059000831485,12572.059170896528,8425.0,8425.0,8425.0,8425.0,-0.30997779424375904,-0.30997779424375904,0.029673590504450953,0.326444016288653,0.27124396506571524,5482700.0,1.6469440239298156,-0.09008136071446049,-0.2620720235479985,-0.4017377525012801,-0.2994635951697363,-0.04131616335111454,-0.14012516270399966,0.0007754000148889976,9355.0,9393.0,9870.7558984375,10312.801484375,False,False,False,False,False,False,-0.01729106628242072,-0.0749279538904899,-0.0806916426512968,0.0419058845134086,0.080702386819276,0.11142820165389788,-0.056816025013118665,-0.1440085102132671,-0.17285852925029643,False,False,False,2025-10-15,ICBP.JK,T0,0,0.0,0.0
2018-11-05,CPIN.JK,4912.11669921875,4978.4966546135975,4867.863395622185,4912.11669921875,4802500,0.0045248484727451466,0.11222450096462677,0.2416109619027178,0.6430792860520824,,5111.256300124447,5111.256300124447,5111.256300124447,5111.256300124447,4336.823022312373,3903.140910275916,2928.56787109375,2614.792724609375,-0.03896098908224355,-0.03896098908224355,0.25850355191801366,0.40210255110124754,0.42828264192242804,5972240.0,0.8041371411731612,0.08453504287449154,0.23148544531768067,0.6105112725924127,,0.058295197385308195,-0.06964172193113116,-0.0011514040178753503,4727.3587890625,4539.149477539063,4151.888764648437,3607.920803222656,True,True,True,True,False,False,0.08108099242396749,0.30180153806927734,0.4954953844502219,0.0333962399684562,0.04626289145483886,0.09088913276675847,0.046143725524844914,0.24423942462406312,0.370895849569318,False,True,True,2018-11-05,CPIN.JK,T0,0,0.0,0.0
2020-03-12,ICBP.JK,9433.204774254007,9586.412276388064,9192.450128043349,9214.3369140625,4114900,-0.03881286655806704,-0.025463088003891743,-0.08078615616642193,-0.11924686797842876,0.036074528557963115,9958.487709232322,10418.11211357527,10987.167972752304,10987.167972752304,8667.167911724453,8667.167911724453,8667.167911724453,7727.853982560621,-0.16135468785826768,-0.16135468785826768,0.0631312336291383,0.4490023180743847,0.3057075390665513,5256580.0,0.7828093551320441,0.1407858365964787,0.12923531623370832,0.0951045488817216,0.28059001858347243,0.1438763615146066,0.16559510019976986,-0.0015108963076304555,9449.620654296876,9823.66625,9896.98658203125,9785.822016601562,False,False,False,False,False,False,-0.03087876495114561,-0.0831353483728069,-0.15676948530763823,-0.055528593649703195,-0.06973176660391289,0.018528314788462508,0.02609907354825225,-0.01440829783036035,-0.17210891199672562,False,False,False,2020-03-12,ICBP.JK,T0,0,0.0,0.0
2021-07-05,HEAL.JK,1123.2576229562237,1152.182711959388,1118.4367747890296,1142.541015625,7504000,0.021551730724187923,0.3449438133628675,0.31235690761373314,0.5475585478932017,0.8389197410221798,1152.182711959388,1152.182711959388,1152.182711959388,1152.182711959388,836.0851123595505,836.0851123595505,719.1099243164062,558.0292588271104,-0.008368200836819883,-0.008368200836819883,0.3665367302146878,0.3246841493518367,0.2805721578038184,16200875.0,0.46318485884250077,0.35554131914407483,0.30644048198178275,0.5574623379222272,0.6195681815551954,0.39948256361870804,0.11149252605136872,0.0013956784939095988,953.2777618408203,909.5404577636718,869.2459832763672,773.1990991210937,True,True,True,True,False,False,0.021097052724789345,0.025316527374393383,-0.01265810342558138,0.02080753449310535,0.0120920490423706,0.04684520582037277,0.0002836168640034664,0.013066477841156443,-0.05684059965611021,False,False,False,2021-07-05,HEAL.JK,T0,0,0.0,0.0
2022-01-27,CPIN.JK,6055.302550082077,6055.302550082077,5985.163910505837,6008.54345703125,2639600,-0.011538466790600221,0.07531375085921144,0.04048582003205636,0.0362902526290223,0.030124288830664092,6102.06201171875,6102.06201171875,6312.477883731618,7210.66814516129,5517.5734227284665,5330.53662109375,5330.53662109375,5166.879572633838,-0.1667147432012559,-0.1667147432012559,0.12719297964383602,0.1639124480176299,0.2700159669077358,5553075.0,0.4753402394168996,0.07372537206341745,0.03147634508943509,-0.029436273620036424,-0.0006322378157883612,0.07957733469488604,0.09171928398707274,0.0024875859750486526,5818.000512695313,5644.7580078125,5782.4634619140625,5937.5560620117185,True,True,True,True,False,False,-0.0972762822988783,-0.12062251528727364,-0.21400769103434014,0.04190031978651154,0.060583583425814824,0.08857793897009802,-0.13357957516886787,-0.17085508539343086,-0.2779641394264466,False,False,False,2022-01-27,CPIN.JK,T0,0,0.0,0.0
2022-06-29,ICBP.JK,8823.79365079365,8846.772280092593,8639.964616402116,8685.921875,7580700,-0.00526313199523476,0.10204094275817277,0.26000016432843354,0.07692325388471422,0.18587106428866274,8846.772280092593,8846.772280092593,8846.772280092593,8846.772280092593,7536.988973928052,6479.972436179578,6479.972436179578,6479.972436179578,-0.018181818181818188,-0.018181818181818188,0.3404257441750773,0.2200796893105493,0.33258278937933194,9662220.0,0.7845712476014829,0.13094288729222425,0.26768502347599055,0.017919776392774756,0.04376798648432212,-0.041424012917379405,0.48018893582999667,0.004252919116602739,8165.454760742187,7548.478740234375,7477.015229492187,7752.451518554688,True,True,True,True,False,False,-0.01851865176947609,-0.0484415784162231,-0.04301961777229313,-0.006357392968810216,0.03339746594705906,0.0398358833403023,-0.012239067361454414,-0.07919416009819669,-0.07968132513992088,False,False,False,2022-06-29,ICBP.JK,T0,0,0.0,0.0
