Date,Close,High,Low,Open,Volume
2018-01-01,633.8486938476562,633.8486938476562,633.8486938476562,633.8486938476562,0
2018-01-02,637.4097290039062,648.092584524626,633.8487942794304,633.8487942794304,45424968
2018-01-03,633.8486938476562,648.0924818359584,633.8486938476562,637.4096280079108,46648035
2018-01-04,637.4097290039062,648.092584524626,637.4097290039062,648.092584524626,49596080
2018-01-05,676.5801391601562,683.7020596842428,640.9706905815946,644.5316251699927,118722003
2018-01-08,687.262939453125,705.0676623222124,676.580085192758,697.945793713492,97001533
2018-01-09,705.067626953125,719.3114148033253,687.2629049771956,687.2629049771956,94740975
2018-01-10,769.164794921875,772.725729496534,712.189636338171,712.189636338171,146874262
2018-01-11,765.6038208007812,801.2133187498714,762.0428864100585,769.164755191504,84627230
2018-01-12,779.8475952148438,794.0913838602531,765.6038065694344,765.6038065694344,71625448
2018-01-15,811.8961181640625,826.1399070083116,786.9694748498047,786.9694748498047,89047113
2018-01-16,897.35888671875,904.4808584434688,790.530491835623,790.530491835623,185410653
2018-01-17,904.4807739257812,918.7245106550794,858.188424166424,897.3588028665631,109378906
2018-01-18,925.8463134765625,982.8215644440302,897.3587393401095,911.602577755617,156439080
2018-01-19,911.6026000976562,947.212042967317,890.236893298034,925.8463361676949,69597005
2018-01-22,915.1636352539062,925.8464384870385,900.9197949151542,911.6027008428622,48321039
2018-01-23,911.6026000976562,940.0901749322977,911.6026000976562,922.2854021501852,58244130
2018-01-24,900.9197387695312,940.09022023905,897.3588045804058,940.09022023905,59777156
2018-01-25,957.8951416015625,972.1388805546703,915.1637193530689,925.8465235678998,167250352
2018-01-26,943.651123046875,979.2605664485002,940.0901889761691,968.5777642363823,59327690
2018-01-29,936.5291748046875,965.0167476283758,932.968241038546,954.3338436353945,59275479
2018-01-30,883.1151123046875,929.4074644841127,868.8712721361819,929.4074644841127,92197035
2018-01-31,883.1151123046875,900.9197841471015,829.7008913882969,868.8712721361819,83877963
2018-02-01,875.9931640625,897.3587683342524,872.4321273226428,890.2369002436683,57779071
2018-02-02,925.8463134765625,929.4073501013606,883.115003619164,886.6759375494004,110284571
