Date,Close,High,Low,Open,Volume
2023-02-24,759.806396484375,803.2239048549106,707.7053864397321,803.2239048549106,584706700
2023-02-27,720.730712890625,759.8064744328879,720.730712890625,759.8064744328879,90183300
2023-02-28,694.6801147460938,729.4141204833984,694.6801147460938,707.705366897583,65393800
2023-03-01,725.0724487304688,729.4141999204716,694.6801904004491,694.6801904004491,43259400
2023-03-02,755.4646606445312,759.8064115677756,712.0471514120869,729.4141551050647,55298000
2023-03-03,759.806396484375,759.806396484375,742.4393931361607,755.4646456473214,34181600
2023-03-06,746.7811279296875,764.1481309047965,733.7558756983558,755.464629417242,30521300
2023-03-07,746.7811279296875,759.8063801610192,742.4393771859102,746.7811279296875,14088300
2023-03-08,746.7811279296875,751.1228786734647,738.097626442133,746.7811279296875,8540300
2023-03-09,742.4393920898438,751.1228937517133,738.097641258909,746.7811429207785,11006800
2023-03-10,746.7811279296875,746.7811279296875,720.730623467024,742.4393771859102,10084800
2023-03-13,729.4141845703125,746.7811889648438,720.7306823730469,746.7811889648438,4519100
2023-03-14,716.388916015625,729.414169034091,703.3636629971592,729.414169034091,8412400
2023-03-15,703.3636474609375,725.072402012201,699.0218965506848,716.3889001916956,10350600
2023-03-16,685.9966430664062,707.7053975938242,672.9713903499555,703.3636466883406,32026000
2023-03-17,699.0218505859375,712.0471024602095,681.6548480869079,685.9965987116653,11337700
2023-03-20,694.6801147460938,712.0471176147461,690.3383640289306,694.6801147460938,11086800
2023-03-21,694.6801147460938,694.6801147460938,685.9966133117675,694.6801147460938,2938400
2023-03-24,690.33837890625,699.0218805277123,681.6548772847877,694.6801297169811,5173700
2023-03-27,642.5791015625,694.6801097972973,642.5791015625,694.6801097972973,19315600
2023-03-28,603.5033569335938,642.5791138573517,599.1616061642874,607.8451077029002,27500000
2023-03-29,616.5286254882812,625.2121272557218,586.1363693022392,603.5033728371204,12946300
2023-03-30,612.1869506835938,625.2122049534574,603.5034478370179,616.5287021068816,5913300
2023-03-31,603.5033569335938,625.212110780126,599.1616061642874,620.8703600108195,14933900
2023-04-03,568.7693481445312,607.8451048872853,568.7693481445312,603.5033541380903,19558900
2023-04-04,573.1111450195312,577.4528961181641,538.3771362304688,538.3771362304688,10990000
2023-04-05,577.452880859375,586.1363828271851,564.4276279076597,568.7693788915648,7587200
2023-04-06,564.4276733398438,581.7946786733773,564.4276733398438,577.452927339994,8404500
2023-04-10,534.0353393554688,568.7693451672066,529.6935886290015,564.4275944407393,18448600
2023-04-11,603.5033569335938,620.8703600108195,516.6683415474652,516.6683415474652,37952700
2023-04-12,594.8198852539062,616.5286401901801,573.1111303176323,607.8451382156705,29865300
2023-04-13,625.2120971679688,633.8955985175239,581.7945904201931,594.8198424445259,23065000
2023-04-14,625.2120971679688,638.2373491923014,612.1868451436361,629.5538478427463,19684800
2023-04-17,651.2626342773438,659.9461360677083,620.8703780110677,633.8956306966145,22994600
2023-04-18,651.2626342773438,659.9461360677083,638.2373815917969,655.604385172526,12663400
2023-04-26,664.2879638671875,672.9714666628371,625.2122012867648,651.2627096737133,8322100
2023-04-27,659.9461669921875,664.2879180908203,642.5791625976562,664.2879180908203,12986300
2023-04-28,655.6044311523438,668.6296847513969,646.9209287529749,659.9461823520281,9437800
2023-05-02,664.2879638671875,664.2879638671875,642.5792068780638,655.604461071538,9443900
2023-05-03,659.9461669921875,664.2879180908203,651.2626647949219,664.2879180908203,9151700
2023-05-04,668.6296997070312,672.9714510038301,655.6044458166346,659.9461971134334,7527200
2023-05-05,651.2626342773438,672.9713887532552,642.5791324869791,672.9713887532552,4341400
2023-05-08,668.6296997070312,681.654953597428,646.9209432230367,651.2626945198356,8256300
2023-05-09,668.6296997070312,672.9714510038301,651.2626945198356,668.6296997070312,9160000
2023-05-10,677.3131103515625,681.6548610589442,659.9461075220353,668.6296089367988,15681500
2023-05-11,677.3131103515625,681.6548610589442,668.6296089367988,677.3131103515625,3764000
2023-05-12,681.6548461914062,685.9965968040904,664.2878437406697,681.6548461914062,54525100
2023-05-15,729.4141845703125,742.4394378662109,677.3131713867188,685.9966735839844,44699900
2023-05-16,729.4141845703125,738.0976867675781,720.7306823730469,725.0724334716797,17007600
