date,ticker,foreign_net_buy,foreign_net_sell,foreign_net_value
2018-01-01,PTBA.JK,0.0,0.0,0.0
2018-01-02,PTBA.JK,3445081018.23,1710101445.05,1734979573.18
2018-01-03,PTBA.JK,2937297872.28,5955710782.54,-3018412910.26
2018-01-04,PTBA.JK,5832717509.35,3237627219.16,2595090290.2
2018-01-05,PTBA.JK,6410856136.73,1449125469.53,4961730667.19
2018-01-08,PTBA.JK,6677744094.95,3854932649.33,2822811445.62
2018-01-09,PTBA.JK,11815915376.25,5622930153.07,6192985223.18
2018-01-10,PTBA.JK,2527832788.69,2738083369.44,-210250580.75
2018-01-11,PTBA.JK,6616222904.58,2845551981.8,3770670922.78
2018-01-12,PTBA.JK,6280442521.87,2654642317.83,3625800204.04
2018-01-15,PTBA.JK,9844941588.51,2183596239.26,7661345349.25
2018-01-16,PTBA.JK,5414492382.85,4305198911.32,1109293471.54
2018-01-17,PTBA.JK,1371223664.96,2023038671.87,-651815006.91
2018-01-18,PTBA.JK,1557771842.07,1325725265.77,232046576.3
2018-01-19,PTBA.JK,6807876851.5,3773801277.08,3034075574.42
2018-01-22,PTBA.JK,4485551400.53,817622328.77,3667929071.76
2018-01-23,PTBA.JK,2722268046.57,2461368454.98,260899591.59
2018-01-24,PTBA.JK,4617724058.69,4294400796.28,323323262.41
2018-01-25,PTBA.JK,5112460453.54,4129319192.11,983141261.43
2018-01-26,PTBA.JK,4416850893.46,5226499806.65,-809648913.19
2018-01-29,PTBA.JK,22264208831.78,7188123916.58,15076084915.2
2018-01-30,PTBA.JK,14221765527.84,13803622830.7,418142697.14
2018-01-31,PTBA.JK,2323818994.85,2493104399.13,-169285404.28
2018-02-01,PTBA.JK,4922076861.8,7266930029.23,-2344853167.43
2018-02-02,PTBA.JK,3050263120.33,3885626184.88,-835363064.55
2018-02-05,PTBA.JK,7398968025.65,8040023803.59,-641055777.93
2018-02-06,PTBA.JK,1832347417.83,6099033202.16,-4266685784.33
2018-02-07,PTBA.JK,3351213094.14,3299796620.47,51416473.67
2018-02-08,PTBA.JK,1321640411.83,1935102769.22,-613462357.4
2018-02-09,PTBA.JK,2122356433.32,4015483659.56,-1893127226.23
2018-02-12,PTBA.JK,1400406202.41,947057488.77,453348713.64
2018-02-13,PTBA.JK,17331936222.21,3505050409.88,13826885812.32
2018-02-14,PTBA.JK,6079771925.05,9452315092.53,-3372543167.48
2018-02-15,PTBA.JK,1994913881.21,1417144203.62,577769677.59
2018-02-16,PTBA.JK,0.0,0.0,0.0
2018-02-19,PTBA.JK,2699604228.5,1314048802.34,1385555426.15
2018-02-20,PTBA.JK,5401245528.59,4542931608.83,858313919.76
2018-02-21,PTBA.JK,4290950055.23,2279056489.16,2011893566.07
2018-02-22,PTBA.JK,826949663.12,931017419.75,-104067756.63
2018-02-23,PTBA.JK,2549444413.45,1673400963.13,876043450.32
2018-02-26,PTBA.JK,1289004621.81,6507051661.37,-5218047039.57
2018-02-27,PTBA.JK,1310364221.39,4145009444.08,-2834645222.69
2018-02-28,PTBA.JK,7245228938.23,4603742279.43,2641486658.8
2018-03-01,PTBA.JK,3544920166.1,3443108625.14,101811540.97
2018-03-02,PTBA.JK,839275560.62,1976626031.54,-1137350470.92
2018-03-05,PTBA.JK,1689695714.4,1468802051.04,220893663.36
2018-03-06,PTBA.JK,1059248001.48,1649479045.69,-590231044.21
2018-03-07,PTBA.JK,698813555.85,2577659631.4,-1878846075.55
2018-03-08,PTBA.JK,3747875601.76,13839990626.33,-10092115024.57
2018-03-09,PTBA.JK,17937895169.5,7028218665.84,10909676503.66
2018-03-12,PTBA.JK,9024184263.11,2907971954.14,6116212308.97
