date,ticker,foreign_net_buy,foreign_net_sell,foreign_net_value
2018-01-01,BBNI.JK,0.0,0.0,0.0
2018-01-02,BBNI.JK,12842999261.71,19072703594.38,-6229704332.67
2018-01-03,BBNI.JK,12537838506.32,31500567671.43,-18962729165.11
2018-01-04,BBNI.JK,12631916999.05,15397313558.1,-2765396559.04
2018-01-05,BBNI.JK,9834218239.92,12643242338.88,-2809024098.96
2018-01-08,BBNI.JK,14146668679.49,14479691258.08,-333022578.59
2018-01-09,BBNI.JK,9364878427.38,11127459440.32,-1762581012.94
2018-01-10,BBNI.JK,17908088382.85,16869795114.14,1038293268.71
2018-01-11,BBNI.JK,10120466060.36,10071780397.9,48685662.45
2018-01-12,BBNI.JK,9788188947.67,9910395925.55,-122206977.88
2018-01-15,BBNI.JK,28671065450.14,15008933752.48,13662131697.66
2018-01-16,BBNI.JK,30122020061.04,23955085292.54,6166934768.5
2018-01-17,BBNI.JK,24980587677.36,24307809563.04,672778114.33
2018-01-18,BBNI.JK,6826594159.24,9368662025.2,-2542067865.96
2018-01-19,BBNI.JK,7515754099.2,10429803960.44,-2914049861.24
2018-01-22,BBNI.JK,14358472663.21,15620580106.98,-1262107443.77
2018-01-23,BBNI.JK,9154364899.09,3790682962.16,5363681936.93
2018-01-24,BBNI.JK,11145514572.58,8428164781.66,2717349790.93
2018-01-25,BBNI.JK,9737051636.47,12504214176.37,-2767162539.9
2018-01-26,BBNI.JK,12039026385.08,10809374828.44,1229651556.64
2018-01-29,BBNI.JK,8260991354.76,12062540535.56,-3801549180.8
2018-01-30,BBNI.JK,15566179350.47,35020067800.75,-19453888450.27
2018-01-31,BBNI.JK,19891043475.96,11466647520.26,8424395955.7
2018-02-01,BBNI.JK,15824339767.79,20812155005.8,-4987815238.01
2018-02-02,BBNI.JK,6453712711.28,6549089884.23,-95377172.95
2018-02-05,BBNI.JK,24931166728.83,27348647828.77,-2417481099.94
2018-02-06,BBNI.JK,12469419895.44,24649048714.47,-12179628819.03
2018-02-07,BBNI.JK,48347079249.49,10800637818.4,37546441431.09
2018-02-08,BBNI.JK,26475305221.22,27111744744.1,-636439522.87
2018-02-09,BBNI.JK,20597305084.5,28768944789.73,-8171639705.22
2018-02-12,BBNI.JK,6391580689.95,4880530941.44,1511049748.51
2018-02-13,BBNI.JK,12031126534.12,8044663701.95,3986462832.18
2018-02-14,BBNI.JK,18382644402.06,17862002081.13,520642320.92
2018-02-15,BBNI.JK,9667672807.13,13071296367.24,-3403623560.11
2018-02-16,BBNI.JK,0.0,0.0,0.0
2018-02-19,BBNI.JK,10831195924.67,4588114471.96,6243081452.71
2018-02-20,BBNI.JK,14118132516.19,10809445536.58,3308686979.61
2018-02-21,BBNI.JK,26563427833.5,13471160364.33,13092267469.17
2018-02-22,BBNI.JK,7820528553.56,20898237753.19,-13077709199.64
2018-02-23,BBNI.JK,11990402475.19,9770025004.77,2220377470.42
2018-02-26,BBNI.JK,4791345086.69,4768589946.4,22755140.29
2018-02-27,BBNI.JK,4344412029.41,4437616602.24,-93204572.83
2018-02-28,BBNI.JK,12122660730.09,14730956931.65,-2608296201.56
2018-03-01,BBNI.JK,4466798341.02,6747982987.64,-2281184646.62
2018-03-02,BBNI.JK,6421088007.76,9259147029.55,-2838059021.79
2018-03-05,BBNI.JK,15773903232.79,16163315247.27,-389412014.48
2018-03-06,BBNI.JK,7119917939.64,22189471674.21,-15069553734.56
2018-03-07,BBNI.JK,15176688261.62,20640471497.49,-5463783235.87
2018-03-08,BBNI.JK,23139775163.85,8520453339.96,14619321823.89
2018-03-09,BBNI.JK,8845809482.03,8761462737.31,84346744.73
2018-03-12,BBNI.JK,11342334759.39,14066523828.86,-2724189069.48
2018-03-13,BBNI.JK,12687197801.96,17814503122.13,-5127305320.17
2018-03-14,BBNI.JK,22543018049.75,10871785329.34,11671232720.4
2018-03-15,BBNI.JK,6244549632.98,9198056282.23,-2953506649.24
2018-03-16,BBNI.JK,36612088365.0,25105869462.02,11506218902.98
2018-03-19,BBNI.JK,9266964290.14,7632770202.53,1634194087.61
2018-03-20,BBNI.JK,5127007411.12,12055782655.79,-6928775244.67
2018-03-21,BBNI.JK,32306574466.15,27207521249.06,5099053217.1
2018-03-22,BBNI.JK,15797044146.55,57925161037.25,-42128116890.7
2018-03-23,BBNI.JK,6857628665.59,10150371592.44,-3292742926.85
2018-03-26,BBNI.JK,25730133017.25,6120426797.05,19609706220.19
2018-03-27,BBNI.JK,15175109476.28,10348352515.06,4826756961.21
2018-03-28,BBNI.JK,9550486175.12,23006558235.68,-13456072060.56
2018-03-29,BBNI.JK,19528674227.12,20181598792.49,-652924565.36
2018-03-30,BBNI.JK,0.0,0.0,0.0
2018-04-02,BBNI.JK,5874475778.12,5594775131.15,279700646.98
2018-04-03,BBNI.JK,13441725261.9,16684974555.23,-3243249293.34
2018-04-04,BBNI.JK,8668920784.7,26409845538.88,-17740924754.19
2018-04-05,BBNI.JK,11498190846.75,17312713598.41,-5814522751.65
2018-04-06,BBNI.JK,10167572943.49,6612367492.03,3555205451.45
2018-04-09,BBNI.JK,10622022138.53,5218809599.95,5403212538.58
2018-04-10,BBNI.JK,26101214557.41,12800705009.73,13300509547.68
2018-04-11,BBNI.JK,5673485058.94,8570680103.19,-2897195044.25
2018-04-12,BBNI.JK,7813596822.86,5497461315.05,2316135507.82
2018-04-13,BBNI.JK,9534406620.5,4879443571.59,4654963048.91
2018-04-16,BBNI.JK,0.0,0.0,0.0
2018-04-17,BBNI.JK,0.0,0.0,0.0
2018-04-18,BBNI.JK,21000753477.85,20651140489.28,349612988.56
2018-04-19,BBNI.JK,0.0,0.0,0.0
2018-04-20,BBNI.JK,0.0,0.0,0.0
2018-04-23,BBNI.JK,20739232926.87,27516904791.84,-6777671864.97
2018-04-24,BBNI.JK,4493211735.22,21134401329.51,-16641189594.29
2018-04-25,BBNI.JK,0.0,0.0,0.0
2018-04-26,BBNI.JK,0.0,0.0,0.0
2018-04-27,BBNI.JK,0.0,0.0,0.0
2018-04-30,BBNI.JK,9473870604.62,33397560548.77,-23923689944.14
2018-05-01,BBNI.JK,0.0,0.0,0.0
2018-05-02,BBNI.JK,4256546421.2,5089855751.12,-833309329.92
2018-05-03,BBNI.JK,4402561401.17,11625076692.3,-7222515291.14
2018-05-04,BBNI.JK,4798065618.82,12593745305.33,-7795679686.51
2018-05-07,BBNI.JK,9315916666.79,18310119662.58,-8994202995.79
2018-05-08,BBNI.JK,15109796803.03,17116371267.26,-2006574464.23
2018-05-09,BBNI.JK,48428750758.19,829943814.64,47598806943.55
2018-05-10,BBNI.JK,0.0,0.0,0.0
2018-05-11,BBNI.JK,38854454304.5,17395539026.98,21458915277.52
2018-05-14,BBNI.JK,7019922949.96,8389186838.17,-1369263888.21
2018-05-15,BBNI.JK,5409338744.89,9298729658.9,-3889390914.01
2018-05-16,BBNI.JK,13755131670.28,17265913372.85,-3510781702.57
2018-05-17,BBNI.JK,13353907310.13,27931913030.2,-14578005720.07
2018-05-18,BBNI.JK,9523052737.13,22225109521.4,-12702056784.27
2018-05-21,BBNI.JK,3175802597.2,8778509158.22,-5602706561.02
2018-05-22,BBNI.JK,10708666234.4,25535171336.68,-14826505102.28
2018-05-23,BBNI.JK,56477043395.94,38163779070.27,18313264325.67
2018-05-24,BBNI.JK,33671737160.72,6372280864.57,27299456296.14
2018-05-25,BBNI.JK,21797457444.34,5340169006.55,16457288437.79
2018-05-28,BBNI.JK,51732884813.06,3988714587.65,47744170225.41
2018-05-29,BBNI.JK,0.0,0.0,0.0
2018-05-30,BBNI.JK,28898726153.27,20105814958.79,8792911194.48
2018-05-31,BBNI.JK,16343601443.89,31988361680.67,-15644760236.78
2018-06-01,BBNI.JK,0.0,0.0,0.0
2018-06-04,BBNI.JK,11288342475.46,10436098983.9,852243491.56
2018-06-05,BBNI.JK,14877052459.86,32309396760.13,-17432344300.27
2018-06-06,BBNI.JK,16327940610.55,19320356889.07,-2992416278.52
2018-06-07,BBNI.JK,9538527716.82,4376035617.68,5162492099.14
2018-06-08,BBNI.JK,6956063479.15,29337776698.64,-22381713219.48
2018-06-11,BBNI.JK,0.0,0.0,0.0
2018-06-12,BBNI.JK,0.0,0.0,0.0
2018-06-13,BBNI.JK,0.0,0.0,0.0
2018-06-14,BBNI.JK,0.0,0.0,0.0
2018-06-15,BBNI.JK,0.0,0.0,0.0
2018-06-18,BBNI.JK,0.0,0.0,0.0
2018-06-19,BBNI.JK,0.0,0.0,0.0
2018-06-20,BBNI.JK,3549610870.72,32821866014.2,-29272255143.48
2018-06-21,BBNI.JK,14226718355.35,23883849256.8,-9657130901.45
2018-06-22,BBNI.JK,12254384153.93,11353100081.06,901284072.87
2018-06-25,BBNI.JK,12583140123.73,22473263734.88,-9890123611.14
2018-06-26,BBNI.JK,5202780918.49,8473333906.18,-3270552987.69
2018-06-27,BBNI.JK,11023810086.4,19722704978.22,-8698894891.81
2018-06-28,BBNI.JK,9951690417.73,29024654904.41,-19072964486.68
2018-06-29,BBNI.JK,15518717323.3,4671757866.76,10846959456.55
2018-07-02,BBNI.JK,9913957617.24,10539607506.5,-625649889.26
2018-07-03,BBNI.JK,7761972812.38,11833150738.36,-4071177925.98
2018-07-04,BBNI.JK,37461763000.65,13802597297.85,23659165702.81
2018-07-05,BBNI.JK,12032177540.97,17717290413.0,-5685112872.03
2018-07-06,BBNI.JK,7908054657.93,19002930682.08,-11094876024.15
2018-07-09,BBNI.JK,17141784691.67,5686057026.36,11455727665.31
2018-07-10,BBNI.JK,25693519311.26,14821582371.76,10871936939.5
2018-07-11,BBNI.JK,4380381128.3,6793485941.9,-2413104813.6
2018-07-12,BBNI.JK,14264540352.85,23134684834.08,-8870144481.23
2018-07-13,BBNI.JK,31195356602.75,10063897203.71,21131459399.04
2018-07-16,BBNI.JK,9963455003.44,8372160057.61,1591294945.83
2018-07-17,BBNI.JK,30930929834.35,20325123042.76,10605806791.59
2018-07-18,BBNI.JK,16018449523.85,20304619943.21,-4286170419.36
2018-07-19,BBNI.JK,28852232693.17,29804509979.0,-952277285.83
2018-07-20,BBNI.JK,16143263819.02,24366137713.57,-8222873894.55
2018-07-23,BBNI.JK,15158648475.07,14099835712.37,1058812762.7
2018-07-24,BBNI.JK,19885022029.67,14991520444.81,4893501584.86
