date,ticker,foreign_net_buy,foreign_net_sell,foreign_net_value
2018-06-18,MIKA.JK,0.0,0.0,0.0
2018-06-19,MIKA.JK,0.0,0.0,0.0
2018-06-20,MIKA.JK,492560425.65,2168229207.04,-1675668781.38
2018-06-21,MIKA.JK,3658766461.57,176216924.46,3482549537.11
2018-06-22,MIKA.JK,102336394.12,750340911.41,-648004517.3
2018-06-25,MIKA.JK,1471430425.37,932848027.36,538582398.0
2018-06-26,MIKA.JK,2776176830.9,1110558439.39,1665618391.51
2018-06-27,MIKA.JK,979487310.12,1040707047.85,-61219737.73
2018-06-28,MIKA.JK,796301116.12,1115219778.22,-318918662.1
2018-06-29,MIKA.JK,1081134748.58,1154694340.73,-73559592.15
2018-07-02,MIKA.JK,1248400545.58,1486012379.99,-237611834.4
2018-07-03,MIKA.JK,853004665.99,728725904.79,124278761.2
2018-07-04,MIKA.JK,1625603989.53,1146520249.74,479083739.79
2018-07-05,MIKA.JK,338002922.52,340055424.87,-2052502.36
2018-07-06,MIKA.JK,429964226.66,432959245.71,-2995019.05
2018-07-09,MIKA.JK,1759554336.69,948598948.77,810955387.92
2018-07-10,MIKA.JK,1174252527.62,887670915.06,286581612.56
2018-07-11,MIKA.JK,450980370.47,310904437.51,140075932.96
2018-07-12,MIKA.JK,1817505434.05,2043560438.44,-226055004.39
2018-07-13,MIKA.JK,661116109.29,701393455.88,-40277346.58
2018-07-16,MIKA.JK,1078558619.14,955781984.72,122776634.43
2018-07-17,MIKA.JK,992214128.22,985101782.52,7112345.7
2018-07-18,MIKA.JK,951470294.51,1028899755.25,-77429460.75
2018-07-19,MIKA.JK,420118913.05,352324848.3,67794064.75
2018-07-20,MIKA.JK,896785515.98,860984089.75,35801426.23
2018-07-23,MIKA.JK,1144971536.61,1168417334.78,-23445798.17
2018-07-24,MIKA.JK,635667227.19,616181137.1,19486090.09
2018-07-25,MIKA.JK,792994345.99,830815838.1,-37821492.1
2018-07-26,MIKA.JK,566503443.23,789014099.78,-222510656.55
2018-07-27,MIKA.JK,1409236855.33,807353323.44,601883531.89
2018-07-30,MIKA.JK,868817586.49,873880606.18,-5063019.69
2018-07-31,MIKA.JK,730285559.25,942372067.43,-212086508.18
2018-08-01,MIKA.JK,1064930324.36,791627477.36,273302847.0
2018-08-02,MIKA.JK,787212394.43,1086744604.85,-299532210.42
2018-08-03,MIKA.JK,651858000.02,1448380733.38,-796522733.36
2018-08-06,MIKA.JK,250305441.8,1465712484.62,-1215407042.83
2018-08-07,MIKA.JK,1692938077.95,553000132.08,1139937945.88
2018-08-08,MIKA.JK,693317778.29,393244012.12,300073766.16
2018-08-09,MIKA.JK,536977001.47,363571045.39,173405956.08
2018-08-10,MIKA.JK,483133856.16,388254397.28,94879458.88
2018-08-13,MIKA.JK,630680940.57,940221724.89,-309540784.32
2018-08-14,MIKA.JK,71022759.65,1231170253.16,-1160147493.51
2018-08-15,MIKA.JK,1129954310.37,144327309.46,985627000.91
2018-08-16,MIKA.JK,451259525.79,871111575.61,-419852049.82
2018-08-17,MIKA.JK,0.0,0.0,0.0
2018-08-20,MIKA.JK,341378369.43,248655200.71,92723168.73
2018-08-21,MIKA.JK,291104842.8,250761571.43,40343271.37
2018-08-22,MIKA.JK,0.0,0.0,0.0
2018-08-23,MIKA.JK,853682833.8,589121772.46,264561061.34
2018-08-24,MIKA.JK,1011447971.56,299274185.9,712173785.67
2018-08-27,MIKA.JK,329723900.27,1838818087.4,-1509094187.13
2018-08-28,MIKA.JK,514181379.12,540635387.8,-26454008.68
2018-08-29,MIKA.JK,583894584.95,981961928.68,-398067343.73
2018-08-30,MIKA.JK,643607823.45,906476054.41,-262868230.96
2018-08-31,MIKA.JK,696039443.56,812973080.53,-116933636.97
2018-09-03,MIKA.JK,508184049.23,1677729921.94,-1169545872.72
2018-09-04,MIKA.JK,808425163.3,1257922317.63,-449497154.34
2018-09-05,MIKA.JK,193648441.51,2040267168.8,-1846618727.29
2018-09-06,MIKA.JK,2900469888.13,816404226.09,2084065662.04
2018-09-07,MIKA.JK,454649074.58,378676347.59,75972726.99
2018-09-10,MIKA.JK,934540404.54,993648206.79,-59107802.26
2018-09-11,MIKA.JK,0.0,0.0,0.0
2018-09-12,MIKA.JK,806276152.74,706204385.09,100071767.65
2018-09-13,MIKA.JK,453310490.75,366545380.39,86765110.35
2018-09-14,MIKA.JK,2535605044.95,2093880995.48,441724049.47
2018-09-17,MIKA.JK,142853834.54,228356308.68,-85502474.14
2018-09-18,MIKA.JK,1068653104.41,1212876567.76,-144223463.36
2018-09-19,MIKA.JK,1564236916.0,477040058.99,1087196857.01
2018-09-20,MIKA.JK,791953120.89,442861610.72,349091510.16
2018-09-21,MIKA.JK,702760239.46,631602782.72,71157456.74
2018-09-24,MIKA.JK,482947759.03,566930418.01,-83982658.98
2018-09-25,MIKA.JK,738295959.49,481633788.37,256662171.11
2018-09-26,MIKA.JK,412808381.66,690888252.21,-278079870.55
2018-09-27,MIKA.JK,724224874.82,947762101.87,-223537227.05
2018-09-28,MIKA.JK,640160966.28,1513735636.59,-873574670.31
2018-10-01,MIKA.JK,269622566.41,355237662.31,-85615095.9
2018-10-02,MIKA.JK,508018879.82,825468404.09,-317449524.27
2018-10-03,MIKA.JK,864031116.01,932509565.54,-68478449.53
2018-10-04,MIKA.JK,167978332.74,333150202.61,-165171869.87
2018-10-05,MIKA.JK,331964734.76,364364270.21,-32399535.45
2018-10-08,MIKA.JK,306042350.95,386689951.5,-80647600.55
2018-10-09,MIKA.JK,316409820.12,1886498138.05,-1570088317.93
2018-10-10,MIKA.JK,418551159.8,520682149.65,-102130989.86
2018-10-11,MIKA.JK,166881252.71,748819570.04,-581938317.34
2018-10-12,MIKA.JK,254748799.03,220751151.53,33997647.5
2018-10-15,MIKA.JK,893278485.56,523596904.48,369681581.08
2018-10-16,MIKA.JK,1433173556.22,1276792248.93,156381307.29
2018-10-17,MIKA.JK,100188179.44,83904759.13,16283420.31
2018-10-18,MIKA.JK,754181362.23,718321823.12,35859539.12
2018-10-19,MIKA.JK,449839341.64,1030195712.89,-580356371.25
2018-10-22,MIKA.JK,174972438.37,545027686.85,-370055248.48
2018-10-23,MIKA.JK,257190200.67,186491324.57,70698876.1
2018-10-24,MIKA.JK,377223432.31,282284037.44,94939394.87
2018-10-25,MIKA.JK,425216014.0,627232243.45,-202016229.45
2018-10-26,MIKA.JK,260977427.16,241553769.6,19423657.56
2018-10-29,MIKA.JK,336810042.5,430652503.68,-93842461.18
2018-10-30,MIKA.JK,367697826.37,275997292.28,91700534.09
2018-10-31,MIKA.JK,257230603.86,193653069.79,63577534.07
2018-11-01,MIKA.JK,535256084.55,440860661.12,94395423.43
2018-11-02,MIKA.JK,172147910.6,224528375.3,-52380464.7
2018-11-05,MIKA.JK,165121344.66,141024744.15,24096600.51
2018-11-06,MIKA.JK,491442997.33,287094136.85,204348860.48
2018-11-07,MIKA.JK,318447204.37,589742120.5,-271294916.14
2018-11-08,MIKA.JK,497639464.05,448018497.73,49620966.33
2018-11-09,MIKA.JK,2141256897.45,1748852836.51,392404060.93
2018-11-12,MIKA.JK,404591353.85,386406197.8,18185156.04
2018-11-13,MIKA.JK,244850745.56,266404455.32,-21553709.75
2018-11-14,MIKA.JK,350611219.18,250400301.43,100210917.75
2018-11-15,MIKA.JK,161115714.98,144508649.77,16607065.21
2018-11-16,MIKA.JK,407525561.14,256890141.95,150635419.19
2018-11-19,MIKA.JK,164526871.17,261205970.79,-96679099.61
2018-11-20,MIKA.JK,0.0,0.0,0.0
2018-11-21,MIKA.JK,247178830.99,213219828.63,33959002.37
2018-11-22,MIKA.JK,163983206.73,127148206.65,36835000.08
2018-11-23,MIKA.JK,207178070.67,318569433.63,-111391362.96
2018-11-26,MIKA.JK,198867718.13,212774986.23,-13907268.09
2018-11-27,MIKA.JK,101014097.29,137310507.62,-36296410.33
2018-11-28,MIKA.JK,466653617.93,249185458.36,217468159.57
2018-11-29,MIKA.JK,669856778.95,231747064.21,438109714.74
2018-11-30,MIKA.JK,1115542652.68,264482104.41,851060548.27
2018-12-03,MIKA.JK,252132810.59,313208737.54,-61075926.95
2018-12-04,MIKA.JK,56832771.1,409826962.47,-352994191.36
2018-12-05,MIKA.JK,462796789.37,211335455.13,251461334.24
2018-12-06,MIKA.JK,245144317.34,383139877.25,-137995559.91
2018-12-07,MIKA.JK,282769254.18,264930938.78,17838315.4
2018-12-10,MIKA.JK,95351364.85,129304738.91,-33953374.06
2018-12-11,MIKA.JK,340119215.99,229299742.89,110819473.1
2018-12-12,MIKA.JK,468373700.53,485902721.86,-17529021.34
2018-12-13,MIKA.JK,120994241.05,104539403.9,16454837.15
2018-12-14,MIKA.JK,217480204.03,259974659.28,-42494455.25
2018-12-17,MIKA.JK,136983524.6,200908463.97,-63924939.37
2018-12-18,MIKA.JK,179527274.64,163838756.58,15688518.06
2018-12-19,MIKA.JK,201091533.98,147964531.28,53127002.69
2018-12-20,MIKA.JK,246418561.74,437188790.48,-190770228.74
2018-12-21,MIKA.JK,625536119.68,620306149.01,5229970.67
2018-12-24,MIKA.JK,0.0,0.0,0.0
2018-12-25,MIKA.JK,0.0,0.0,0.0
2018-12-26,MIKA.JK,217961791.31,154117995.04,63843796.27
2018-12-27,MIKA.JK,666539128.52,201005854.5,465533274.02
2018-12-28,MIKA.JK,336353541.63,270879906.67,65473634.96
2018-12-31,MIKA.JK,0.0,0.0,0.0
2019-01-01,MIKA.JK,0.0,0.0,0.0
2019-01-02,MIKA.JK,303152316.17,220767767.86,82384548.31
2019-01-03,MIKA.JK,761257322.6,461850691.85,299406630.75
2019-01-04,MIKA.JK,127695792.04,197077841.9,-69382049.85
2019-01-07,MIKA.JK,190026373.77,99181761.2,90844612.57
2019-01-08,MIKA.JK,1060187834.31,509469835.69,550717998.62
2019-01-09,MIKA.JK,344481151.48,245560702.72,98920448.76
2019-01-10,MIKA.JK,994863397.99,427391279.89,567472118.1
2019-01-11,MIKA.JK,353232290.84,339486321.71,13745969.12
2019-01-14,MIKA.JK,781501631.35,831820641.66,-50319010.32
2019-01-15,MIKA.JK,339511867.31,956501554.43,-616989687.12
2019-01-16,MIKA.JK,175653790.36,327286544.1,-151632753.75
2019-01-17,MIKA.JK,372090709.42,923036144.05,-550945434.63
2019-01-18,MIKA.JK,800302030.26,1206371974.38,-406069944.12
2019-01-21,MIKA.JK,693463306.62,438080196.51,255383110.11
2019-01-22,MIKA.JK,286244103.48,209916004.57,76328098.91
2019-01-23,MIKA.JK,544631634.89,511943115.9,32688518.99
2019-01-24,MIKA.JK,1494650933.4,1412331800.03,82319133.37
2019-01-25,MIKA.JK,346221040.36,259619294.78,86601745.57
2019-01-28,MIKA.JK,207686536.28,359040970.87,-151354434.59
2019-01-29,MIKA.JK,536317403.29,1935059125.29,-1398741722.0
2019-01-30,MIKA.JK,418158747.59,386548898.52,31609849.07
2019-01-31,MIKA.JK,160512831.38,163333237.25,-2820405.87
2019-02-01,MIKA.JK,304818904.32,285299410.66,19519493.67
2019-02-04,MIKA.JK,410211964.72,354201613.31,56010351.41
2019-02-05,MIKA.JK,0.0,0.0,0.0
2019-02-06,MIKA.JK,307505704.32,303561410.86,3944293.46
2019-02-07,MIKA.JK,965306774.08,1400507518.21,-435200744.14
2019-02-08,MIKA.JK,1073952795.15,610446170.97,463506624.18
2019-02-11,MIKA.JK,3018952210.98,0.0,3018952210.98
2019-02-12,MIKA.JK,2120695585.46,765614772.82,1355080812.64
2019-02-13,MIKA.JK,350310460.15,733870017.98,-383559557.83
2019-02-14,MIKA.JK,258481936.44,652188995.11,-393707058.68
2019-02-15,MIKA.JK,370042436.99,331504079.25,38538357.75
2019-02-18,MIKA.JK,1172398221.45,120156833.54,1052241387.91
2019-02-19,MIKA.JK,752185426.02,667950297.27,84235128.74
2019-02-20,MIKA.JK,314763210.49,404842317.0,-90079106.51
2019-02-21,MIKA.JK,251871105.36,159644837.55,92226267.8
2019-02-22,MIKA.JK,163618913.12,203868518.89,-40249605.77
2019-02-25,MIKA.JK,290695691.65,232655738.09,58039953.56
2019-02-26,MIKA.JK,704110962.62,651583342.03,52527620.58
2019-02-27,MIKA.JK,404714672.71,526332027.62,-121617354.91
2019-02-28,MIKA.JK,1395428227.67,820776440.14,574651787.53
2019-03-01,MIKA.JK,165959928.56,301503978.82,-135544050.25
2019-03-04,MIKA.JK,524443506.18,338908962.9,185534543.28
2019-03-05,MIKA.JK,442938571.88,590607319.54,-147668747.67
2019-03-06,MIKA.JK,598927726.6,543012244.83,55915481.76
2019-03-07,MIKA.JK,0.0,0.0,0.0
2019-03-08,MIKA.JK,254112029.82,267967498.1,-13855468.28
2019-03-11,MIKA.JK,166393386.61,150755884.75,15637501.86
2019-03-12,MIKA.JK,722382687.2,646853581.39,75529105.81
2019-03-13,MIKA.JK,189220169.9,179211387.9,10008782.0
2019-03-14,MIKA.JK,222038363.84,201211419.67,20826944.18
2019-03-15,MIKA.JK,208792952.38,118095371.89,90697580.48
2019-03-18,MIKA.JK,269682940.77,259415829.85,10267110.92
2019-03-19,MIKA.JK,271250339.91,304577554.65,-33327214.74
2019-03-20,MIKA.JK,226786189.63,244447404.18,-17661214.55
2019-03-21,MIKA.JK,208768546.68,167446791.94,41321754.74
2019-03-22,MIKA.JK,518556350.72,552826616.15,-34270265.43
2019-03-25,MIKA.JK,241581905.54,440065983.64,-198484078.1
2019-03-26,MIKA.JK,547728981.99,313826452.76,233902529.23
2019-03-27,MIKA.JK,78021540.05,122652144.75,-44630604.7
2019-03-28,MIKA.JK,361565464.77,284575283.65,76990181.12
2019-03-29,MIKA.JK,72997964.36,98712415.33,-25714450.97
2019-04-01,MIKA.JK,515269940.56,249291145.75,265978794.81
2019-04-02,MIKA.JK,470721629.01,383190350.95,87531278.06
2019-04-03,MIKA.JK,0.0,0.0,0.0
2019-04-04,MIKA.JK,910281806.54,810938580.87,99343225.67
2019-04-05,MIKA.JK,168181008.56,239694483.27,-71513474.71
2019-04-08,MIKA.JK,207311683.1,199456908.58,7854774.53
2019-04-09,MIKA.JK,142499363.55,172652819.15,-30153455.61
2019-04-10,MIKA.JK,267054541.79,146502760.76,120551781.03
2019-04-11,MIKA.JK,626866389.6,388603497.46,238262892.15
2019-04-12,MIKA.JK,529534789.99,479987579.62,49547210.37
2019-04-15,MIKA.JK,68954632.61,101733645.83,-32779013.22
2019-04-16,MIKA.JK,100276467.29,123067799.07,-22791331.78
2019-04-17,MIKA.JK,0.0,0.0,0.0
2019-04-18,MIKA.JK,289517639.67,313114491.99,-23596852.33
2019-04-19,MIKA.JK,0.0,0.0,0.0
2019-04-22,MIKA.JK,160836361.08,137944446.81,22891914.27
2019-04-23,MIKA.JK,441225875.23,469802718.16,-28576842.93
2019-04-24,MIKA.JK,171186092.08,107010003.33,64176088.75
2019-04-25,MIKA.JK,401987618.02,600717642.93,-198730024.91
2019-04-26,MIKA.JK,264457499.01,195778517.45,68678981.56
2019-04-29,MIKA.JK,1581528367.08,198678722.92,1382849644.17
2019-04-30,MIKA.JK,616353158.09,717003592.83,-100650434.74
2019-05-01,MIKA.JK,0.0,0.0,0.0
2019-05-02,MIKA.JK,898203963.91,974336647.68,-76132683.77
2019-05-03,MIKA.JK,845380909.76,481195101.82,364185807.94
2019-05-06,MIKA.JK,207762051.12,373289925.9,-165527874.78
2019-05-07,MIKA.JK,343437855.85,530251480.71,-186813624.86
2019-05-08,MIKA.JK,367721222.9,752728678.69,-385007455.79
2019-05-09,MIKA.JK,210321548.73,276265737.8,-65944189.07
2019-05-10,MIKA.JK,312085805.29,236802103.98,75283701.31
2019-05-13,MIKA.JK,320973983.76,269710409.03,51263574.73
2019-05-14,MIKA.JK,811142336.38,1132589497.9,-321447161.52
2019-05-15,MIKA.JK,202368821.27,284350306.34,-81981485.07
2019-05-16,MIKA.JK,254027517.07,123666316.54,130361200.53
2019-05-17,MIKA.JK,267038060.84,296830375.48,-29792314.65
2019-05-20,MIKA.JK,167653740.96,426188016.4,-258534275.44
2019-05-21,MIKA.JK,969288403.03,1815182254.28,-845893851.25
2019-05-22,MIKA.JK,118696894.03,84909839.74,33787054.29
2019-05-23,MIKA.JK,427906112.55,809177543.01,-381271430.46
2019-05-24,MIKA.JK,134967245.76,276999350.46,-142032104.7
2019-05-27,MIKA.JK,242432049.28,274237349.26,-31805299.97
2019-05-28,MIKA.JK,353262192.13,623558659.74,-270296467.61
2019-05-29,MIKA.JK,403093332.37,260629962.07,142463370.3
2019-05-30,MIKA.JK,0.0,0.0,0.0
2019-05-31,MIKA.JK,458522936.84,918203723.53,-459680786.69
2019-06-03,MIKA.JK,0.0,0.0,0.0
2019-06-04,MIKA.JK,0.0,0.0,0.0
2019-06-05,MIKA.JK,0.0,0.0,0.0
2019-06-06,MIKA.JK,0.0,0.0,0.0
2019-06-07,MIKA.JK,0.0,0.0,0.0
2019-06-10,MIKA.JK,950319991.75,868548670.6,81771321.15
2019-06-11,MIKA.JK,631988207.49,88500900.85,543487306.64
2019-06-12,MIKA.JK,358038045.64,355021383.87,3016661.77
2019-06-13,MIKA.JK,152715283.58,205857296.8,-53142013.21
2019-06-14,MIKA.JK,108806515.57,113123990.36,-4317474.79
2019-06-17,MIKA.JK,243082354.45,426667653.83,-183585299.38
2019-06-18,MIKA.JK,741319086.76,339335347.99,401983738.77
2019-06-20,MIKA.JK,166757509.33,162400308.47,4357200.86
2019-06-21,MIKA.JK,152084592.5,395151077.51,-243066485.01
2019-06-24,MIKA.JK,174491130.27,195619893.5,-21128763.23
2019-06-25,MIKA.JK,80589677.95,141542596.2,-60952918.25
2019-06-26,MIKA.JK,185762193.89,105365124.1,80397069.79
2019-06-27,MIKA.JK,238117493.62,214262366.48,23855127.14
2019-06-28,MIKA.JK,92710421.7,109690338.67,-16979916.97
2019-07-01,MIKA.JK,186045047.47,156607796.37,29437251.1
2019-07-02,MIKA.JK,527815970.18,487661655.77,40154314.41
2019-07-03,MIKA.JK,322778097.04,145969417.64,176808679.4
2019-07-04,MIKA.JK,175950981.98,299750402.05,-123799420.07
2019-07-05,MIKA.JK,118003719.11,68822188.28,49181530.83
2019-07-08,MIKA.JK,130703907.52,250979272.22,-120275364.7
2019-07-09,MIKA.JK,136454338.12,115237862.49,21216475.63
2019-07-10,MIKA.JK,207692806.13,127078751.18,80614054.95
2019-07-11,MIKA.JK,245739528.42,249943517.0,-4203988.58
2019-07-12,MIKA.JK,256737913.99,398132759.59,-141394845.59
2019-07-15,MIKA.JK,590333054.39,461324217.24,129008837.15
2019-07-16,MIKA.JK,181292622.0,188348867.27,-7056245.27
2019-07-17,MIKA.JK,51816646.48,80600774.72,-28784128.24
2019-07-18,MIKA.JK,50938557.93,61028924.74,-10090366.81
2019-07-19,MIKA.JK,293983762.23,220846117.11,73137645.12
2019-07-22,MIKA.JK,248791898.97,184536327.24,64255571.73
2019-07-23,MIKA.JK,367584188.39,458741545.02,-91157356.63
2019-07-24,MIKA.JK,82093114.21,71104451.69,10988662.52
2019-07-25,MIKA.JK,569927224.9,107413730.65,462513494.25
2019-07-26,MIKA.JK,1431904422.5,628841821.32,803062601.18
2019-07-29,MIKA.JK,76663028.06,234588283.9,-157925255.84
2019-07-30,MIKA.JK,103655485.67,100628558.41,3026927.26
2019-07-31,MIKA.JK,528024688.31,624853370.66,-96828682.35
2019-08-01,MIKA.JK,537025916.16,282276703.9,254749212.26
2019-08-02,MIKA.JK,754481821.11,184541704.45,569940116.66
2019-08-05,MIKA.JK,226066867.21,625944107.62,-399877240.41
2019-08-06,MIKA.JK,378199701.53,567595095.97,-189395394.44
2019-08-07,MIKA.JK,485450679.86,66490131.61,418960548.25
