date,ticker,foreign_net_buy,foreign_net_sell,foreign_net_value
2018-03-06,MNCN.JK,4599522825.09,2674074268.83,1925448556.26
2018-03-07,MNCN.JK,906725453.31,1937985678.22,-1031260224.9
2018-03-08,MNCN.JK,890107560.62,1473002781.38,-582895220.76
2018-03-09,MNCN.JK,1903088089.49,741765366.94,1161322722.55
2018-03-12,MNCN.JK,2889094510.05,2429941293.46,459153216.59
2018-03-13,MNCN.JK,1658359885.69,2291170132.88,-632810247.19
2018-03-14,MNCN.JK,2033729237.97,3674644766.91,-1640915528.93
2018-03-15,MNCN.JK,2116932677.34,1441989796.69,674942880.65
2018-03-16,MNCN.JK,1171471468.41,3927815950.16,-2756344481.75
2018-03-19,MNCN.JK,939078544.1,3059578093.82,-2120499549.73
2018-03-20,MNCN.JK,2199123115.04,2193247601.91,5875513.13
2018-03-21,MNCN.JK,1598976975.8,1592714718.88,6262256.92
2018-03-22,MNCN.JK,1898683782.88,1323941614.37,574742168.51
2018-03-23,MNCN.JK,479691748.03,950578102.54,-470886354.51
2018-03-26,MNCN.JK,799805280.57,806333815.6,-6528535.03
2018-03-27,MNCN.JK,4292725315.48,2095593273.47,2197132042.01
2018-03-28,MNCN.JK,2696080356.84,2659481891.62,36598465.22
2018-03-29,MNCN.JK,4468767418.95,1815280026.19,2653487392.75
2018-03-30,MNCN.JK,0.0,0.0,0.0
2018-04-02,MNCN.JK,1650506678.94,1546622929.39,103883749.55
2018-04-03,MNCN.JK,3043897112.83,1280963750.57,1762933362.26
2018-04-04,MNCN.JK,2158335705.41,1779677525.29,378658180.12
2018-04-05,MNCN.JK,1614579407.03,2514790805.44,-900211398.41
2018-04-06,MNCN.JK,1842951887.63,1834215257.62,8736630.01
2018-04-09,MNCN.JK,1222906851.93,1070818993.57,152087858.36
2018-04-10,MNCN.JK,4131611936.23,2261835160.88,1869776775.35
2018-04-11,MNCN.JK,2076571284.31,2609332505.38,-532761221.07
2018-04-12,MNCN.JK,1187738078.4,1480457220.43,-292719142.04
2018-04-13,MNCN.JK,1414254443.1,2377496756.2,-963242313.11
2018-04-16,MNCN.JK,0.0,0.0,0.0
2018-04-17,MNCN.JK,0.0,0.0,0.0
2018-04-18,MNCN.JK,803662645.44,2250177031.13,-1446514385.69
2018-04-19,MNCN.JK,0.0,0.0,0.0
2018-04-20,MNCN.JK,0.0,0.0,0.0
2018-04-23,MNCN.JK,4515345919.36,2501220229.45,2014125689.91
2018-04-24,MNCN.JK,2311728520.71,2498395295.05,-186666774.33
2018-04-25,MNCN.JK,0.0,0.0,0.0
2018-04-26,MNCN.JK,0.0,0.0,0.0
2018-04-27,MNCN.JK,0.0,0.0,0.0
2018-04-30,MNCN.JK,1368734265.17,5813481620.01,-4444747354.84
2018-05-01,MNCN.JK,0.0,0.0,0.0
2018-05-02,MNCN.JK,2505474282.8,1546423490.57,959050792.22
2018-05-03,MNCN.JK,520369438.95,1460024947.49,-939655508.55
2018-05-04,MNCN.JK,902035550.35,3354420568.3,-2452385017.95
2018-05-07,MNCN.JK,10282292104.19,0.0,10282292104.19
2018-05-08,MNCN.JK,509063627.56,7273874096.81,-6764810469.25
2018-05-09,MNCN.JK,2261333119.21,2871727933.32,-610394814.11
2018-05-10,MNCN.JK,0.0,0.0,0.0
2018-05-11,MNCN.JK,1318825499.27,2252560993.64,-933735494.38
2018-05-14,MNCN.JK,4231383976.45,1388261953.35,2843122023.1
2018-05-15,MNCN.JK,664783639.18,2505506693.83,-1840723054.65
2018-05-16,MNCN.JK,1355742016.76,1704719158.04,-348977141.28
2018-05-17,MNCN.JK,3573718661.21,1930509098.9,1643209562.3
2018-05-18,MNCN.JK,2727053882.59,3125643916.02,-398590033.42
2018-05-21,MNCN.JK,466536782.1,1842065947.91,-1375529165.8
2018-05-22,MNCN.JK,1162835086.65,1324575014.47,-161739927.82
2018-05-23,MNCN.JK,1878506968.96,1953041327.12,-74534358.16
2018-05-24,MNCN.JK,3539363338.36,2888217929.96,651145408.4
2018-05-25,MNCN.JK,987543180.46,890565657.42,96977523.05
2018-05-28,MNCN.JK,2388648930.48,1353783892.02,1034865038.46
2018-05-29,MNCN.JK,0.0,0.0,0.0
2018-05-30,MNCN.JK,5499320747.87,9333252936.16,-3833932188.3
2018-05-31,MNCN.JK,845068764.25,2365291191.5,-1520222427.25
2018-06-01,MNCN.JK,0.0,0.0,0.0
2018-06-04,MNCN.JK,4472872835.12,9096282093.97,-4623409258.85
2018-06-05,MNCN.JK,2380080102.22,4285954823.47,-1905874721.25
2018-06-06,MNCN.JK,9837210785.97,1068705238.52,8768505547.45
2018-06-07,MNCN.JK,4425168717.37,7421047873.23,-2995879155.87
2018-06-08,MNCN.JK,2409585920.78,2832988933.08,-423403012.29
2018-06-11,MNCN.JK,0.0,0.0,0.0
2018-06-12,MNCN.JK,0.0,0.0,0.0
2018-06-13,MNCN.JK,0.0,0.0,0.0
2018-06-14,MNCN.JK,0.0,0.0,0.0
2018-06-15,MNCN.JK,0.0,0.0,0.0
2018-06-18,MNCN.JK,0.0,0.0,0.0
2018-06-19,MNCN.JK,0.0,0.0,0.0
2018-06-20,MNCN.JK,262998997.62,11666051539.38,-11403052541.76
2018-06-21,MNCN.JK,1382207758.93,8373619205.61,-6991411446.67
2018-06-22,MNCN.JK,2083157028.92,5414910577.35,-3331753548.43
2018-06-25,MNCN.JK,1123142466.45,2575481334.53,-1452338868.08
2018-06-26,MNCN.JK,5323659408.27,1706828172.18,3616831236.1
2018-06-27,MNCN.JK,2871481507.35,5156508022.58,-2285026515.23
2018-06-28,MNCN.JK,460142924.87,3749933512.19,-3289790587.32
2018-06-29,MNCN.JK,3366376435.11,2298323611.85,1068052823.25
2018-07-02,MNCN.JK,384318248.01,506636938.69,-122318690.68
2018-07-03,MNCN.JK,2467085027.15,2685051259.26,-217966232.11
2018-07-04,MNCN.JK,4130373522.36,1741018641.46,2389354880.9
2018-07-05,MNCN.JK,400168250.03,806372671.78,-406204421.75
2018-07-06,MNCN.JK,3718830064.45,3119024835.54,599805228.91
2018-07-09,MNCN.JK,1611881768.41,2375529495.07,-763647726.66
2018-07-10,MNCN.JK,1952602712.52,802220625.19,1150382087.33
2018-07-11,MNCN.JK,588455069.65,869963000.51,-281507930.86
2018-07-12,MNCN.JK,535186582.19,503108742.44,32077839.74
2018-07-13,MNCN.JK,1434915488.69,867335154.21,567580334.48
2018-07-16,MNCN.JK,1029320801.59,1248191457.89,-218870656.3
2018-07-17,MNCN.JK,4267045686.1,1385565847.3,2881479838.8
2018-07-18,MNCN.JK,2622905119.89,492449722.1,2130455397.8
2018-07-19,MNCN.JK,2496599120.4,1499653360.2,996945760.2
2018-07-20,MNCN.JK,1103034400.74,2825999441.3,-1722965040.56
2018-07-23,MNCN.JK,2125554604.98,849258590.74,1276296014.23
2018-07-24,MNCN.JK,2405575841.68,3369985521.3,-964409679.62
2018-07-25,MNCN.JK,2366054318.12,2699924554.99,-333870236.87
2018-07-26,MNCN.JK,945016011.72,1088325310.81,-143309299.09
2018-07-27,MNCN.JK,444795486.91,783786733.85,-338991246.94
2018-07-30,MNCN.JK,1464031921.61,864630945.19,599400976.42
2018-07-31,MNCN.JK,1381663813.92,2126648490.11,-744984676.19
2018-08-01,MNCN.JK,883859932.23,712127052.23,171732880.0
2018-08-02,MNCN.JK,8434414978.79,1191036553.15,7243378425.64
2018-08-03,MNCN.JK,1281589429.34,1550260694.53,-268671265.19
2018-08-06,MNCN.JK,3450740120.75,1147346192.5,2303393928.25
2018-08-07,MNCN.JK,434248748.43,1057643369.2,-623394620.78
2018-08-08,MNCN.JK,1390067492.83,1760668998.5,-370601505.67
2018-08-09,MNCN.JK,2520509554.37,2974002955.94,-453493401.58
2018-08-10,MNCN.JK,410502734.7,1545749644.02,-1135246909.32
2018-08-13,MNCN.JK,220248206.04,1360263415.34,-1140015209.3
2018-08-14,MNCN.JK,2180105950.29,2084984560.28,95121390.01
2018-08-15,MNCN.JK,756087335.83,912866686.51,-156779350.68
2018-08-16,MNCN.JK,2297768557.6,2823747584.53,-525979026.93
2018-08-17,MNCN.JK,0.0,0.0,0.0
2018-08-20,MNCN.JK,1486034840.63,656559705.25,829475135.38
2018-08-21,MNCN.JK,3057156091.76,1440643898.96,1616512192.81
2018-08-22,MNCN.JK,0.0,0.0,0.0
2018-08-23,MNCN.JK,4909390835.75,3001737207.59,1907653628.16
2018-08-24,MNCN.JK,1581585517.81,2921317652.83,-1339732135.02
2018-08-27,MNCN.JK,1057431527.13,1292693510.74,-235261983.61
2018-08-28,MNCN.JK,623497459.21,1351606720.3,-728109261.09
2018-08-29,MNCN.JK,1181282491.58,1568762181.06,-387479689.48
2018-08-30,MNCN.JK,496983952.88,839792544.84,-342808591.96
2018-08-31,MNCN.JK,1145807803.83,1374896554.96,-229088751.13
2018-09-03,MNCN.JK,557941848.05,510035054.4,47906793.65
2018-09-04,MNCN.JK,760290562.22,2131881781.06,-1371591218.84
2018-09-05,MNCN.JK,2190369433.99,2335049308.76,-144679874.77
2018-09-06,MNCN.JK,735226329.39,800887590.42,-65661261.03
2018-09-07,MNCN.JK,926181732.16,916252988.97,9928743.2
2018-09-10,MNCN.JK,2014874018.28,2230570451.29,-215696433.01
2018-09-11,MNCN.JK,0.0,0.0,0.0
2018-09-12,MNCN.JK,1219869867.82,3976812445.8,-2756942577.99
2018-09-13,MNCN.JK,2128105109.43,1962287224.51,165817884.92
2018-09-14,MNCN.JK,664586241.3,726497860.3,-61911619.01
2018-09-17,MNCN.JK,780785493.03,965498297.99,-184712804.96
2018-09-18,MNCN.JK,2131781302.93,2359383553.83,-227602250.89
2018-09-19,MNCN.JK,2477835508.48,1575358302.76,902477205.72
2018-09-20,MNCN.JK,6253097549.1,1592615629.13,4660481919.97
2018-09-21,MNCN.JK,639856171.21,1015615667.34,-375759496.12
2018-09-24,MNCN.JK,433307637.73,800507875.89,-367200238.16
2018-09-25,MNCN.JK,511914072.28,843309741.95,-331395669.67
2018-09-26,MNCN.JK,838888683.22,1107698739.6,-268810056.38
2018-09-27,MNCN.JK,255984622.99,308284103.8,-52299480.81
2018-09-28,MNCN.JK,670575344.79,1105311920.07,-434736575.27
2018-10-01,MNCN.JK,2511299950.39,1865489389.12,645810561.27
2018-10-02,MNCN.JK,1560099733.4,2310814262.31,-750714528.92
2018-10-03,MNCN.JK,1287344504.91,1530082343.61,-242737838.7
2018-10-04,MNCN.JK,1321194561.19,2483134455.26,-1161939894.07
2018-10-05,MNCN.JK,1732375942.36,1546669933.98,185706008.37
2018-10-08,MNCN.JK,383690190.64,405997279.25,-22307088.61
2018-10-09,MNCN.JK,2525907611.76,4190739787.75,-1664832176.0
2018-10-10,MNCN.JK,2030226306.86,4380997154.18,-2350770847.31
2018-10-11,MNCN.JK,2283704332.94,4342950244.19,-2059245911.26
2018-10-12,MNCN.JK,2441067379.93,1232451056.39,1208616323.54
2018-10-15,MNCN.JK,1487986603.03,2062872883.52,-574886280.49
2018-10-16,MNCN.JK,1955656041.18,3385886182.56,-1430230141.39
2018-10-17,MNCN.JK,7054668782.47,997869206.87,6056799575.59
2018-10-18,MNCN.JK,5191785325.18,3119717273.89,2072068051.29
2018-10-19,MNCN.JK,3081490066.5,4588044778.92,-1506554712.42
2018-10-22,MNCN.JK,765556501.73,931012131.89,-165455630.16
2018-10-23,MNCN.JK,3523901706.75,2395021269.18,1128880437.57
2018-10-24,MNCN.JK,1733349639.76,1613038326.73,120311313.03
2018-10-25,MNCN.JK,7459811883.22,705240064.61,6754571818.61
2018-10-26,MNCN.JK,443215902.86,549011225.96,-105795323.1
2018-10-29,MNCN.JK,525013980.76,782708999.05,-257695018.29
2018-10-30,MNCN.JK,1213679634.42,1793585368.53,-579905734.11
2018-10-31,MNCN.JK,985171848.61,3564947250.22,-2579775401.61
2018-11-01,MNCN.JK,2313877220.7,1204052354.23,1109824866.47
2018-11-02,MNCN.JK,1188801848.95,546997208.7,641804640.25
2018-11-05,MNCN.JK,904183410.89,1058096518.97,-153913108.08
2018-11-06,MNCN.JK,6129967975.67,2267758183.38,3862209792.29
2018-11-07,MNCN.JK,2410058082.17,3224401380.6,-814343298.43
2018-11-08,MNCN.JK,1480533906.17,2441309206.35,-960775300.18
2018-11-09,MNCN.JK,796959015.62,1187038291.0,-390079275.38
2018-11-12,MNCN.JK,858114775.66,1847021620.08,-988906844.43
2018-11-13,MNCN.JK,903138216.3,1411876431.19,-508738214.89
2018-11-14,MNCN.JK,1587076420.82,1917588680.1,-330512259.27
2018-11-15,MNCN.JK,3981318107.5,1603296038.25,2378022069.24
2018-11-16,MNCN.JK,5743995669.83,4618636399.94,1125359269.89
2018-11-19,MNCN.JK,1583774974.38,2827842668.85,-1244067694.47
2018-11-20,MNCN.JK,0.0,0.0,0.0
2018-11-21,MNCN.JK,2266507930.31,2691361066.39,-424853136.07
2018-11-22,MNCN.JK,4319762930.69,2922600025.82,1397162904.87
2018-11-23,MNCN.JK,2371843897.8,3432102329.4,-1060258431.6
2018-11-26,MNCN.JK,2731578799.9,1496747556.94,1234831242.96
2018-11-27,MNCN.JK,3773822238.41,3639251170.38,134571068.03
2018-11-28,MNCN.JK,1018238677.29,1100665737.23,-82427059.94
2018-11-29,MNCN.JK,4224547523.33,3965845962.11,258701561.22
2018-11-30,MNCN.JK,2644305209.7,3841755969.32,-1197450759.62
2018-12-03,MNCN.JK,1802745120.03,1933471034.32,-130725914.29
2018-12-04,MNCN.JK,882406636.6,1475708594.59,-593301957.99
2018-12-05,MNCN.JK,2193085645.75,3029878258.3,-836792612.55
2018-12-06,MNCN.JK,713728022.25,1188961933.03,-475233910.79
2018-12-07,MNCN.JK,1461428540.44,1764073538.37,-302644997.92
2018-12-10,MNCN.JK,1768125799.64,1480627181.19,287498618.45
2018-12-11,MNCN.JK,5743352355.45,4301091460.4,1442260895.04
2018-12-12,MNCN.JK,1628568473.27,2295672307.73,-667103834.45
2018-12-13,MNCN.JK,2630759093.36,2896970467.3,-266211373.94
2018-12-14,MNCN.JK,6024292055.18,1940852932.76,4083439122.42
2018-12-17,MNCN.JK,2591606812.42,11487427696.29,-8895820883.88
2018-12-18,MNCN.JK,3509488374.86,4671562511.97,-1162074137.11
2018-12-19,MNCN.JK,1583572247.37,2937892797.53,-1354320550.15
2018-12-20,MNCN.JK,3404613531.66,5250251669.08,-1845638137.42
2018-12-21,MNCN.JK,6439107388.24,890991500.27,5548115887.97
2018-12-24,MNCN.JK,0.0,0.0,0.0
2018-12-25,MNCN.JK,0.0,0.0,0.0
2018-12-26,MNCN.JK,724257499.24,2199419272.12,-1475161772.89
2018-12-27,MNCN.JK,1145819330.86,1760420346.39,-614601015.52
2018-12-28,MNCN.JK,2948861114.5,5983789583.22,-3034928468.72
2018-12-31,MNCN.JK,0.0,0.0,0.0
2019-01-01,MNCN.JK,0.0,0.0,0.0
2019-01-02,MNCN.JK,2901613399.53,2140155761.26,761457638.27
2019-01-03,MNCN.JK,2184350283.94,847181613.48,1337168670.46
2019-01-04,MNCN.JK,3148816572.42,3340382984.68,-191566412.26
2019-01-07,MNCN.JK,5118407183.16,1761859462.84,3356547720.32
2019-01-08,MNCN.JK,1933120458.98,1581656134.74,351464324.23
2019-01-09,MNCN.JK,3476832027.58,3781895800.78,-305063773.2
2019-01-10,MNCN.JK,5992307401.21,4861359684.13,1130947717.08
2019-01-11,MNCN.JK,3018925098.59,3102650434.99,-83725336.41
2019-01-14,MNCN.JK,9966303815.33,1093808005.26,8872495810.08
2019-01-15,MNCN.JK,4997709940.75,3336183474.38,1661526466.37
2019-01-16,MNCN.JK,9415365771.59,2367810454.67,7047555316.92
2019-01-17,MNCN.JK,3797560683.74,4055487749.18,-257927065.44
2019-01-18,MNCN.JK,1217298370.26,1394379375.22,-177081004.95
2019-01-21,MNCN.JK,1757353910.65,7078316416.78,-5320962506.13
2019-01-22,MNCN.JK,2505341467.51,931207255.76,1574134211.75
2019-01-23,MNCN.JK,4093838084.26,1905473316.99,2188364767.27
2019-01-24,MNCN.JK,2249147388.68,4256902187.02,-2007754798.34
2019-01-25,MNCN.JK,5782388399.94,2159372121.32,3623016278.62
2019-01-28,MNCN.JK,3200003464.39,5014670014.39,-1814666550.0
2019-01-29,MNCN.JK,1825225371.33,7769125895.44,-5943900524.12
2019-01-30,MNCN.JK,3721700753.46,7514152963.6,-3792452210.14
2019-01-31,MNCN.JK,5865393357.04,2076657863.62,3788735493.42
2019-02-01,MNCN.JK,924439098.32,872493442.62,51945655.7
2019-02-04,MNCN.JK,1031169964.99,2055670679.75,-1024500714.76
2019-02-05,MNCN.JK,0.0,0.0,0.0
2019-02-06,MNCN.JK,6641132702.97,1913146139.32,4727986563.65
2019-02-07,MNCN.JK,2435866405.67,2973570063.0,-537703657.33
2019-02-08,MNCN.JK,758424796.39,418530259.2,339894537.19
2019-02-11,MNCN.JK,2519177319.28,6305199694.41,-3786022375.13
2019-02-12,MNCN.JK,1292208363.59,3835750113.87,-2543541750.28
2019-02-13,MNCN.JK,464549650.77,591063331.77,-126513681.01
2019-02-14,MNCN.JK,2102315587.42,633810645.62,1468504941.8
2019-02-15,MNCN.JK,42306166230.12,3512132971.6,38794033258.51
2019-02-18,MNCN.JK,17361981195.64,4697639369.42,12664341826.21
2019-02-19,MNCN.JK,3564695029.89,7092149315.85,-3527454285.96
2019-02-20,MNCN.JK,24242980830.63,3687158400.05,20555822430.58
2019-02-21,MNCN.JK,5453013692.57,12077336638.64,-6624322946.07
2019-02-22,MNCN.JK,987515585.58,1755866930.44,-768351344.86
2019-02-25,MNCN.JK,2517593093.75,2473996522.23,43596571.52
2019-02-26,MNCN.JK,4042159811.86,3414153642.43,628006169.43
2019-02-27,MNCN.JK,10636291872.71,3361618487.76,7274673384.96
2019-02-28,MNCN.JK,1098206781.8,4751778026.05,-3653571244.25
2019-03-01,MNCN.JK,2088289323.2,1371062952.71,717226370.49
2019-03-04,MNCN.JK,1041782420.1,3635257354.01,-2593474933.91
2019-03-05,MNCN.JK,2108220697.79,2396699536.37,-288478838.58
2019-03-06,MNCN.JK,2681425278.79,4289554886.84,-1608129608.04
2019-03-07,MNCN.JK,0.0,0.0,0.0
2019-03-08,MNCN.JK,578184846.48,3496288280.57,-2918103434.09
2019-03-11,MNCN.JK,1459895298.31,2912640133.1,-1452744834.79
2019-03-12,MNCN.JK,837492913.86,1092221539.51,-254728625.65
2019-03-13,MNCN.JK,1086487518.09,634955550.57,451531967.53
2019-03-14,MNCN.JK,302172323.62,360693460.26,-58521136.64
2019-03-15,MNCN.JK,1802124382.34,467543754.67,1334580627.67
2019-03-18,MNCN.JK,2036483595.66,3810820299.78,-1774336704.13
2019-03-19,MNCN.JK,820504973.19,785340483.23,35164489.96
2019-03-20,MNCN.JK,1062104740.69,2132439750.11,-1070335009.42
2019-03-21,MNCN.JK,921566150.74,6048552754.48,-5126986603.74
2019-03-22,MNCN.JK,1215285161.77,1611814212.48,-396529050.71
2019-03-25,MNCN.JK,1348932659.22,3834152513.16,-2485219853.94
2019-03-26,MNCN.JK,1237737062.55,2053742708.91,-816005646.37
2019-03-27,MNCN.JK,2751817211.99,965631281.6,1786185930.39
2019-03-28,MNCN.JK,3696766507.5,3680028678.94,16737828.56
2019-03-29,MNCN.JK,1026362747.58,1101803735.4,-75440987.82
2019-04-01,MNCN.JK,1193447843.85,1232720033.94,-39272190.08
2019-04-02,MNCN.JK,1525066960.88,1631351000.57,-106284039.69
2019-04-03,MNCN.JK,0.0,0.0,0.0
2019-04-04,MNCN.JK,1779116656.92,1601612161.98,177504494.93
2019-04-05,MNCN.JK,5624899402.02,1618726191.22,4006173210.8
2019-04-08,MNCN.JK,1046164821.61,1125973310.57,-79808488.96
2019-04-09,MNCN.JK,2308396321.08,902063123.67,1406333197.4
2019-04-10,MNCN.JK,1699267888.64,1326443259.09,372824629.54
2019-04-11,MNCN.JK,482676260.46,533227889.4,-50551628.93
2019-04-12,MNCN.JK,554865279.63,1120608584.0,-565743304.37
2019-04-15,MNCN.JK,6293116246.62,1034893058.98,5258223187.64
2019-04-16,MNCN.JK,4502993369.43,3029384753.14,1473608616.29
2019-04-17,MNCN.JK,0.0,0.0,0.0
2019-04-18,MNCN.JK,2695350429.35,2980923656.42,-285573227.07
2019-04-19,MNCN.JK,0.0,0.0,0.0
2019-04-22,MNCN.JK,1185933177.88,4136403649.21,-2950470471.33
2019-04-23,MNCN.JK,6280190935.65,1658473167.9,4621717767.75
2019-04-24,MNCN.JK,11124277400.16,2527745308.58,8596532091.58
2019-04-25,MNCN.JK,12900940050.65,2774127843.9,10126812206.74
2019-04-26,MNCN.JK,3741405942.09,6345323352.55,-2603917410.46
2019-04-29,MNCN.JK,5485327746.77,2147024479.32,3338303267.46
2019-04-30,MNCN.JK,2307084168.22,4288948741.26,-1981864573.04
2019-05-01,MNCN.JK,0.0,0.0,0.0
2019-05-02,MNCN.JK,5241966905.77,7135782376.23,-1893815470.47
2019-05-03,MNCN.JK,7250214074.59,10170488462.76,-2920274388.18
2019-05-06,MNCN.JK,2928737024.93,5906502668.19,-2977765643.26
2019-05-07,MNCN.JK,9651966472.73,7097679081.78,2554287390.95
2019-05-08,MNCN.JK,4607130885.07,5803611685.77,-1196480800.7
2019-05-09,MNCN.JK,4658369894.61,5989520529.45,-1331150634.84
2019-05-10,MNCN.JK,5823168494.38,7691979582.06,-1868811087.67
2019-05-13,MNCN.JK,4973980020.17,4178731213.17,795248807.01
2019-05-14,MNCN.JK,16669335089.95,1926787611.87,14742547478.08
2019-05-15,MNCN.JK,5498153963.94,16590876260.16,-11092722296.22
2019-05-16,MNCN.JK,2931008828.97,6369530254.83,-3438521425.85
2019-05-17,MNCN.JK,6257026474.14,2540650350.1,3716376124.04
2019-05-20,MNCN.JK,3611048569.68,3188456776.2,422591793.49
2019-05-21,MNCN.JK,8528740993.56,4607836433.14,3920904560.42
2019-05-22,MNCN.JK,2380392389.78,1741344099.93,639048289.85
2019-05-23,MNCN.JK,19205038756.61,1279513833.5,17925524923.12
2019-05-24,MNCN.JK,5023277375.84,2444278882.51,2578998493.32
2019-05-27,MNCN.JK,7934083255.25,4436204376.04,3497878879.21
2019-05-28,MNCN.JK,24183603806.03,4620786655.61,19562817150.42
2019-05-29,MNCN.JK,10183357486.39,14019411713.22,-3836054226.84
2019-05-30,MNCN.JK,0.0,0.0,0.0
2019-05-31,MNCN.JK,8642749999.2,5464411398.53,3178338600.67
2019-06-03,MNCN.JK,0.0,0.0,0.0
2019-06-04,MNCN.JK,0.0,0.0,0.0
2019-06-05,MNCN.JK,0.0,0.0,0.0
2019-06-06,MNCN.JK,0.0,0.0,0.0
2019-06-07,MNCN.JK,0.0,0.0,0.0
2019-06-10,MNCN.JK,36437746300.12,6700831877.03,29736914423.08
2019-06-11,MNCN.JK,16612052756.57,8578010364.83,8034042391.74
2019-06-12,MNCN.JK,3398105000.63,2642914648.35,755190352.27
2019-06-13,MNCN.JK,9005719886.71,9218300285.39,-212580398.68
2019-06-14,MNCN.JK,13839958149.16,3036667699.64,10803290449.53
2019-06-17,MNCN.JK,824271037.46,45310591564.04,-44486320526.58
2019-06-18,MNCN.JK,37397700252.88,0.0,37397700252.88
2019-06-20,MNCN.JK,1964827656.34,27456119309.11,-25491291652.77
2019-06-21,MNCN.JK,9816415239.09,17730455905.35,-7914040666.26
2019-06-24,MNCN.JK,8188083047.57,7435832366.0,752250681.58
2019-06-25,MNCN.JK,4614666637.79,6904324680.08,-2289658042.29
2019-06-26,MNCN.JK,40598135349.09,3780509325.07,36817626024.02
2019-06-27,MNCN.JK,17921975456.84,10282262534.82,7639712922.02
2019-06-28,MNCN.JK,1501135269.53,2447339582.65,-946204313.12
2019-07-01,MNCN.JK,9346846208.78,2669742685.21,6677103523.56
2019-07-02,MNCN.JK,6468320424.6,4246525892.42,2221794532.18
2019-07-03,MNCN.JK,41094608976.87,4008418221.32,37086190755.55
2019-07-04,MNCN.JK,35748004684.34,8300237620.78,27447767063.56
2019-07-05,MNCN.JK,4660190712.85,4776041047.35,-115850334.51
2019-07-08,MNCN.JK,3357437266.22,11163944891.54,-7806507625.32
2019-07-09,MNCN.JK,12558875738.52,2263907671.86,10294968066.65
2019-07-10,MNCN.JK,5194514425.18,6092519843.57,-898005418.39
2019-07-11,MNCN.JK,16913490933.7,3113326276.05,13800164657.64
2019-07-12,MNCN.JK,21710251819.33,2347358641.89,19362893177.44
2019-07-15,MNCN.JK,15498957059.57,7267877555.11,8231079504.46
