ticker,month,price,pe,pb,data_source,pit_pe,pit_pb,quality_score,growth_score,value_score,momentum_score,final_score,fy_used,fy_actual,qg_source
ADRO.JK,2022-01-01,757.1715698242188,7.235843,13176.471,trailing,0.0,0.0,52.56,77.78,33.89,92.59,72.27,2021,2021,trailing
AKRA.JK,2022-01-01,531.2363891601562,9.398352,1.8836404,trailing,0.0,0.0,48.03,66.67,36.48,51.85,53.8,2021,2021,trailing
AMRT.JK,2022-01-01,1116.7427978515625,14.792551,2.7902405,trailing,0.0,0.0,52.9,40.74,30.92,48.15,45.39,2021,2021,trailing
ANTM.JK,2022-01-01,1470.8990478515625,9.1657505,1.7011505,trailing,0.0,0.0,50.93,61.12,47.22,3.7,37.09,2021,2021,trailing
ARTO.JK,2022-01-01,16400.0,43.661972,1.4455135,trailing,0.0,0.0,35.37,72.22,33.15,59.26,54.56,2021,2021,trailing
ASII.JK,2022-01-01,3740.151123046875,5.820692,0.7865944,trailing,0.0,0.0,57.12,7.4,72.41,31.48,34.76,2021,2021,trailing
BBCA.JK,2022-01-01,6555.3310546875,10.775863,2.4064806,trailing,0.0,0.0,84.07,25.92,40.93,62.97,54.93,2021,2021,trailing
BBNI.JK,2022-01-01,2779.3857421875,5.88926,0.7418746,trailing,0.0,0.0,53.89,37.03,73.15,79.63,59.77,2021,2021,trailing
BBRI.JK,2022-01-01,2895.2529296875,7.042254,1.2199025,trailing,0.0,0.0,71.85,57.41,63.15,50.0,59.0,2021,2021,trailing
BMRI.JK,2022-01-01,2641.64306640625,6.1274314,1.1741004,trailing,0.0,0.0,79.82,36.12,67.22,70.37,62.14,2021,2021,trailing
BRPT.JK,2022-01-01,878.8179321289062,13.605442,59200.0,trailing,0.0,0.0,35.52,100.0,23.52,25.93,50.31,2021,2021,trailing
BUKA.JK,2022-01-01,356.0,4.2421904,0.40420225,trailing,0.0,0.0,64.66,59.26,82.41,25.92,51.26,2021,2021,trailing
CPIN.JK,2022-01-01,5891.64599609375,8.305689,1.5095513,trailing,0.0,0.0,61.06,66.66,54.26,42.59,55.6,2021,2021,trailing
EMTK.JK,2022-01-01,1654.6192626953125,11.260285,0.8623849,trailing,0.0,0.0,45.83,57.41,47.59,9.26,36.68,2021,2021,trailing
ESSA.JK,2022-01-01,551.0540161132812,10.965323,21666.666,trailing,0.0,0.0,65.74,90.74,23.15,90.74,77.73,2021,2021,trailing
HRUM.JK,2022-01-01,2019.7071533203125,12.164579,9577.465,trailing,0.0,0.0,17.82,66.67,28.33,96.3,60.99,2021,2021,trailing
INCO.JK,2022-01-01,4578.958984375,27.548376,17116.105,trailing,0.0,0.0,40.57,79.63,21.3,11.11,40.05,2021,2021,trailing
INDF.JK,2022-01-01,5416.869140625,4.8638134,0.6870716,trailing,0.0,0.0,47.71,37.03,78.33,38.89,44.48,2021,2021,trailing
ITMG.JK,2022-01-01,10116.369140625,7.5872536,12732.558,trailing,0.0,0.0,49.51,16.67,35.37,85.19,50.73,2021,2021,trailing
KLBF.JK,2022-01-01,1508.7568359375,8.725675,1.2942996,trailing,0.0,0.0,68.01,31.48,53.52,64.81,54.48,2021,2021,trailing
MDKA.JK,2022-01-01,3551.188232421875,0.0,80312.5,trailing,0.0,0.0,7.36,25.92,55.0,68.52,39.1,2021,2021,trailing
MEDC.JK,2022-01-01,466.9070434570313,10.952555,13539.325,trailing,0.0,0.0,25.17,83.34,26.11,25.92,42.98,2021,2021,trailing
PGAS.JK,2022-01-01,947.490234375,8.424787,12991.453,trailing,0.0,0.0,35.03,35.19,32.78,59.26,43.33,2021,2021,trailing
PTBA.JK,2022-01-01,1310.41455078125,8.928572,1.2672404,trailing,0.0,0.0,53.25,50.0,43.52,57.41,52.76,2021,2021,trailing
SMGR.JK,2022-01-01,5827.5703125,45.668137,0.24051498,trailing,0.0,0.0,27.02,62.96,45.0,9.26,33.38,2021,2021,trailing
TLKM.JK,2022-01-01,3388.65185546875,16.778116,2.0289195,trailing,0.0,0.0,61.4,10.19,31.67,72.22,46.85,2021,2021,trailing
TOWR.JK,2022-01-01,917.0939331054688,4.7826085,0.712203,trailing,0.0,0.0,61.67,44.45,78.7,24.08,45.05,2021,2021,trailing
UNTR.JK,2022-01-01,13733.0859375,6.277455,0.7764926,trailing,0.0,0.0,56.13,0.0,54.26,42.59,34.37,2021,2021,trailing
ADRO.JK,2022-02-01,828.156494140625,7.235843,13176.471,trailing,0.0,0.0,52.56,77.78,33.89,96.3,73.57,2021,2021,trailing
AKRA.JK,2022-02-01,549.4293212890625,9.398352,1.8836404,trailing,0.0,0.0,48.03,66.67,36.48,44.45,51.21,2021,2021,trailing
AMRT.JK,2022-02-01,1044.849365234375,14.792551,2.7902405,trailing,0.0,0.0,52.9,40.74,30.92,25.93,37.61,2021,2021,trailing
ANTM.JK,2022-02-01,1844.8564453125,9.1657505,1.7011505,trailing,0.0,0.0,50.93,61.12,47.22,12.96,40.33,2021,2021,trailing
ARTO.JK,2022-02-01,16175.0,43.661972,1.4455135,trailing,0.0,0.0,35.37,72.22,33.15,64.81,56.51,2021,2021,trailing
ASII.JK,2022-02-01,3962.168701171875,5.820692,0.7865944,trailing,0.0,0.0,57.12,7.4,72.41,46.3,39.95,2021,2021,trailing
BBCA.JK,2022-02-01,6920.71044921875,10.775863,2.4064806,trailing,0.0,0.0,84.07,25.92,40.93,59.26,53.63,2021,2021,trailing
BBNI.JK,2022-02-01,3035.506591796875,5.88926,0.7418746,trailing,0.0,0.0,53.89,37.03,73.15,79.63,59.77,2021,2021,trailing
BBRI.JK,2022-02-01,3236.7080078125,7.042254,1.2199025,trailing,0.0,0.0,71.85,57.41,63.15,55.55,60.94,2021,2021,trailing
BMRI.JK,2022-02-01,2721.1572265625,6.1274314,1.1741004,trailing,0.0,0.0,79.82,36.12,67.22,66.67,60.85,2021,2021,trailing
BRPT.JK,2022-02-01,878.8179321289062,13.605442,59200.0,trailing,0.0,0.0,35.52,100.0,23.52,11.11,45.12,2021,2021,trailing
BUKA.JK,2022-02-01,338.0,4.2421904,0.40420225,trailing,0.0,0.0,64.66,59.26,82.41,15.74,47.69,2021,2021,trailing
CPIN.JK,2022-02-01,5424.0546875,8.305689,1.5095513,trailing,0.0,0.0,61.06,66.66,54.26,20.37,47.82,2021,2021,trailing
EMTK.JK,2022-02-01,1908.1124267578125,11.260285,0.8623849,trailing,0.0,0.0,45.83,57.41,47.59,25.93,42.51,2021,2021,trailing
ESSA.JK,2022-02-01,620.5146484375,10.965323,21666.666,trailing,0.0,0.0,65.74,90.74,23.15,96.3,79.68,2021,2021,trailing
HRUM.JK,2022-02-01,2333.35595703125,12.164579,9577.465,trailing,0.0,0.0,17.82,66.67,28.33,92.59,59.7,2021,2021,trailing
INCO.JK,2022-02-01,5249.76220703125,27.548376,17116.105,trailing,0.0,0.0,40.57,79.63,21.3,27.78,45.88,2021,2021,trailing
INDF.JK,2022-02-01,5309.81640625,4.8638134,0.6870716,trailing,0.0,0.0,47.71,37.03,78.33,35.19,43.19,2021,2021,trailing
ITMG.JK,2022-02-01,12464.396484375,7.5872536,12732.558,trailing,0.0,0.0,49.51,16.67,35.37,90.74,52.67,2021,2021,trailing
KLBF.JK,2022-02-01,1513.3568115234375,8.725675,1.2942996,trailing,0.0,0.0,68.01,31.48,53.52,50.0,49.3,2021,2021,trailing
MDKA.JK,2022-02-01,3775.57666015625,0.0,80312.5,trailing,0.0,0.0,7.36,25.92,55.0,77.78,42.34,2021,2021,trailing
MEDC.JK,2022-02-01,504.7643432617188,10.952555,13539.325,trailing,0.0,0.0,25.17,83.34,26.11,37.03,46.87,2021,2021,trailing
PGAS.JK,2022-02-01,988.6854858398438,8.424787,12991.453,trailing,0.0,0.0,35.03,35.19,32.78,54.63,41.71,2021,2021,trailing
PTBA.JK,2022-02-01,1443.7548828125,8.928572,1.2672404,trailing,0.0,0.0,53.25,50.0,43.52,74.08,58.59,2021,2021,trailing
SMGR.JK,2022-02-01,6239.18310546875,45.668137,0.24051498,trailing,0.0,0.0,27.02,62.96,45.0,3.71,31.44,2021,2021,trailing
TLKM.JK,2022-02-01,3509.964111328125,16.778116,2.0289195,trailing,0.0,0.0,61.4,10.19,31.67,72.22,46.85,2021,2021,trailing
TOWR.JK,2022-02-01,926.0411987304688,4.7826085,0.712203,trailing,0.0,0.0,61.67,44.45,78.7,7.4,39.21,2021,2021,trailing
UNTR.JK,2022-02-01,14787.193359375,6.277455,0.7764926,trailing,0.0,0.0,56.13,0.0,54.26,55.56,38.9,2021,2021,trailing
ADRO.JK,2022-03-01,909.2821044921876,7.235843,13176.471,trailing,0.0,0.0,52.56,77.78,33.89,92.59,72.27,2021,2021,trailing
AKRA.JK,2022-03-01,662.2261352539062,9.398352,1.8836404,trailing,0.0,0.0,48.03,66.67,36.48,50.0,53.16,2021,2021,trailing
AMRT.JK,2022-03-01,1457.03759765625,14.792551,2.7902405,trailing,0.0,0.0,52.9,40.74,30.92,61.11,49.93,2021,2021,trailing
ANTM.JK,2022-03-01,2027.6800537109373,9.1657505,1.7011505,trailing,0.0,0.0,50.93,61.12,47.22,37.04,48.75,2021,2021,trailing
ARTO.JK,2022-03-01,14650.0,43.661972,1.4455135,trailing,0.0,0.0,35.37,72.22,33.15,48.14,50.67,2021,2021,trailing
ASII.JK,2022-03-01,4491.59716796875,5.820692,0.7865944,trailing,0.0,0.0,57.12,7.4,72.41,55.55,43.18,2021,2021,trailing
BBCA.JK,2022-03-01,6961.30859375,10.775863,2.4064806,trailing,0.0,0.0,84.07,25.92,40.93,53.7,51.68,2021,2021,trailing
BBNI.JK,2022-03-01,3188.126220703125,5.88926,0.7418746,trailing,0.0,0.0,53.89,37.03,73.15,79.63,59.77,2021,2021,trailing
BBRI.JK,2022-03-01,3446.365478515625,7.042254,1.2199025,trailing,0.0,0.0,71.85,57.41,63.15,57.41,61.59,2021,2021,trailing
BMRI.JK,2022-03-01,2924.93896484375,6.1274314,1.1741004,trailing,0.0,0.0,79.82,36.12,67.22,66.66,60.84,2021,2021,trailing
BRPT.JK,2022-03-01,893.6294555664062,13.605442,59200.0,trailing,0.0,0.0,35.52,100.0,23.52,14.81,46.42,2021,2021,trailing
BUKA.JK,2022-03-01,382.0,4.2421904,0.40420225,trailing,0.0,0.0,64.66,59.26,82.41,11.11,46.07,2021,2021,trailing
CPIN.JK,2022-03-01,5283.77783203125,8.305689,1.5095513,trailing,0.0,0.0,61.06,66.66,54.26,7.4,43.28,2021,2021,trailing
EMTK.JK,2022-03-01,2258.39404296875,11.260285,0.8623849,trailing,0.0,0.0,45.83,57.41,47.59,55.55,52.88,2021,2021,trailing
ESSA.JK,2022-03-01,1125.26171875,10.965323,21666.666,trailing,0.0,0.0,65.74,90.74,23.15,100.0,80.97,2021,2021,trailing
HRUM.JK,2022-03-01,2033.964111328125,12.164579,9577.465,trailing,0.0,0.0,17.82,66.67,28.33,68.52,51.27,2021,2021,trailing
INCO.JK,2022-03-01,6513.59326171875,27.548376,17116.105,trailing,0.0,0.0,40.57,79.63,21.3,81.48,64.68,2021,2021,trailing
INDF.JK,2022-03-01,5095.7109375,4.8638134,0.6870716,trailing,0.0,0.0,47.71,37.03,78.33,11.11,34.76,2021,2021,trailing
ITMG.JK,2022-03-01,13340.5234375,7.5872536,12732.558,trailing,0.0,0.0,49.51,16.67,35.37,88.89,52.03,2021,2021,trailing
KLBF.JK,2022-03-01,1481.1575927734375,8.725675,1.2942996,trailing,0.0,0.0,68.01,31.48,53.52,35.19,44.11,2021,2021,trailing
MDKA.JK,2022-03-01,4419.4736328125,0.0,80312.5,trailing,0.0,0.0,7.36,25.92,55.0,90.75,46.88,2021,2021,trailing
MEDC.JK,2022-03-01,466.9070434570313,10.952555,13539.325,trailing,0.0,0.0,25.17,83.34,26.11,22.22,41.68,2021,2021,trailing
PGAS.JK,2022-03-01,964.6548461914062,8.424787,12991.453,trailing,0.0,0.0,35.03,35.19,32.78,42.59,37.5,2021,2021,trailing
PTBA.JK,2022-03-01,1512.72412109375,8.928572,1.2672404,trailing,0.0,0.0,53.25,50.0,43.52,55.55,52.11,2021,2021,trailing
SMGR.JK,2022-03-01,5762.57958984375,45.668137,0.24051498,trailing,0.0,0.0,27.02,62.96,45.0,1.85,30.79,2021,2021,trailing
TLKM.JK,2022-03-01,3704.063232421875,16.778116,2.0289195,trailing,0.0,0.0,61.4,10.19,31.67,64.81,44.26,2021,2021,trailing
TOWR.JK,2022-03-01,957.3563842773438,4.7826085,0.712203,trailing,0.0,0.0,61.67,44.45,78.7,12.96,41.16,2021,2021,trailing
UNTR.JK,2022-03-01,15173.2041015625,6.277455,0.7764926,trailing,0.0,0.0,56.13,0.0,54.26,33.34,31.13,2021,2021,trailing
ADRO.JK,2022-04-01,1128.9971923828125,7.235843,13176.471,trailing,0.0,0.0,54.31,76.78,33.22,96.43,73.68,2021,2021,trailing
AKRA.JK,2022-04-01,778.661376953125,9.398352,1.8836404,trailing,0.0,0.0,49.12,66.07,35.72,66.07,58.8,2021,2021,trailing
AMRT.JK,2022-04-01,1639.1673583984375,14.792551,2.7902405,trailing,0.0,0.0,54.63,41.07,30.36,78.57,56.51,2021,2021,trailing
ANTM.JK,2022-04-01,2160.642578125,9.1657505,1.7011505,trailing,0.0,0.0,52.04,60.72,46.07,35.72,48.33,2021,2021,trailing
ARTO.JK,2022-04-01,11650.0,43.661972,1.4455135,trailing,0.0,0.0,37.68,73.21,33.57,19.64,41.61,2021,2021,trailing
ASII.JK,2022-04-01,5174.7294921875,5.820692,0.7865944,trailing,0.0,0.0,57.9,7.14,71.43,55.36,43.14,2021,2021,trailing
BBCA.JK,2022-04-01,7092.2412109375,10.775863,2.4064806,trailing,0.0,0.0,84.65,26.79,40.0,41.08,47.58,2021,2021,trailing
BBNI.JK,2022-04-01,3564.90478515625,5.88926,0.7418746,trailing,0.0,0.0,55.54,37.5,72.14,71.43,57.35,2021,2021,trailing
BBRI.JK,2022-04-01,3601.674072265625,7.042254,1.2199025,trailing,0.0,0.0,72.86,57.15,62.5,48.22,58.49,2021,2021,trailing
BMRI.JK,2022-04-01,3313.69677734375,6.1274314,1.1741004,trailing,0.0,0.0,80.54,36.61,66.43,62.5,59.64,2021,2021,trailing
BRPT.JK,2022-04-01,839.3204345703125,13.605442,59200.0,trailing,0.0,0.0,37.1,100.0,23.21,14.29,46.6,2021,2021,trailing
BUKA.JK,2022-04-01,382.0,4.2421904,0.40420225,trailing,0.0,0.0,65.22,59.82,81.07,9.82,45.79,2021,2021,trailing
CPIN.JK,2022-04-01,4816.1865234375,8.305689,1.5095513,trailing,0.0,0.0,62.51,66.07,53.93,7.14,43.34,2021,2021,trailing
EMTK.JK,2022-04-01,2756.162353515625,11.260285,0.8623849,trailing,0.0,0.0,47.8,58.03,47.5,66.07,57.23,2021,2021,trailing
ESSA.JK,2022-04-01,1148.4151611328125,10.965323,21666.666,trailing,0.0,0.0,66.97,91.08,22.86,100.0,81.35,2021,2021,trailing
GOTO.JK,2022-04-01,272.0,0.0,1.6553551,trailing,0.0,0.0,10.12,52.67,69.28,25.89,34.32,2021,2021,trailing
HRUM.JK,2022-04-01,2190.788330078125,12.164579,9577.465,trailing,0.0,0.0,19.99,66.07,27.86,85.72,57.61,2021,2021,trailing
INCO.JK,2022-04-01,7096.90087890625,27.548376,17116.105,trailing,0.0,0.0,42.7,78.57,21.07,73.22,61.98,2021,2021,trailing
INDF.JK,2022-04-01,5395.458984375,4.8638134,0.6870716,trailing,0.0,0.0,48.83,37.5,77.14,26.79,40.55,2021,2021,trailing
ITMG.JK,2022-04-01,14834.990234375,7.5872536,12732.558,trailing,0.0,0.0,51.34,16.07,34.64,91.08,53.0,2021,2021,trailing
KLBF.JK,2022-04-01,1508.7568359375,8.725675,1.2942996,trailing,0.0,0.0,69.18,30.36,53.21,35.71,44.22,2021,2021,trailing
MDKA.JK,2022-04-01,5300.0,0.0,80312.5,trailing,0.0,0.0,9.93,25.89,54.28,89.28,46.93,2021,2021,trailing
MEDC.JK,2022-04-01,462.70068359375,10.952555,13539.325,trailing,0.0,0.0,27.12,82.15,25.72,16.07,39.62,2021,2021,trailing
PGAS.JK,2022-04-01,995.5513305664062,8.424787,12991.453,trailing,0.0,0.0,36.57,35.72,32.14,30.36,33.7,2021,2021,trailing
PTBA.JK,2022-04-01,1756.415283203125,8.928572,1.2672404,trailing,0.0,0.0,54.96,50.0,43.57,71.43,58.1,2021,2021,trailing
SMGR.JK,2022-04-01,5693.1875,45.668137,0.24051498,trailing,0.0,0.0,29.7,62.5,45.0,1.78,31.3,2021,2021,trailing
TLKM.JK,2022-04-01,3736.4130859375,16.778116,2.0289195,trailing,0.0,0.0,62.03,9.82,31.07,55.36,40.94,2021,2021,trailing
TOWR.JK,2022-04-01,903.6729736328124,4.7826085,0.712203,trailing,0.0,0.0,62.32,44.64,77.5,14.29,41.72,2021,2021,trailing
UNTR.JK,2022-04-01,18546.244140625,6.277455,0.7764926,trailing,0.0,0.0,57.78,0.0,53.93,60.72,41.09,2021,2021,trailing
ADRO.JK,2022-05-01,1156.26513671875,7.235843,13176.471,trailing,0.0,0.0,54.31,76.78,33.22,94.65,73.06,2021,2021,trailing
AKRA.JK,2022-05-01,828.86181640625,9.398352,1.8836404,trailing,0.0,0.0,49.12,66.07,35.72,73.22,61.3,2021,2021,trailing
AMRT.JK,2022-05-01,1744.6109619140625,14.792551,2.7902405,trailing,0.0,0.0,54.63,41.07,30.36,80.35,57.14,2021,2021,trailing
ANTM.JK,2022-05-01,2085.85107421875,9.1657505,1.7011505,trailing,0.0,0.0,52.04,60.72,46.07,37.5,48.96,2021,2021,trailing
ARTO.JK,2022-05-01,9375.0,43.661972,1.4455135,trailing,0.0,0.0,37.68,73.21,33.57,1.78,35.36,2021,2021,trailing
ASII.JK,2022-05-01,5152.99609375,5.820692,0.7865944,trailing,0.0,0.0,57.9,7.14,71.43,58.93,44.39,2021,2021,trailing
BBCA.JK,2022-05-01,6764.90771484375,10.775863,2.4064806,trailing,0.0,0.0,84.65,26.79,40.0,41.08,47.58,2021,2021,trailing
BBNI.JK,2022-05-01,3545.582763671875,5.88926,0.7418746,trailing,0.0,0.0,55.54,37.5,72.14,67.86,56.1,2021,2021,trailing
BBRI.JK,2022-05-01,3424.178955078125,7.042254,1.2199025,trailing,0.0,0.0,72.86,57.15,62.5,46.43,57.86,2021,2021,trailing
BMRI.JK,2022-05-01,3147.086181640625,6.1274314,1.1741004,trailing,0.0,0.0,80.54,36.61,66.43,58.92,58.38,2021,2021,trailing
BRPT.JK,2022-05-01,827.6792602539062,13.605442,59200.0,trailing,0.0,0.0,37.1,100.0,23.21,17.86,47.85,2021,2021,trailing
BUKA.JK,2022-05-01,294.0,4.2421904,0.40420225,trailing,0.0,0.0,65.22,59.82,81.07,13.39,47.04,2021,2021,trailing
CPIN.JK,2022-05-01,5049.982421875,8.305689,1.5095513,trailing,0.0,0.0,62.51,66.07,53.93,8.93,43.97,2021,2021,trailing
EMTK.JK,2022-05-01,1765.234619140625,11.260285,0.8623849,trailing,0.0,0.0,47.8,58.03,47.5,16.07,39.73,2021,2021,trailing
ESSA.JK,2022-05-01,1088.216064453125,10.965323,21666.666,trailing,0.0,0.0,66.97,91.08,22.86,100.0,81.35,2021,2021,trailing
GOTO.JK,2022-05-01,304.0,0.0,1.6553551,trailing,0.0,0.0,10.12,52.67,69.28,25.89,34.32,2021,2021,trailing
HRUM.JK,2022-05-01,2257.31982421875,12.164579,9577.465,trailing,0.0,0.0,19.99,66.07,27.86,75.0,53.85,2021,2021,trailing
INCO.JK,2022-05-01,7996.16552734375,27.548376,17116.105,trailing,0.0,0.0,42.7,78.57,21.07,78.57,63.85,2021,2021,trailing
INDF.JK,2022-05-01,5652.38525390625,4.8638134,0.6870716,trailing,0.0,0.0,48.83,37.5,77.14,32.14,42.42,2021,2021,trailing
ITMG.JK,2022-05-01,18282.55859375,7.5872536,12732.558,trailing,0.0,0.0,51.34,16.07,34.64,94.65,54.25,2021,2021,trailing
KLBF.JK,2022-05-01,1574.77001953125,8.725675,1.2942996,trailing,0.0,0.0,69.18,30.36,53.21,35.72,44.23,2021,2021,trailing
MDKA.JK,2022-05-01,5450.0,0.0,80312.5,trailing,0.0,0.0,9.93,25.89,54.28,82.14,44.43,2021,2021,trailing
MEDC.JK,2022-05-01,492.1451721191406,10.952555,13539.325,trailing,0.0,0.0,27.12,82.15,25.72,33.93,45.87,2021,2021,trailing
PGAS.JK,2022-05-01,1235.85693359375,8.424787,12991.453,trailing,0.0,0.0,36.57,35.72,32.14,57.15,43.07,2021,2021,trailing
PTBA.JK,2022-05-01,2082.869384765625,8.928572,1.2672404,trailing,0.0,0.0,54.96,50.0,43.57,85.72,63.1,2021,2021,trailing
SMGR.JK,2022-05-01,6493.7919921875,45.668137,0.24051498,trailing,0.0,0.0,29.7,62.5,45.0,10.71,34.42,2021,2021,trailing
TLKM.JK,2022-05-01,3485.701171875,16.778116,2.0289195,trailing,0.0,0.0,62.03,9.82,31.07,42.86,36.56,2021,2021,trailing
TOWR.JK,2022-05-01,894.7257080078125,4.7826085,0.712203,trailing,0.0,0.0,62.32,44.64,77.5,12.5,41.1,2021,2021,trailing
UNTR.JK,2022-05-01,19174.154296875,6.277455,0.7764926,trailing,0.0,0.0,57.78,0.0,53.93,66.07,42.96,2021,2021,trailing
ADRO.JK,2022-06-01,1011.2899780273438,7.235843,13176.471,trailing,0.0,0.0,54.31,76.78,33.22,91.07,71.81,2021,2021,trailing
AKRA.JK,2022-06-01,762.2568969726562,9.398352,1.8836404,trailing,0.0,0.0,49.12,66.07,35.72,76.78,62.55,2021,2021,trailing
AMRT.JK,2022-06-01,1975.8865966796875,14.792551,2.7902405,trailing,0.0,0.0,54.63,41.07,30.36,87.5,59.64,2021,2021,trailing
ANTM.JK,2022-06-01,1519.3717041015625,9.1657505,1.7011505,trailing,0.0,0.0,52.04,60.72,46.07,12.5,40.21,2021,2021,trailing
ARTO.JK,2022-06-01,9150.0,43.661972,1.4455135,trailing,0.0,0.0,37.68,73.21,33.57,1.78,35.36,2021,2021,trailing
ASII.JK,2022-06-01,4644.70751953125,5.820692,0.7865944,trailing,0.0,0.0,57.9,7.14,71.43,60.72,45.01,2021,2021,trailing
BBCA.JK,2022-06-01,6328.46142578125,10.775863,2.4064806,trailing,0.0,0.0,84.65,26.79,40.0,39.28,46.95,2021,2021,trailing
BBNI.JK,2022-06-01,3033.550537109375,5.88926,0.7418746,trailing,0.0,0.0,55.54,37.5,72.14,73.21,57.97,2021,2021,trailing
BBRI.JK,2022-06-01,3069.188232421875,7.042254,1.2199025,trailing,0.0,0.0,72.86,57.15,62.5,41.08,55.99,2021,2021,trailing
BMRI.JK,2022-06-01,2934.195068359375,6.1274314,1.1741004,trailing,0.0,0.0,80.54,36.61,66.43,60.72,59.01,2021,2021,trailing
BRPT.JK,2022-06-01,748.3806762695312,13.605442,59200.0,trailing,0.0,0.0,37.1,100.0,23.21,16.07,47.22,2021,2021,trailing
BUKA.JK,2022-06-01,282.0,4.2421904,0.40420225,trailing,0.0,0.0,65.22,59.82,81.07,16.96,48.29,2021,2021,trailing
CPIN.JK,2022-06-01,5725.60302734375,8.305689,1.5095513,trailing,0.0,0.0,62.51,66.07,53.93,32.14,52.09,2021,2021,trailing
EMTK.JK,2022-06-01,1479.4786376953125,11.260285,0.8623849,trailing,0.0,0.0,47.8,58.03,47.5,3.57,35.36,2021,2021,trailing
ESSA.JK,2022-06-01,777.721923828125,10.965323,21666.666,trailing,0.0,0.0,66.97,91.08,22.86,91.08,78.23,2021,2021,trailing
GOTO.JK,2022-06-01,388.0,0.0,1.6553551,trailing,0.0,0.0,10.12,52.67,69.28,27.68,34.95,2021,2021,trailing
HRUM.JK,2022-06-01,1479.4466552734375,12.164579,9577.465,trailing,0.0,0.0,19.99,66.07,27.86,41.07,41.98,2021,2021,trailing
INCO.JK,2022-06-01,5492.80615234375,27.548376,17116.105,trailing,0.0,0.0,42.7,78.57,21.07,57.14,56.35,2021,2021,trailing
INDF.JK,2022-06-01,6037.775390625,4.8638134,0.6870716,trailing,0.0,0.0,48.83,37.5,77.14,44.64,46.8,2021,2021,trailing
ITMG.JK,2022-06-01,16023.3564453125,7.5872536,12732.558,trailing,0.0,0.0,51.34,16.07,34.64,96.43,54.87,2021,2021,trailing
KLBF.JK,2022-06-01,1560.667724609375,8.725675,1.2942996,trailing,0.0,0.0,69.18,30.36,53.21,44.64,47.35,2021,2021,trailing
MDKA.JK,2022-06-01,3990.0,0.0,80312.5,trailing,0.0,0.0,9.93,25.89,54.28,55.36,35.05,2021,2021,trailing
MEDC.JK,2022-06-01,534.2088623046875,10.952555,13539.325,trailing,0.0,0.0,27.12,82.15,25.72,53.57,52.75,2021,2021,trailing
PGAS.JK,2022-06-01,1173.9635009765625,8.424787,12991.453,trailing,0.0,0.0,36.57,35.72,32.14,76.78,49.95,2021,2021,trailing
PTBA.JK,2022-06-01,2063.23291015625,8.928572,1.2672404,trailing,0.0,0.0,54.96,50.0,43.57,91.08,64.97,2021,2021,trailing
SMGR.JK,2022-06-01,6338.11865234375,45.668137,0.24051498,trailing,0.0,0.0,29.7,62.5,45.0,19.64,37.55,2021,2021,trailing
TLKM.JK,2022-06-01,3353.31494140625,16.778116,2.0289195,trailing,0.0,0.0,62.03,9.82,31.07,44.64,37.18,2021,2021,trailing
TOWR.JK,2022-06-01,1002.8147583007812,4.7826085,0.712203,trailing,0.0,0.0,62.32,44.64,77.5,19.64,43.6,2021,2021,trailing
UNTR.JK,2022-06-01,17397.6328125,6.277455,0.7764926,trailing,0.0,0.0,57.78,0.0,53.93,73.22,45.47,2021,2021,trailing
ADRO.JK,2022-07-01,1149.1932373046875,7.235843,13176.471,trailing,0.0,0.0,54.31,76.78,33.22,89.28,71.18,2021,2021,trailing
AKRA.JK,2022-07-01,925.0689697265624,9.398352,1.8836404,trailing,0.0,0.0,49.12,66.07,35.72,85.72,65.67,2021,2021,trailing
AMRT.JK,2022-07-01,1816.072265625,14.792551,2.7902405,trailing,0.0,0.0,54.63,41.07,30.36,73.21,54.64,2021,2021,trailing
ANTM.JK,2022-07-01,1650.2066650390625,9.1657505,1.7011505,trailing,0.0,0.0,52.04,60.72,46.07,30.36,46.46,2021,2021,trailing
ARTO.JK,2022-07-01,10575.0,43.661972,1.4455135,trailing,0.0,0.0,37.68,73.21,33.57,0.0,34.74,2021,2021,trailing
ASII.JK,2022-07-01,4434.38134765625,5.820692,0.7865944,trailing,0.0,0.0,57.9,7.14,71.43,62.5,45.64,2021,2021,trailing
BBCA.JK,2022-07-01,6415.7509765625,10.775863,2.4064806,trailing,0.0,0.0,84.65,26.79,40.0,28.57,43.2,2021,2021,trailing
BBNI.JK,2022-07-01,3033.550537109375,5.88926,0.7418746,trailing,0.0,0.0,55.54,37.5,72.14,58.93,52.97,2021,2021,trailing
BBRI.JK,2022-07-01,3224.49658203125,7.042254,1.2199025,trailing,0.0,0.0,72.86,57.15,62.5,50.0,59.11,2021,2021,trailing
BMRI.JK,2022-07-01,3063.781005859375,6.1274314,1.1741004,trailing,0.0,0.0,80.54,36.61,66.43,64.28,60.26,2021,2021,trailing
BRPT.JK,2022-07-01,892.1094360351562,13.605442,59200.0,trailing,0.0,0.0,37.1,100.0,23.21,23.21,49.72,2021,2021,trailing
BUKA.JK,2022-07-01,294.0,4.2421904,0.40420225,trailing,0.0,0.0,65.22,59.82,81.07,15.18,47.67,2021,2021,trailing
CPIN.JK,2022-07-01,5343.896484375,8.305689,1.5095513,trailing,0.0,0.0,62.51,66.07,53.93,16.07,46.47,2021,2021,trailing
EMTK.JK,2022-07-01,1728.3626708984375,11.260285,0.8623849,trailing,0.0,0.0,47.8,58.03,47.5,17.86,40.36,2021,2021,trailing
