Date,month_end_price,monthly_return,net_foreign_buy
2018-01-31,954.2354736328124,,72718451.84
2018-02-28,802.4775390625,-0.1590361485855937,-527358495.04
2018-03-31,788.681396484375,-0.0171919361060777,-3341065.26
2018-04-30,825.47119140625,0.0466472203932655,2048353.6099999999
2018-05-31,823.1717529296875,-0.0027856071786651,-117326.68000000036
2018-06-30,823.1717529296875,0.0,399380.55
2018-07-31,820.3961791992188,-0.0033718039043375,-8407928.969999999
2018-08-31,815.7871704101562,-0.0056180281014488,-1122667.27
2018-09-30,815.7871704101562,0.0,-252794.23000000007
2018-10-31,788.1334228515625,-0.0338982378758054,-72713796.34
2018-11-30,813.4827880859375,0.032163799300197,-6587402.66
2018-12-31,774.3065185546875,-0.0481586950640083,-23626038.0
2019-01-31,801.9603271484375,0.0357142913446839,1912504.38
2019-02-28,778.9155883789062,-0.0287355097121478,-37266712.309999995
2019-03-31,709.781005859375,-0.0887574771271627,-7452162.8
2019-04-30,760.4796142578125,0.071428522290553,-3917840.24
2019-05-31,728.2168579101562,-0.0424242224811548,13894607.030000001
2019-06-30,709.781005859375,-0.0253164312945028,-116022395.89999999
2019-07-31,670.6047973632812,-0.0551947828593423,-125297627.42
2019-08-31,640.6465454101562,-0.0446734829081396,-83721760.51
2019-09-30,502.37744140625,-0.2158274402547246,-93278114.32000001
2019-10-31,555.3805541992188,0.1055045637491265,38379551.65
2019-11-30,516.2042846679688,-0.0705395052726264,-493367.08
2019-12-31,513.89990234375,-0.0044640898819756,-16729571.56
2020-01-31,513.89990234375,0.0,-4744272.7
2020-02-29,463.20123291015625,-0.0986547559210883,49283121.16
2020-03-31,460.8966979980469,-0.00497523484044,51650783.11
2020-04-30,516.2042846679688,0.1199999629204464,898679977.86
2020-05-31,459.9749450683594,-0.1089284635360534,-1266897311.79
2020-06-30,451.6788330078125,-0.0180360085902373,-4446703.52
2020-07-31,414.80706787109375,-0.0816327054583959,-81651737.76
2020-08-31,502.37744140625,0.2111110931272024,3971771654.72
2020-09-30,691.3451538085938,0.3761468904204519,2993559444.7
2020-10-31,737.4347534179688,0.0666665548394591,40878175.78
2020-11-30,767.3931274414062,0.0406251182014165,-402582879.78000003
2020-12-31,1290.5107421875,0.6816813912449795,6517009906.27
2021-01-31,1751.4075927734375,0.3571429787594695,17740187634.55
2021-02-28,1944.9842529296875,0.1105263337643249,15916402874.72
2021-03-31,2092.47119140625,0.0758293740704616,24162794478.31
2021-04-30,2064.817138671875,-0.0132159777625373,52120668699.99999
2021-05-31,2166.21435546875,0.0491071169924981,37513853800.09
2021-06-30,2304.483642578125,0.0638299191214872,144964031931.87
2021-07-31,2534.93212890625,0.1000000529707871,100136701579.53
2021-08-31,2000.2919921875,-0.2109090537857642,-190602061052.34
2021-09-30,1603.920654296875,-0.1981567388354922,-39462770535.89
2021-10-31,1774.4525146484375,0.1063218806333783,76846895461.87001
2021-11-30,1774.4525146484375,0.0,199808481.58999968
2021-12-31,2101.689208984375,0.1844155826287474,27041585958.75
2022-01-31,1654.6192626953125,-0.2127193423166051,-47829379148.19999
2022-02-28,1908.1124267578125,0.1532033198075846,120217589470.72002
2022-03-31,2258.39404296875,0.1835749357841152,54151771324.25
2022-04-30,2756.162353515625,0.2204080869308964,159594653361.1
2022-05-31,1765.234619140625,-0.3595316992524121,-245939503698.71
2022-06-30,1479.4786376953125,-0.1618798874363952,-13584177188.099998
2022-07-31,1728.3626708984375,0.1682241479274273,41681383205.3
2022-08-31,1760.6256103515625,0.0186667647921103,26471825260.380005
2022-09-30,1405.117919921875,-0.201921230918991,-10465061003.76
2022-10-31,1428.228515625,0.0164474421509122,-801051645.1000023
2022-11-30,1192.50146484375,-0.1650485536469593,-59132448904.46
2022-12-31,952.15234375,-0.2015503780745814,-24964209869.54
2023-01-31,998.373291015625,0.0485436470004225,5383125155.860001
2023-02-28,878.1986694335938,-0.1203704292407302,-14107341685.46
2023-03-31,730.2915649414062,-0.168421007273425,-14512082195.01
2023-04-30,651.7158813476562,-0.1075949488750488,-5533020139.309999
2023-05-31,550.0297241210938,-0.1560283555102108,-5481178520.370001
2023-06-30,660.8958740234375,0.2015639247124316,18667151767.55
2023-07-31,605.0455932617188,-0.0845069290896165,7688590012.79
2023-08-31,530.578369140625,-0.1230770456812205,-6747386300.33
2023-09-30,544.5409545898438,0.0263157834192031,13245070830.9
2023-10-31,465.4196166992188,-0.1452991500891247,-8314379873.910001
2023-11-30,600.391357421875,0.2900001114690504,56166998537.07001
2023-12-31,549.1951904296875,-0.0852713257099962,-7357440358.490001
