Date,month_end_price,monthly_return,net_foreign_buy
2018-01-31,16144.5,,1578953420.23
2018-02-28,16274.0986328125,0.0080274169415279,123453528.60000038
2018-03-31,11849.1748046875,-0.2718997793956642,-31508715857.64
2018-04-30,13126.6630859375,0.107812425954306,18202146704.07
2018-05-31,13581.51171875,0.0346507432875133,-1384662468.0299988
2018-06-30,10518.4462890625,-0.2255319947527472,-36813837978.78
2018-07-31,10884.47265625,0.0347985203449781,2795332760.2199993
2018-08-31,13658.568359375,0.2548672582251452,55475574748.97
2018-09-30,14255.7685546875,0.0437234840137981,14583601442.86
2018-10-31,13331.0712890625,-0.0648647782178637,9425623033.85
2018-11-30,14718.119140625,0.104046240657381,30276753291.46
2018-12-31,14217.2412109375,-0.0340313816529025,1428691751.7199988
2019-01-31,14814.44140625,0.0420053501556312,10751376784.4
2019-02-28,14814.44140625,0.0,2143099217.2199998
2019-03-31,16451.927734375,0.1105331131441897,23066981082.359997
2019-04-30,16952.810546875,0.0304452353904669,2046071691.5800002
2019-05-31,16792.43359375,-0.0094601985128986,9695832167.96
2019-06-30,15841.916015625,-0.0566039206180797,-3472875252.6799994
2019-07-31,17802.353515625,0.123750024811797,11933453103.93
2019-08-31,17208.28125,-0.0333704341453272,-19650938887.75
2019-09-30,14831.994140625,-0.138089741494375,-20588756131.71
2019-10-31,15841.916015625,0.0680907682018165,6553104376.440001
2019-11-30,15366.662109375,-0.0299997743821677,2073839589.0799997
2019-12-31,15069.6240234375,-0.019330033017143,-1553098972.4400005
2020-01-31,13049.7802734375,-0.1340341170329515,-10391754591.99
2020-02-29,11822.0302734375,-0.094082043856252,-9172464070.829998
2020-03-31,9901.1982421875,-0.1624790316740982,-4270252651.7300005
2020-04-30,9227.9169921875,-0.0679999767231456,4518528763.54
2020-05-31,9584.3603515625,0.0386266326059034,-908072602.5699997
2020-06-30,9346.7314453125,-0.0247934027450522,270401650.5700009
2020-07-31,9802.185546875,0.0487287031009022,11129355152.81
2020-08-31,9803.0224609375,8.538035303429226e-05,7596812206.089998
2020-09-30,8585.384765625,-0.1242104361348217,-19509366068.079998
2020-10-31,10091.9541015625,0.1754807008731453,20274503406.03
2020-11-30,11804.90234375,0.1697340500114135,42260498479.21001
2020-12-31,12138.70703125,0.0282767851677088,7339261830.66
2021-01-31,11216.2490234375,-0.0759931025139428,10904454741.810001
2021-02-28,10482.4755859375,-0.0654205729532846,-9790927045.749998
2021-03-31,10251.861328125,-0.0219999804360979,27169579175.760002
2021-04-30,10775.984375,0.05112467191076,11474874177.189997
2021-05-31,10147.03515625,-0.0583658250478856,-2420486750.2799997
2021-06-30,8637.55859375,-0.1487603560307216,-20594749120.62
2021-07-31,7741.4111328125,-0.1037500876215112,-26915789204.14
2021-08-31,9896.6904296875,0.2784090987933325,22717865039.03
2021-09-30,9236.9111328125,-0.066666660088289,-8023279949.51
2021-10-31,10402.5224609375,0.1261905967660954,41524257454.95
2021-11-30,9302.8896484375,-0.1057082853345647,-9184407792.77
2021-12-31,10644.439453125,0.1442078596420655,36945072208.82001
2022-01-31,9632.779296875,-0.0950411865937193,-12718710430.81
2022-02-28,9632.779296875,0.0,-16410248249.34
2022-03-31,9478.830078125,-0.0159818069121486,-14620434033.37
2022-04-30,9214.91796875,-0.0278422661024433,-4589222232.26
2022-05-31,8555.1396484375,-0.0715989358288339,-159476300891.16
2022-06-30,8778.57421875,0.0261169986106899,28437788278.870003
2022-07-31,8616.4375,-0.018469595940044,-1164541731.3300002
2022-08-31,8755.412109375,0.0161290103218412,10404159639.64
2022-09-30,8801.7373046875,0.0052910353886022,9789840528.34
2022-10-31,8593.275390625,-0.0236841781169133,-5882116813.150001
2022-11-30,9218.6611328125,0.0727761783207572,44425014549.740005
2022-12-31,9172.3369140625,-0.0050250484406152,2587325235.5
2023-01-31,9264.986328125,0.0101009606309221,12944055869.950003
2023-02-28,10307.2978515625,0.1125000606070443,58125859394.38
2023-03-31,9751.3984375,-0.053932604070254,3443792164.550002
2023-04-30,10052.5107421875,0.0308788843587337,-15718550252.190002
2023-05-31,9320.7265625,-0.072796159930117,-16481605077.04
2023-06-30,9344.263671875,0.00252524405873,-192204370.88999987
2023-07-31,9815.0068359375,0.0503777697839771,6816456435.139999
