Date,month_end_price,monthly_return,net_foreign_buy
2022-01-31,1178.0396728515625,,429001966794.31
2022-02-28,1159.48779296875,-0.0157480943217351,28032357041.48
2022-03-31,2124.181640625,0.8320000033689445,533590575852.43
2022-04-30,2532.321533203125,0.1921398268266916,333713750097.41
2022-05-31,2068.5263671875,-0.1831501884474251,-466659801240.91003
2022-06-30,1465.5926513671875,-0.2914798309484928,-488304665020.53
2022-07-31,1711.404052734375,0.1677215023819072,169318573163.52002
2022-08-31,1590.8172607421875,-0.0704607376612912,-20777529522.489983
2022-09-30,1669.6624755859375,0.049562710180153,157954147681.96
2022-10-31,1604.731201171875,-0.0388888624877767,-920080793.1200013
2022-11-30,1511.97216796875,-0.0578034708463239,-45954251708.67001
2022-12-31,1572.2655029296875,0.0398772783244669,39215384386.33
2023-01-31,1521.248046875,-0.0324483720845009,21847872755.740005
2023-02-28,1205.8673095703125,-0.2073171025281205,-41237497171.8
2023-03-31,1196.591552734375,-0.0076921869946393,100212491894.04
2023-04-30,1020.3493041992188,-0.1472868901108475,-34449569530.13
2023-05-31,723.5203857421875,-0.2909091202742435,-50191689597.73
2023-06-30,858.02099609375,0.1858974715876067,18343160481.149998
2023-07-31,858.02099609375,0.0,26960366364.980003
2023-08-31,1261.522705078125,0.4702702041341273,132842129929.68001
2023-09-30,1210.50537109375,-0.0404410747258136,-2715301649.4100018
2023-10-31,1020.3493041992188,-0.157088164526454,-85319922156.6
2023-11-30,1229.0570068359375,0.2045453471451277,54551059591.43
2023-12-31,1261.522705078125,0.0264151280710458,-466017661.4799998
2024-01-31,1368.195556640625,0.0845588043188598,15931066485.92
2024-02-29,1437.764892578125,0.0508475090419937,13440151745.23
2024-03-31,1215.1431884765625,-0.154838739804231,-29994839474.29
2024-04-30,1247.60888671875,0.026717590609951,-2116941475.6599982
2024-05-31,1345.005859375,0.0780669115882999,32272041750.590004
2024-06-30,1224.419189453125,-0.0896551260958145,-7535639166.749999
2024-07-31,1242.9710693359375,0.0151515755736386,21476431939.530003
2024-08-31,1191.9534912109375,-0.0410448637008553,-12415273913.220001
2024-09-30,1345.005859375,0.1284046477422307,62806093685.6
2024-10-31,1298.6263427734375,-0.0344827617502827,2848053964.959998
2024-11-30,1136.2979736328125,-0.1250000587497287,-7398201235.8
2024-12-31,1113.1082763671875,-0.0204081128398796,-5005153891.33
2025-01-31,932.2282104492188,-0.1624999739542865,-11079188370.83
2025-02-28,718.8824462890625,-0.2288557262790298,-26317354209.84
2025-03-31,834.8312377929688,0.1612903362746505,39456817211.28
2025-04-30,834.8312377929688,0.0,27944209372.52
2025-05-31,955.41796875,0.1444444403827349,70688399189.2
2025-06-30,973.2169799804688,0.0186295546165577,30693636872.600002
2025-07-31,1080.2708740234375,0.1100000269673853,62646280739.40001
2025-08-31,978.0830078125,-0.0945946694187372,-4336042525.389998
2025-09-30,1021.8778076171876,0.0447761585211825,16815432995.460001
2025-10-31,1357.6376953125,0.3285714644084858,85495858008.48999
2025-11-30,1235.9854736328125,-0.0896058072781234,6236920960.790001
2025-12-31,1518.2183837890625,0.2283464621365736,115240882527.86998
2026-01-31,1931.835693359375,0.2724359775818519,272979571250.81
2026-02-28,2043.755615234375,0.0579344932178866,42072234027.3
2026-03-31,1931.835693359375,-0.0547618908252712,-6181661565.700002
2026-04-30,1850.0,-0.0423616219747272,-46816070972.74
2026-05-31,1530.0,-0.1729729729729729,-91236370277.78
