Date,month_end_price,monthly_return
2018-01-31,737.7127075195312,
2018-02-28,769.9624633789062,0.0437158741209851
2018-03-31,624.838623046875,-0.18848170817986276
2018-04-30,682.7288208007812,0.09264823847094905
2018-05-31,698.8880004882812,0.02366851844418494
2018-06-30,719.087158203125,0.028901852229157532
2018-07-31,739.2861938476562,0.028089829465186344
2018-08-31,702.9278564453125,-0.049180327868852514
2018-09-30,682.7288208007812,-0.02873557429730733
2018-10-31,549.4148559570312,-0.19526634995045966
2018-11-30,496.897216796875,-0.09558831289458902
2018-12-31,618.0916748046875,0.24390246898355072
2019-01-31,779.684326171875,0.26143800014496166
2019-02-28,820.0824584960938,0.05181344676064881
2019-03-31,715.0472412109375,-0.1280788488974326
2019-04-30,698.8880004882812,-0.022598843532757984
2019-05-31,595.37451171875,-0.14811169843696137
2019-06-30,693.9193725585938,0.16551743297737187
2019-07-31,767.8278198242188,0.10650869566173449
2019-08-31,878.690673828125,0.14438504459148982
2019-09-30,800.6760864257812,-0.08878504088641737
2019-10-31,730.8735961914062,-0.0871794367507257
2019-11-30,615.9046630859375,-0.1573034430366258
2019-12-31,689.813232421875,0.12000001585574127
2020-01-31,591.2684936523438,-0.14285713021704316
2020-02-29,472.193603515625,-0.20138886379887655
2020-03-31,369.5427856445313,-0.217391377407121
2020-04-30,418.8152160644531,0.1333334929918446
2020-05-31,439.3453369140625,0.04901951997477072
2020-06-30,499.1372680664063,0.13609324175902038
2020-07-31,602.2648315429688,0.20661162785152354
2020-08-31,676.5166015625,0.12328757405492596
2020-09-30,581.6392822265625,-0.14024388923613462
2020-10-31,870.3964233398438,0.49645398778413896
2020-11-30,944.6481323242188,0.08530792061329917
2020-12-31,1596.4141845703125,0.6899564292182361
2021-01-31,1831.544921875,0.14728680036626884
2021-02-28,2343.057373046875,0.27927922764145285
2021-03-31,1856.29541015625,-0.20774649758475494
2021-04-30,2069.230712890625,0.11470981481145381
2021-05-31,2035.990478515625,-0.01606405422456003
2021-06-30,1911.337890625,-0.061224543634165296
2021-07-31,2094.16162109375,0.09565222944906271
2021-08-31,1986.1292724609373,-0.051587397813349756
2021-09-30,1903.027587890625,-0.041841025014119126
2021-10-31,1944.5784912109373,0.02183410455250856
2021-11-30,1911.337890625,-0.017093987584547166
2021-12-31,1869.786865234375,-0.021739235953219138
2022-01-31,1470.8990478515625,-0.21333330808953588
2022-02-28,1844.8564453125,0.25423729657528193
2022-03-31,2027.6800537109373,0.09909909731077682
2022-04-30,2160.642578125,0.06557372015901763
2022-05-31,2085.85107421875,-0.03461539852239415
2022-06-30,1519.3717041015625,-0.2715818867027028
2022-07-31,1650.2066650390625,0.08611122649204894
2022-08-31,1679.7498779296875,0.017902735164341266
2022-09-30,1637.545166015625,-0.02512559308298945
2022-10-31,1557.35595703125,-0.04896915862142992
2022-11-30,1675.5294189453125,0.07588082954351272
2022-12-31,1675.5294189453125,0.0
2023-01-31,1949.8603515625,0.1637279116172543
2023-02-28,1679.7498779296875,-0.13852811223960848
2023-03-31,1764.159423828125,0.050251258837698654
2023-04-30,1772.600341796875,0.004784668468586384
2023-05-31,1599.5609130859375,-0.09761897514672058
2023-06-30,1713.7708740234375,0.0714008200645273
2023-07-31,1744.5308837890625,0.01794872945495296
2023-08-31,1748.9251708984375,0.0025188932739503844
2023-09-30,1595.125244140625,-0.08793968393673712
2023-10-31,1498.450927734375,-0.06060609771011016
2023-11-30,1529.2109375,0.020527872615844434
2023-12-31,1498.450927734375,-0.020114955374248344
2024-01-31,1362.2281494140625,-0.09090906869154425
2024-02-29,1283.131103515625,-0.058064462940704664
2024-03-31,1406.1710205078125,0.09589037055923044
2024-04-30,1441.3253173828125,0.025000015191825486
2024-05-31,1395.5166015625,-0.03178235702089305
2024-06-30,1190.7137451171875,-0.14675773560558403
2024-07-31,1252.630859375,0.05199999958992563
2024-08-31,1324.07373046875,0.057034257585987014
2024-09-30,1409.80517578125,0.06474824123438294
2024-10-31,1524.1136474609375,0.08108104129802407
2024-11-30,1362.1766357421875,-0.10624995845193386
2024-12-31,1452.6707763671875,0.06643348465281362
2025-01-31,1324.07373046875,-0.08852456316360313
2025-02-28,1509.8250732421875,0.14028776381484254
2025-03-31,1557.45361328125,0.03154573392849103
2025-04-30,2067.0791015625,0.327217121547247
2025-05-31,2962.495849609375,0.43317972078089895
2025-06-30,3040.0,0.02616177518049323
2025-07-31,2850.0,-0.0625
2025-08-31,3040.0,0.06666666666666665
2025-09-30,3160.0,0.03947368421052633
2025-10-31,3100.0,-0.01898734177215189
2025-11-30,2910.0,-0.06129032258064515
2025-12-31,3150.0,0.08247422680412364
2026-01-31,4210.0,0.3365079365079364
2026-02-28,4350.0,0.03325415676959631
2026-03-31,3500.0,-0.1954022988505747
2026-04-30,3740.0,0.0685714285714285
2026-05-31,2900.0,-0.22459893048128343
