Date,month_end_price,monthly_return,net_foreign_buy
2018-01-31,1011.7865600585938,,1691214937.37
2018-02-28,925.4148559570312,-0.0853655380602808,-2702839156.82
2018-03-31,917.1888427734376,-0.0088890005716264,-544683504.5
2018-04-30,913.075927734375,-0.0044842619613926,-399809027.28
2018-05-31,862.994873046875,-0.0548487296251108,-345097734.83000016
2018-06-30,848.5408325195312,-0.0167486980268057,-7491080050.69
2018-07-31,892.7533569335938,0.0521041801639461,-286178715.2900002
2018-08-31,943.7678833007812,0.0571429118367148,178392846.65999985
2018-09-30,956.5216674804688,0.013513687428186,2157449782.54
2018-10-31,795.8258666992188,-0.168000167946568,-5335803559.21
2018-11-30,681.8934936523438,-0.143162440194892,-9595104445.21
2018-12-31,612.1737060546875,-0.1022443948309648,-3375267889.3500004
2019-01-31,836.637451171875,0.3666667530753689,10887694704.0
2019-02-28,676.7919921875,-0.1910570208881756,-5274644099.23
2019-03-31,661.4877319335938,-0.0226129452336462,545017838.0999998
2019-04-30,671.6906127929688,0.0154241422279306,1730665464.34
2019-05-31,647.10009765625,-0.0366098835808773,54058663108.88
2019-06-30,670.0844116210938,0.035518946833869,14224769783.87
2019-07-31,742.57373046875,0.1081793839559517,12599117702.39
2019-08-31,1056.3994140625,0.4226188871449134,52740674213.22
2019-09-30,1082.9200439453125,0.0251047374030854,20604247677.159996
2019-10-31,1118.2806396484375,0.0326530069332715,15572415614.71
2019-11-30,967.9981079101562,-0.134387135402368,-14989052008.86
2019-12-31,1087.340087890625,0.123287410383601,16081864233.93
2020-01-31,1025.4591064453125,-0.0569104203316535,-16630021512.37
2020-02-29,976.8381958007812,-0.0474137977213664,3464176007.4999995
2020-03-31,800.034912109375,-0.1809954652177257,-12420607606.04
2020-04-30,1056.3994140625,0.3204416433242811,88475318413.59
2020-05-31,937.0574340820312,-0.1129705094416193,-7509173867.190001
2020-06-30,1003.3414306640624,0.0707363222052284,20998136476.26
2020-07-31,1171.32177734375,0.1674209212795185,45245824207.64
2020-08-31,1184.9417724609375,0.0116278851641211,36709973855.27
2020-09-30,1212.1817626953125,0.0229884631189951,8750441720.599998
2020-10-31,1362.0020751953125,0.1235955836910722,42773023651.17
2020-11-30,1293.90185546875,-0.0500000851443613,-4399880579.620001
