Date,portfolio_return,benchmark_return,portfolio_cumulative,benchmark_cumulative
2020-02-29,-0.046795996103601,-0.0820437414274039,1.1599971263070705,0.8254630356499241
2020-03-31,-0.181403358331624,-0.1675817922192777,0.9495697519399349,0.6871304607249442
2020-04-30,-0.0172921439288081,0.0391001071567382,0.933149655118947,0.7139973353699485
2020-05-31,0.0575688812251365,0.0078892719091543,0.9868700367797667,0.7196302544910936
2020-06-30,0.0472409615616843,0.0319294631744344,1.0334907262536575,0.7426076622010759
2020-07-31,0.0897835540113669,0.0497890604477713,1.1262811966944997,0.7795813999833834
2020-08-31,0.0278630680646685,0.0172555923157358,1.1576628463379548,0.7930335387984272
2020-09-30,-0.0843553271238471,-0.070334767809727,1.0600078182359927,0.7372557089817137
2020-10-31,0.0790366891467362,0.0530151877311044,1.1437873266590208,0.7763414587992078
2020-11-30,0.079535309915314,0.0944166709116451,1.2347588061620545,0.8496410348297192
2020-12-31,0.0224929362889085,0.0653298447411769,1.2625321573212265,0.9051479517208777
2021-01-31,0.0185164719739906,-0.0195216192674613,1.2859097986285268,0.8874779980266603
2021-02-28,0.0164619118386514,0.0647255307032752,1.3070783323660076,0.9449204824364161
2021-03-31,-0.0303825959805386,-0.041057722801446,1.267365899478815,0.9061241991991331
2021-04-30,-0.0189738193014438,0.0016864424401688,1.2433191279132922,0.9076523255047265
2021-05-31,0.0021009974266768,-0.0080314213949612,1.2459313382015762,0.9003625871984816
2021-06-30,-0.0123731808189546,0.0063936302933793,1.2305152044660062,0.9061191727110193
2021-07-31,-0.0552805861680043,0.0141258794769021,1.1624916026744836,0.9189189029364454
2021-08-31,0.0387403403883899,0.0132222815699549,1.207526923060738,0.9310691074110252
2021-09-30,0.040969406213666,0.0222174640269321,1.2569985840855515,0.9517551018115175
2021-10-31,0.0897210708801003,0.0484183372672419,1.3697778431444771,0.9978375013268458
2021-11-30,-0.0083334527762754,-0.0087105214675047,1.3583628641746444,0.9891458163504571
2021-12-31,-0.0058294804148725,0.007277364341931,1.350444314461648,0.9963441908433361
2022-01-31,0.0458738883904172,0.0075467722640056,1.4123944462207352,1.0038633735481959
2022-02-28,0.0175550601994817,0.0387594889974276,1.4371891157495538,1.0427726049301578
2022-03-31,0.0203459733369055,0.0266066273319849,1.466430127178685,1.0705172670215377
2022-04-30,0.0762633325502768,0.0222687494739273,1.5782649756294578,1.0943563478483538
2022-05-31,-0.0113808313637946,-0.0110589013737151,1.5603030080944356,1.0822539689297999
2022-06-30,-0.0382300719985009,-0.0332059270719647,1.5006525117555076,1.0463167225641725
2022-07-31,-0.0020164296677316,0.0057209789952892,1.497626551509848,1.052302678556382
2022-08-31,0.0571711809799228,0.0327237477082587,1.5832476301265552,1.0867379659221859
2022-09-30,0.0643456091094487,-0.0191948551437951,1.6851226632581398,1.065878188087047
2022-10-31,0.0512360799493732,0.0082508099765081,1.7714617427573345,1.074672546475058
2022-11-30,0.0328316131888931,-0.0024760417613146,1.8296216894744657,1.0720116123702474
2022-12-31,-0.001838795376881,-0.0325778352175679,1.8262573895704188,1.0370877947111303
2023-01-31,-0.028903866178601,-0.0016461787640658,1.7734714903745943,1.035380562807005
2023-02-28,0.0162791328883412,0.0005697876743095,1.8023420684400868,1.0359705098899121
2023-03-31,0.0286783988052169,-0.0055473607367787,1.854030353062231,1.0302236077588882
2023-04-30,0.0221606215830664,0.0162284308470126,1.895116818119962,1.0469425203343632
2023-05-31,-0.0036721196969555,-0.0408424228500162,1.8881577223241122,1.0041828512192055
2023-06-30,0.0060118482330922,0.0043142693747382,1.8995090399908658,1.0085151665408578
2023-07-31,0.031126909832857,0.0404510475589598,1.9586348866053584,1.0493106615065344
2023-08-31,-0.007905763367616,0.0031596804124822,1.9431503826682992,1.0526261478503054
2023-09-30,-0.0351399598414351,-0.0019225048727987,1.8748681562554659,1.0506024689518279
2023-10-31,-0.027905965646196,-0.0270438142141163,1.822548149895854,1.0221901709686028
2023-11-30,0.0195156747414077,0.0486552147849721,1.858116406789776,1.0719250532881675
2023-12-31,0.0373216421394607,0.0271236666248775,1.9274643623774446,1.1009995910804098
2024-01-31,0.0014676637813618,-0.0089176087474943,1.9302932320119714,1.0911813074960035
2024-02-29,0.0214173868722513,0.0150070489070384,1.9716350689388602,1.107556718744042
2024-03-31,0.0419603262323158,-0.0037311971018584,2.054365519642609,1.1034242063249204
2024-04-30,-0.0428414055202324,-0.0074931557477617,1.966353613328817,1.0951560768910775
2024-05-31,-0.0562004043365159,-0.0364188237628694,1.8558437451911687,1.0552717807339458
2024-06-30,0.0511491808249482,0.0133187242676851,1.950768632496801,1.0693266546090103
2024-07-31,0.0267510344103298,0.0272078940393909,2.002953711311315,1.0984207809211086
2024-08-31,0.0543824488665939,0.0571918829868582,2.1118792390988568,1.1612415336938822
2024-09-30,0.002899410521252,-0.0186166970757676,2.118002443984314,1.1396230518293033
2024-10-31,-0.0557872887093051,0.0061225129156081,1.9998448301547473,1.146600408683053
2024-11-30,-0.0670750158766371,-0.0607013168410641,1.865705206421307,1.0770002539854895
2024-12-31,-0.0445251853862821,-0.0048299188669443,1.7826343362292467,1.0717984301390613
2025-01-31,-0.0098043709605703,0.0041372047384609,1.7651567279098053,1.0762326796829076
2025-02-28,-0.1447884494509443,-0.1179597040667165,1.5095824222378422,0.9492805912805825
2025-03-31,0.0759709338843126,0.0382775264921859,1.6242668086305938,0.985616704261843
2025-04-30,0.0804364265427603,0.0393472203993625,1.7549170264688525,1.024397981953727
2025-05-31,0.0996800068768484,0.060445739896594,1.9298471677355662,1.0863184759214979
2025-06-30,-0.0671721311048471,-0.0345799766835734,1.800215220772115,1.0487536083531974
2025-07-31,-0.051047557318108,0.0803526980444657,1.70831863110482,1.1330237903682459
2025-08-31,-0.0219448478788,0.046250757278123,1.6708298386167049,1.1854269986869066
2025-09-30,-0.022861829387749,0.0294449969913044,1.6326316119102897,1.2203318930966536
2025-10-31,0.0776743889381426,0.0127542733366627,1.7594452747265164,1.2358963396226554
2025-11-30,-0.0357961091247492,0.0422386495000841,1.6964639796733816,1.2880989319304137
2025-12-31,0.0067987049713327,0.0162459980385438,1.7079977377656739,1.3090253846520057
2026-01-31,-0.0256418609910734,-0.0366987728789938,1.6642014972008188,1.2609857593678242
2026-02-28,-0.0049383685303289,-0.0112995847244339,1.655983056898916,1.2467371439435428
2026-03-31,-0.0966850244583685,-0.1441643246160948,1.4958742945400005,1.067002125613123
2026-04-30,-0.0788308261786074,-0.0129703585629659,1.3779532880420708,1.053162725456474
2026-05-31,-0.059105726720782,-0.1192247641434114,1.2965083575650533,0.9275996479092935
